NQUEST,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,POSS,IMPACQ,MUTUOAB,TMUTUOAB,MUTUOAG,AGEV1,AGEV2,AGEV3,AGEV4,AGEV5,MUTUOIN,MUTUODU,MUTUOVA1,MUTUOVA2,MUTUOVA3,MUTUOVA4,TIPOTAX,TFITTO,TIPOAFF,PROPRIET,ANABIT,TFITIMP,UBIC1,UBIC2,CATABIT,SUPAB,ANCOSTR,RISTRUT,BAGNI,RISCALD,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,VENDIM,NVENDIM,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,TAXFIS,TAXVAR
509805,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1996,700,1,3,3,90,1700,1,2,1,500000,2,,2,,1,1,2,,2,,2,,2,,,
509806,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1996,200,1,2,3,120,1920,1,2,1,250000,2,,2,,1,1,2,,2,,2,,2,,,
509807,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,4,1,1987,,6,3,3,100,1500,1,2,2,140000,2,,2,,2,,2,,2,,2,,,,,
509808,1,1,,1987,2,,,,,,1,160000,,,,,,,,,,,,,,,,,,,,1000,4,1,1,130,1964,2,3,1,550000,2,,2,,2,,2,,2,,2,,2,,,
509809,1,1,,1975,2,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,2500,3,3,1,250,1975,2,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
509810,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1978,200,6,3,2,100,1940,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
509816,1,1,,1960,1,,,,,,6,10000,,,,,,,,,,,,,,,,,,,,,2,3,3,100,1960,2,2,1,100000,2,,2,,2,,2,,2,,2,,2,,,
509817,1,1,,1992,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,2,3,3,90,1950,2,1,2,80000,2,,2,,2,,2,,2,,2,,2,,,
509822,1,1,,1969,1,2,,,,,2,6000,,,,,,,,,,,,,,,,,,,,500,2,3,3,80,1969,2,2,1,100000,2,,2,,2,,2,,2,,2,,2,,,
509829,1,1,,1980,1,,,,,,1,70000,,,,,,,,,,,,,,,,,,,,900,3,3,3,100,1980,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509832,2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1,1,1969,,4,1,2,120,1968,2,2,2,150000,2,,2,,2,,2,,2,,2,,,,,
509838,1,1,,1978,1,2,,,,,2,40000,,,,,,,,,,,,,,,,,,,,800,3,3,3,100,1978,2,2,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
509841,2,,,,,,,,,,,,,,,,,,,,,,,,,,,750,4,1,1991,,4,3,3,100,1950,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
509842,1,1,,1985,1,2,,,,,1,105000,,,,,,,,,,,,,,,,,,,,600,2,3,3,122,1983,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
509843,1,1,,1900,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,200,1,3,4,80,1900,2,1,2,70000,2,,2,,1,1,2,,2,,2,,2,,,
509847,2,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1,1,1979,,4,1,3,90,1958,2,1,2,220000,2,,2,,2,,2,,2,,2,,,,,
509851,1,1,,1980,1,2,,,,,1,50000,,,,,,,,,,,,,,,,,,,,600,4,3,3,130,1979,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509852,1,1,,1991,1,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,500,4,1,3,90,1900,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509853,1,1,,1998,2,,,,,,1,150000,1,4800,2,,,,,,80000,15,1,0,0,0,1,,,,,300,3,3,3,100,1900,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,7.8,
509854,1,1,,1960,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,4,1,3,90,1960,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
509857,1,1,,1975,1,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,500,2,3,3,90,1960,2,1,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
509862,1,1,,1980,1,,,,,,6,100000,,,,,,,,,,,,,,,,,,,,500,1,3,3,360,1980,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509863,1,1,,1920,1,,,,,,1,14,,,,,,,,,,,,,,,,,,,,300,4,3,3,65,1920,2,1,1,60000,2,,1,2,2,,2,,2,,2,,1,3000,,
509869,1,1,,1963,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,500,2,3,3,130,1963,2,1,1,200000,1,1,1,1,2,,2,,2,,2,,2,,,
509871,1,1,,1985,1,2,,,,,7,20000,,,,,,,,,,,,,,,,,,,,700,4,1,3,230,1800,1,2,1,230000,2,,2,,2,,2,,2,,2,,2,,,
509872,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1991,500,2,3,3,110,1970,1,1,2,120000,2,,2,,2,,2,,2,,2,,,,,
509875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,4,1,1991,,4,3,3,140,1960,2,2,1,200000,2,,2,,2,,2,,2,,2,,,,,
509876,2,,,,,,,,,,,,,,,,,,,,,,,,,,,300,4,1,1998,,3,3,3,98,1998,2,2,1,80000,2,,2,,2,,2,,2,,2,,,,,
509877,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,5,1,1985,,3,3,3,98,1964,2,1,2,100000,2,,2,,2,,2,,2,,2,,,,,
509882,1,1,,1980,1,,,,,,1,50000,,,,,,,,,,,,,,,,,,,,500,2,3,3,110,1979,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
509883,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,4,1,1995,,3,3,3,100,1985,2,2,1,100000,2,,2,,2,,2,,2,,2,,,,,
509888,1,1,,1971,2,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,600,3,3,3,120,1970,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509889,1,1,,1983,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,3,94,1983,2,1,1,90000,2,,2,,2,,2,,2,,2,,2,,,
509891,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,1,1965,,4,3,4,70,1890,2,1,2,70000,2,,2,,2,,2,,2,,2,,,,,
509892,1,1,,1978,1,2,,,,,2,35000,2,,,,,,,,,,,,,,,,,,,500,3,3,3,95,1978,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
509896,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,4,1,1982,,2,3,3,100,1980,1,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
509897,1,1,,1993,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,3,1,2,150,1700,2,2,1,350000,2,,2,,2,,2,,2,,2,,2,,,
509908,1,1,,1980,1,,,,,,1,60000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,80,1970,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,
509911,1,1,,1970,1,,,,,,6,3000,,,,,,,,,,,,,,,,,,,,800,2,3,3,120,1969,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
509913,1,1,,1980,1,,,,,,1,70000,,,,,,,,,,,,,,,,,,,,1100,3,3,3,100,1968,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,
509915,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1,1993,,2,3,3,50,1950,2,1,2,150000,2,,2,,2,,2,,2,,2,,,,,
509919,1,1,,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,700,3,1,2,150,1940,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
509922,1,1,,1980,1,2,,,,,6,40000,,,,,,,,,,,,,,,,,,,,,2,3,3,100,1980,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509925,1,1,,1980,2,,,,,,1,35000,,,,,,,,,,,,,,,,,,,,1800,3,3,3,100,1970,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
509931,1,1,,1995,1,2,,,,,1,136000,,,,,,,,,,,,,,,,,,,,700,2,3,3,62,1960,2,1,2,180000,2,,2,,2,,2,,2,,2,,1,600,,
509937,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,2,1,1996,,4,3,2,90,1984,1,2,1,200000,2,,2,,2,,2,,2,,2,,,,,
509938,2,,,,,,,,,,,,,,,,,,,,,,,,,,,650,2,1,1994,,4,3,2,100,1985,2,2,2,190000,2,,2,,2,,2,,2,,2,,,,,
509939,1,1,,1976,1,2,,,,,1,35000,,,,,,,,,,,,,,,,,,,,500,4,1,2,158,1975,2,2,1,250000,2,,1,3,2,,2,,2,,2,,2,,,
509941,1,1,,1979,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,1,3,3,100,1979,1,1,2,150000,2,,2,,2,,2,,2,,2,,2,,,
509943,1,1,,1988,1,2,,,,,6,0,,,,,,,,,,,,,,,,,,,,500,1,3,3,140,1988,1,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
509944,1,1,,1985,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,3,3,2,120,1965,2,2,1,190000,2,,2,,2,,2,,2,,2,,2,,,
509945,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1,1,1992,,3,3,5,80,1950,2,1,2,50000,2,,2,,2,,2,,2,,2,,,,,
509946,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,4,1,1974,,4,3,3,100,1940,1,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
509947,1,1,,1979,2,,,,,,6,200000,,,,,,,,,,,,,,,,,,,,,1,3,2,250,1979,2,3,2,500000,2,,2,,2,,2,,2,,2,,2,,,
509951,1,1,,1994,1,2,,,,,6,250000,,,,,,,,,,,,,,,,,,,,1500,1,3,2,280,1993,2,2,1,700000,1,1,1,,2,,2,,2,,2,,2,,,
509952,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1990,400,1,3,4,120,1980,1,1,1,140000,2,,2,,2,,2,,2,,2,,,,,
509953,1,1,,1983,1,2,,,,,6,150000,,,,,,,,,,,,,,,,,,,,500,1,2,3,200,1981,2,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
509954,1,1,,1984,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,500,1,3,3,120,1984,2,2,2,150000,2,,2,,2,,2,,2,,2,,2,,,
509956,2,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,1,1967,,2,2,5,50,1950,2,1,2,50000,2,,2,,2,,2,,2,,2,,,,,
509957,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,4,1,1997,,4,3,4,70,1960,2,1,2,200000,2,,2,,2,,2,,2,,2,,,,,
509958,1,1,,1997,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,350,1,3,2,120,1980,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
509963,1,1,,1979,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,800,2,3,4,70,1948,1,1,1,200000,2,,2,,2,,2,,2,,2,,1,8000,,
509964,1,1,,1973,1,,,,,,6,3000,,,,,,,,,,,,,,,,,,,,500,2,3,3,100,1973,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
509965,1,1,,1992,1,2,,,,,2,160000,,,,,,,,,,,,,,,,,,,,2100,2,1,3,100,1992,2,2,1,700000,2,,2,,2,,2,,2,,2,,2,,,
509966,1,1,,1970,1,2,,,,,1,4000,,,,,,,,,,,,,,,,,,,,500,2,3,4,90,1965,2,1,1,100000,2,,2,,2,,2,,2,,2,,1,2000,,
509968,1,1,,1964,1,2,,,,,6,1500,,,,,,,,,,,,,,,,,,,,600,3,3,3,100,1964,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
509969,1,1,,1990,1,2,,,,,2,120000,1,1200,1,0,0,1,0,0,10000,10,1,0,0,0,1,,,,,500,3,1,3,110,1987,2,2,1,165000,1,1,2,,1,2,2,,2,,2,,1,5000,4.5,
509970,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1997,300,2,3,6,50,1915,2,1,1,80000,2,,2,,2,,2,,2,,2,,,,,
509971,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2,1,1980,,3,3,3,105,1975,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
509972,1,1,,1985,1,2,,,,,2,74000,1,6600,2,,,,,,44000,15,1,0,0,0,2,,,,,600,2,1,3,90,1985,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,16.5
509977,1,1,,1972,1,2,,,,,1,5000,1,2984,3,,,,,,30000,4,1,0,0,0,1,,,,,1000,3,1,3,120,1955,1,2,1,250000,2,,2,,2,,2,,2,,2,,1,700,14,
509978,1,1,,1992,1,2,,,,,6,120000,,,,,,,,,,,,,,,,,,,,800,3,3,3,105,1990,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,
509982,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1991,500,6,3,3,95,1970,2,1,1,120000,1,1,2,,1,1,2,,2,,2,,2,,,
509983,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1949,300,6,1,4,50,1936,2,1,2,85000,2,,2,,2,,2,,2,,2,,,,,
509984,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1960,500,4,3,5,70,1958,2,1,1,60000,2,,2,,2,,2,,2,,2,,,,,
509985,1,1,,1978,1,2,,,,,2,36000,,,,,,,,,,,,,,,,,,,,1000,3,1,2,100,1977,2,2,1,250000,1,1,2,,1,1,2,,2,,2,,1,2500,,
509988,1,2,50,1955,1,2,,,,,2,1000,,,,,,,,,,,,,,,,,,,,,6,3,4,90,1935,2,2,1,100000,2,,2,,1,2,2,,2,,2,,2,,,
509990,1,1,,1968,1,,,,,,6,10000,,,,,,,,,,,,,,,,,,,,350,6,1,3,100,1968,2,2,1,150000,2,,2,,1,3,2,,2,,2,,1,800,,
509991,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1955,,6,2,6,60,1936,2,1,2,50000,2,,2,,2,,2,,2,,2,,,,,
509994,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1990,300,6,1,3,100,1973,2,1,1,120000,2,,2,,2,,2,,2,,2,,,,,
509997,1,1,,1980,1,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,450,6,3,3,200,1978,2,2,1,200000,1,1,2,,1,3,2,,2,,2,,1,700,,
509998,1,1,,1976,2,,,,,,6,40000,,,,,,,,,,,,,,,,,,,,350,6,1,2,130,1976,2,2,1,200000,1,1,2,,1,4,2,,2,,2,,2,,,
510001,1,1,,1962,1,2,,,,,1,4000,,,,,,,,,,,,,,,,,,,,250,6,1,3,180,1934,2,2,1,150000,1,1,2,,1,3,2,,2,,2,,2,,,
510007,1,2,25,1994,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,3,6,45,1920,2,1,2,100000,2,,2,,1,1,2,,2,,2,,2,,,
510009,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1947,200,4,3,3,80,1860,2,1,1,40000,2,,2,,2,,2,,2,,2,,,,,
510010,1,1,,1960,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,6,1,3,90,1930,2,1,2,90000,2,,2,,1,3,2,,2,,2,,2,,,
510011,1,1,,1975,1,,,,,,1,60000,,,,,,,,,,,,,,,,,,,,700,2,3,2,130,1975,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,4,1,1998,,3,3,3,100,1940,1,1,1,150000,2,,1,1,2,,2,,2,,2,,2,,,
510013,1,1,,1980,1,,,,,,2,150000,,,,,,,,,,,,,,,,,,,,600,3,3,3,105,1965,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510014,1,1,,1982,1,,,,,,6,55000,,,,,,,,,,,,,,,,,,,,600,4,1,2,100,1982,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
510015,1,1,,1964,1,,,,,,6,40000,,,,,,,,,,,,,,,,,,,,500,3,3,2,100,1964,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
510016,1,1,,1980,1,2,,,,,1,120000,1,8000,2,,,,,,100000,20,1,0,0,0,1,,,,,500,3,3,3,110,1978,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,12,
510017,1,1,,1986,1,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,600,3,3,2,100,1986,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510018,1,1,,1981,1,2,,,,,6,40000,,,,,,,,,,,,,,,,,,,,800,3,1,2,130,1981,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510019,1,1,,1955,1,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,500,4,1,2,100,1955,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510020,1,1,,1989,2,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,700,4,1,2,100,1989,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510021,1,1,,1998,1,,,,,,6,40000,,,,,,,,,,,,,,,,,,,,600,4,1,2,100,1952,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
510022,1,1,,1956,1,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,600,3,1,2,100,1956,1,1,1,90000,2,,2,,2,,2,,2,,2,,2,,,
510023,1,1,,1975,2,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,500,3,3,2,120,1975,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
510024,1,1,,1959,2,,,,,,6,10000,,,,,,,,,,,,,,,,,,,,600,3,1,3,100,1959,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
510025,1,1,,1960,2,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,500,4,1,2,110,1954,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510026,1,1,,1970,1,2,,,,,1,80000,,,,,,,,,,,,,,,,,,,,300,2,3,3,150,1960,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510027,1,1,,1985,2,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,700,3,3,2,100,1985,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510028,1,1,,1981,1,2,,,,,2,300000,1,12000,2,,,,,,70000,20,1,0,0,0,1,,,,,2000,3,1,3,210,1980,2,2,1,400000,1,3,2,,1,1,2,,2,,2,,2,,16,
510029,1,1,,1975,1,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,600,4,1,2,100,1975,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510030,1,1,,1934,1,,,,,,6,3000,,,,,,,,,,,,,,,,,,,,400,3,3,3,90,1934,1,1,1,40000,2,,2,,2,,2,,2,,2,,2,,,
510031,1,1,,1984,3,,,,,,6,70000,,,,,,,,,,,,,,,,,,,,800,2,3,3,105,1978,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510032,1,1,,1985,1,2,,,,,2,90000,,,,,,,,,,,,,,,,,,,,300,1,3,4,90,1980,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510033,1,1,,1996,2,,,,,,1,80000,,,,,,,,,,,,,,,,,,,,700,3,1,2,100,1961,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510034,1,1,,1996,1,2,,,,,1,190000,,,,,,,,,,,,,,,,,,,,800,4,3,2,125,1990,2,2,1,250000,1,1,2,,2,,2,,2,,2,,2,,,
510035,1,1,,1970,1,,,,,,1,80000,,,,,,,,,,,,,,,,,,,,500,3,3,3,95,1970,2,2,1,110000,2,,2,,2,,2,,2,,2,,2,,,
510036,1,1,,1975,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,2,3,2,100,1975,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510037,1,1,,1984,1,2,,,,,2,120000,,,,,,,,,,,,,,,,,,,,1000,3,1,2,130,1984,2,2,1,300000,2,,1,1,2,,1,1,2,,2,,2,,,
510038,1,1,,1940,1,,,,,,6,5000,,,,,,,,,,,,,,,,,,,,500,4,1,2,100,1940,1,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510039,1,1,,1909,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,1,3,2,110,1909,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510040,1,1,,1981,1,,,,,,6,60000,,,,,,,,,,,,,,,,,,,,600,1,3,2,120,1981,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510041,1,1,,1991,1,,,,,,1,130000,,,,,,,,,,,,,,,,,,,,700,3,3,3,116,1978,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510042,1,1,,1980,1,2,,,,,1,95000,,,,,,,,,,,,,,,,,,,,500,3,3,3,103,1968,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510043,1,1,,1982,1,2,,,,,6,20000,,,,,,,,,,,,,,,,,,,,400,3,3,3,150,1982,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510044,1,1,,1979,1,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,400,4,3,3,80,1900,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
510045,1,1,,1980,1,2,,,,,1,7000,1,4200,1,0,0,0,0,0,25000,10,1,0,0,0,2,,,,,550,3,3,3,108,1980,2,2,1,110000,2,,2,,2,,2,,2,,2,,2,,,10
510046,1,1,,1991,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,1,3,4,70,1900,2,1,1,80000,2,,2,,1,1,1,1,2,,2,,2,,,
510047,1,1,,1984,1,2,,,,,6,100000,1,3000,2,,,,,,40000,15,0,1,0,0,2,,,,,500,3,2,3,180,1980,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,5.25
510048,1,1,,1964,1,,,,,,1,4500,,,,,,,,,,,,,,,,,,,,400,4,3,3,90,1800,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510049,1,1,,1982,1,2,,,,,1,20000,,,,,,,,,,,,,,,,,,,,500,4,3,3,120,1900,2,2,1,160000,2,,2,,2,,2,,2,,2,,2,,,
510050,1,1,,1978,1,2,,,,,1,70000,,,,,,,,,,,,,,,,,,,,400,4,3,3,120,1960,2,2,1,120000,2,,2,,2,,2,,2,,2,,2,,,
510051,1,1,,1967,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,3,100,1925,2,1,1,130000,2,,2,,2,,2,,2,,2,,2,,,
510052,1,1,,1952,1,,,,,,6,5000,,,,,,,,,,,,,,,,,,,,400,3,1,4,90,1952,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
510053,1,1,,1975,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,4,3,3,80,1850,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510054,1,1,,1960,3,4,,,,,1,5000,,,,,,,,,,,,,,,,,,,,800,6,3,4,90,1960,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510055,1,1,,1988,1,2,3,4,,,1,25000,,,,,,,,,,,,,,,,,,,,400,4,3,3,190,,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510056,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,1,1982,,4,3,3,95,1970,2,1,2,130000,2,,2,,2,,2,,2,,2,,,,,
510057,1,1,,1988,1,2,,,,,1,60000,1,4800,2,,,,,,50000,7,1,0,0,0,2,,,,,350,3,3,3,70,1950,2,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,11
510058,1,1,,1964,1,2,,,,,1,1800,,,,,,,,,,,,,,,,,,,,,4,3,6,50,1800,2,1,1,50000,2,,2,,2,,2,,2,,2,,2,,,
510059,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1980,300,4,3,3,100,1800,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
510071,1,1,,1994,1,2,,,,,1,140000,,,,,,,,,,,,,,,,,,,,700,4,3,3,110,1973,1,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
510072,2,,,,,,,,,,,,,,,,,,,,,,,,,,,90,6,4,1995,,2,2,3,60,1983,2,1,1,50000,2,,2,,2,,2,,2,,2,,,,,
510073,1,1,,1995,1,,,,,,1,120000,1,7500,2,,,,,,30000,5,1,0,0,0,1,,,,,800,2,3,3,120,1979,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,14,
510075,1,1,,1990,1,2,,,,,6,100000,,,,,,,,,,,,,,,,,,,,600,4,3,3,100,1990,2,2,1,170000,1,1,2,,2,,2,,2,,2,,2,,,
510076,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,4,1,1997,,2,1,3,70,1992,3,1,1,130000,2,,2,,2,,2,,2,,2,,,,,
510082,1,1,,1973,1,,,,,,2,150000,,,,,,,,,,,,,,,,,,,,1500,3,3,3,100,1971,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,360,3,1,1997,,2,1,3,50,1980,3,1,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
510084,1,1,,1996,2,,,,,,1,223000,,,,,,,,,,,,,,,,,,,,700,2,3,3,120,1985,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510085,1,1,,1970,2,3,,,,,2,10000,,,,,,,,,,,,,,,,,,,,900,4,1,3,140,1970,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510086,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1,1,1987,,2,3,4,100,1965,1,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
510087,1,1,,1992,1,,,,,,1,140000,,,,,,,,,,,,,,,,,,,,800,4,1,3,110,1991,1,2,1,230000,2,,2,,2,,2,,2,,2,,2,,,
510088,1,1,,1971,1,2,,,,,2,22000,,,,,,,,,,,,,,,,,,,,800,3,3,3,140,1970,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510089,1,1,,1970,1,,,,,,6,40000,,,,,,,,,,,,,,,,,,,,800,2,3,3,100,1970,1,1,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
510091,1,1,,1989,1,2,,,,,2,200000,,,,,,,,,,,,,,,,,,,,1500,2,1,3,120,1989,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
510093,2,,,,,,,,,,,,,,,,,,,,,,,,,,,620,4,1,1990,,2,1,3,90,1982,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
510094,1,1,,1990,1,3,,,,,6,280000,,,,,,,,,,,,,,,,,,,,2000,2,3,3,180,1990,2,2,1,350000,2,,2,,2,,2,,2,,2,,2,,,
510096,1,1,,1998,1,2,,,,,1,130000,,,,,,,,,,,,,,,,,,,,600,2,3,3,70,1980,2,1,1,130000,2,,2,,2,,2,,2,,2,,2,,,
510097,1,1,,1954,2,,,,,,6,5000,,,,,,,,,,,,,,,,,,,,1200,2,3,3,105,1954,2,2,1,350000,2,,2,,2,,2,,2,,2,,2,,,
510098,1,1,,1991,1,2,,,,,2,110000,,,,,,,,,,,,,,,,,,,,900,2,1,3,108,1991,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510100,1,1,,1970,1,2,,,,,6,8500,,,,,,,,,,,,,,,,,,,,600,2,3,4,100,1970,2,1,2,100000,2,,2,,2,,2,,2,,2,,2,,,
