NQUEST,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,POSS,IMPACQ,MUTUOAB,TMUTUOAB,MUTUOAG,AGEV1,AGEV2,AGEV3,AGEV4,AGEV5,MUTUOIN,MUTUODU,MUTUOVA1,MUTUOVA2,MUTUOVA3,MUTUOVA4,TIPOTAX,TFITTO,TIPOAFF,PROPRIET,ANABIT,TFITIMP,UBIC1,UBIC2,CATABIT,SUPAB,ANCOSTR,RISTRUT,BAGNI,RISCALD,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,VENDIM,NVENDIM,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,TAXFIS,TAXVAR
505434,1,1,,1906,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,900,4,1,4,110,1906,2,2,1,250000,1,1,1,1,2,,2,,2,,2,,2,,,
505436,1,1,,1995,1,2,,,,,1,145000,1,9000,1,1,0,0,0,0,108000,20,1,0,0,0,2,,,,,700,5,1,3,78,1975,1,2,1,170000,2,,2,,2,,2,,2,,2,,2,,,4
505439,1,1,,1972,1,,,,,,6,25000,,,,,,,,,,,,,,,,,,,,1000,2,1,4,140,1972,1,2,1,600000,2,,2,,1,1,2,,2,,2,,2,,,
505440,1,1,,1959,1,,,,,,3,10000,,,,,,,,,,,,,,,,,,,,500,2,3,5,90,1959,1,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
505442,1,1,,1979,1,2,,,,,3,6000,,,,,,,,,,,,,,,,,,,,300,2,2,4,75,1954,2,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
505452,1,1,,1996,1,2,,,,,1,105000,1,10500,2,,,,,,90000,15,1,0,0,0,2,,,,,1000,4,1,1,110,1960,1,1,1,150000,2,,2,,2,,2,,2,,2,,1,10000,,8.5
505453,1,1,,1998,1,,,,,,1,180000,,,,,,,,,,,,,,,,,,,,1500,2,1,3,150,1987,2,2,1,,2,,2,,2,,2,,2,,1,15000,2,,,
505454,1,1,,1989,1,,,,,,1,22000,,,,,,,,,,,,,,,,,,,,300,5,1,4,43,1970,2,1,2,50000,2,,2,,2,,2,,2,,2,,2,,,
505457,1,1,,1953,1,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,2,3,4,70,1953,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
505462,1,1,,1984,1,2,,,,,2,25000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,120,1912,1,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505463,1,1,,1970,1,2,,,,,1,6000,,,,,,,,,,,,,,,,,,,,1200,4,1,4,160,1935,2,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,
505467,1,1,,1988,1,,,,,,1,38000,1,5000,1,0,0,0,1,0,30000,15,1,0,0,0,2,,,,,700,3,1,3,55,1000,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505468,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,5,2,1971,,3,1,3,80,1970,1,1,1,,2,,2,,2,,2,,2,,2,,,,,
505469,1,1,,1985,3,4,,,,,1,215000,2,,,,,,,,,,,,,,,,,,,2500,4,1,1,240,1952,2,2,1,700000,1,3,1,2,2,,2,,2,,1,15000,2,,,
505470,1,1,,1980,4,,,,,,2,20000,,,,,,,,,,,,,,,,,,,,400,2,2,5,80,1950,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
505471,2,,,,,,,,,,,,,,,,,,,,,,,,,,,330,6,4,1986,,2,3,5,80,1976,2,2,1,120000,2,,2,,2,,2,,2,,2,,,,,
505476,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1998,500,3,3,3,100,1965,1,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
505477,1,1,,1993,2,,,,,,1,164000,,,,,,,,,,,,,,,,,,,,2000,3,1,2,120,1928,1,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505478,1,1,,1988,1,,,,,,1,74000,,,,,,,,,,,,,,,,,,,,1000,3,1,3,80,1973,1,1,1,140000,1,1,1,1,2,,2,,2,,2,,1,9000,,
505480,1,1,,1981,1,2,,,,,2,70000,,,,,,,,,,,,,,,,,,,,1200,2,1,3,78,1980,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
505482,1,1,,1982,1,,,,,,2,60000,,,,,,,,,,,,,,,,,,,,700,2,1,3,88,1981,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
505485,1,1,,1960,1,,,,,,6,0,,,,,,,,,,,,,,,,,,,,800,4,1,4,100,1960,2,1,1,,2,,2,,2,,2,,2,,2,,2,,,
505486,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,6,4,1949,,2,2,5,50,1000,2,1,1,,2,,2,,2,,2,,2,,2,,,,,
505487,1,1,,1979,1,2,,,,,2,43000,,,,,,,,,,,,,,,,,,,,900,4,1,3,96,1979,2,1,1,220000,2,,2,,2,,2,,2,,2,,2,,,
505488,1,1,,1997,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,4,1,2,150,1968,1,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505489,1,1,,1984,1,,,,,,6,0,,,,,,,,,,,,,,,,,,,,2000,4,1,3,400,1984,2,2,1,1500000,1,1,2,,2,,2,,2,,2,,2,,,
505491,1,1,,1960,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,3,4,100,1920,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505492,1,1,,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,4,1,4,120,1900,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505493,1,1,,1981,1,,,,,,2,58000,,,,,,,,,,,,,,,,,,,,700,2,1,3,76,1980,1,1,1,140000,2,,2,,2,,2,,2,,2,,2,,,
505496,1,1,,1974,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,1,4,48,1926,1,1,1,65000,2,,2,,2,,2,,2,,2,,2,,,
505497,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1983,200,4,2,4,120,1940,2,1,2,,2,,2,,2,,2,,2,,2,,,,,
505498,1,1,,1970,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,2000,3,1,3,240,1870,1,2,1,,1,1,2,,1,1,2,,2,,2,,1,28000,,
505499,1,2,25,1926,1,,,,,,6,0,,,,,,,,,,,,,,,,,,,,200,2,3,4,90,1926,2,1,1,40000,1,2,2,,2,,2,,2,,2,,2,,,
505502,1,1,,1961,1,,,,,,6,0,,,,,,,,,,,,,,,,,,,,700,2,3,4,60,1961,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505503,1,1,,1974,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,2,5,130,1911,2,1,2,,2,,2,,2,,2,,2,,2,,2,,,
505508,1,1,,1988,1,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,500,3,3,2,100,1970,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505510,1,1,,1994,1,2,,,,,2,400000,,,,,,,,,,,,,,,,,,,,1500,2,3,2,110,1993,2,2,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505513,1,1,,1997,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,2000,3,1,2,200,1995,2,2,1,700000,1,1,2,,2,,2,,2,,2,,2,,,
505515,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1977,700,3,3,2,70,1977,2,1,1,70000,2,,2,,2,,2,,2,,2,,,,,
505516,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,1,1,1987,,3,3,3,90,1950,2,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
505517,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,2,1,1988,,3,3,2,90,1974,1,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
505518,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1,1996,,3,3,3,80,1979,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505520,1,1,,1967,1,2,,,,,1,1800,,,,,,,,,,,,,,,,,,,,600,3,3,4,100,1940,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
505522,1,2,50,1992,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,700,3,3,3,90,1972,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505523,2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1,1,1996,,3,3,3,80,1970,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
505524,1,1,,1979,1,2,,,,,1,80000,,,,,,,,,,,,,,,,,,,,800,6,3,3,140,1920,1,2,1,200000,2,,2,,2,,2,,2,,2,,1,15000,,
505525,1,1,,1990,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,1,1,2,300,1877,1,1,1,800000,1,1,2,,1,1,2,,2,,2,,2,,,
505526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,2,1979,,3,3,3,80,1976,2,1,1,160000,2,,2,,2,,2,,2,,2,,,,,
505529,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1996,500,6,3,4,70,1938,1,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
505533,1,1,,1981,1,2,,,,,2,60000,,,,,,,,,,,,,,,,,,,,700,3,3,3,210,1979,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505534,1,1,,1962,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,500,3,3,3,100,1950,1,1,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505535,1,1,,1964,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,2,2,3,90,1962,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505537,1,1,,1994,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,3,3,3,100,1970,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505540,1,1,,1989,1,,,,,,1,75000,,,,,,,,,,,,,,,,,,,,700,2,3,3,90,1985,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505541,2,,,,,,,,,,,,,,,,,,,,,,,,,,,570,1,1,1976,,3,3,3,90,1871,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
505542,1,1,,1940,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,400,1,3,4,90,1938,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505543,1,1,,1979,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,800,3,3,2,160,1955,2,2,1,450000,2,,2,,2,,2,,2,,2,,2,,,
505546,1,1,,1995,1,2,,,,,1,70000,,,,,,,,,,,,,,,,,,,,800,5,3,3,90,1965,1,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505548,1,1,,1928,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,2000,4,1,1,280,1400,2,2,1,3000000,2,,1,1,2,,2,,2,,2,,2,,,
505549,1,1,,1980,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,700,4,1,2,80,1878,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505550,1,1,,1948,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,900,4,3,2,150,1817,2,1,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505553,1,1,,1981,1,2,,,,,6,40000,,,,,,,,,,,,,,,,,,,,800,3,3,2,180,1979,2,2,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505555,1,1,,1974,1,,,,,,6,90000,,,,,,,,,,,,,,,,,,,,700,4,3,3,100,1970,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505556,2,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1,4,1968,,1,2,5,98,1967,2,1,1,78000,2,,2,,2,,2,,2,,2,,,,,
505557,1,1,,1973,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,1000,5,1,2,240,1972,2,2,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505558,1,1,,1997,1,,,,,,1,60000,,,,,,,,,,,,,,,,,,,,500,4,3,3,90,1950,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505564,1,1,,1965,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,700,4,1,2,240,1900,2,2,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505566,2,,,,,,,,,,,,,,,,,,,,,,,,,,,620,1,1,1997,,3,3,3,100,1930,2,1,1,350000,2,,2,,2,,2,,2,,2,,,,,
505567,1,1,,1981,1,2,,,,,1,24000,,,,,,,,,,,,,,,,,,,,700,3,3,3,120,1978,2,2,1,370000,2,,2,,2,,2,,2,,2,,2,,,
505574,2,,,,,,,,,,,,,,,,,,,,,,,,,,,580,2,2,1995,,4,3,3,130,1958,2,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
505576,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1991,700,4,1,3,100,,1,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505578,1,1,,1970,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,600,1,3,3,320,1969,2,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505579,2,,,,,,,,,,,,,,,,,,,,,,,,,,,125,2,1,1983,,4,3,6,50,1802,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
505581,1,1,,1990,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,550,3,3,3,90,1940,2,1,1,280000,2,,2,,2,,2,,2,,2,,2,,,
505594,2,,,,,,,,,,,,,,,,,,,,,,,,,,,750,2,1,1981,,3,1,3,88,1975,2,1,1,280000,2,,2,,2,,2,,2,,2,,,,,
505600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,2,1,1970,,4,1,4,70,1940,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505601,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1995,600,3,3,3,90,1988,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,650,2,1,1993,,4,1,1,70,1900,2,1,1,400000,2,,2,,2,,2,,2,,2,,,,,
505606,2,,,,,,,,,,,,,,,,,,,,,,,,,,,750,2,1,1984,,4,1,2,130,1700,2,1,1,350000,2,,2,,2,,2,,2,,2,,,,,
505610,1,1,,1985,1,2,,,,,2,80000,,,,,,,,,,,,,,,,,,,,800,3,3,3,120,1985,2,1,1,280000,2,,2,,2,,2,,2,,2,,2,,,
505612,2,,,,,,,,,,,,,,,,,,,,,,,,,,,750,2,1,1997,,3,3,2,100,1975,2,1,1,280000,2,,2,,2,,2,,2,,2,,,,,
505615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,650,2,1,1976,,4,3,3,58,1940,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
505616,1,1,,1993,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1500,2,3,2,250,1965,2,2,1,600000,2,,2,,2,,2,,2,,2,,1,7000,,
505631,2,,,,,,,,,,,,,,,,,,,,,,,,,,,300,4,2,1992,,1,3,5,105,1940,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
505641,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2,1,1997,,4,3,3,47,1940,2,1,1,50000,2,,2,,2,,2,,2,,2,,,,,
505655,1,1,,1971,1,2,,,,,6,50000,,,,,,,,,,,,,,,,,,,,1000,3,1,1,130,1971,1,1,1,550000,1,1,2,,2,,2,,2,,2,,2,,,
505658,1,1,,1986,1,,,,,,2,130000,,,,,,,,,,,,,,,,,,,,1200,5,1,2,140,1982,2,2,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505659,1,1,,1986,1,2,,,,,6,180000,,,,,,,,,,,,,,,,,,,,1500,3,1,2,140,1981,2,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505665,1,1,,1987,1,2,,,,,2,180000,,,,,,,,,,,,,,,,,,,,1000,5,1,2,120,1985,1,1,1,450000,2,,2,,2,,2,,2,,2,,2,,,
505666,2,,,,,,,,,,,,,,,,,,,,,,,,,,,900,2,1,1984,,3,3,3,90,1970,1,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
505667,1,1,,1938,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,4,3,3,90,1918,2,1,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505668,1,1,,1980,1,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,1000,4,3,3,90,1977,2,1,1,350000,2,,2,,2,,2,,2,,2,,2,,,
505669,1,1,,1971,1,2,,,,,6,20000,,,,,,,,,,,,,,,,,,,,1500,2,1,2,180,1958,2,2,1,800000,2,,2,,2,,2,,2,,2,,2,,,
505672,1,1,,1979,1,2,,,,,2,50000,,,,,,,,,,,,,,,,,,,,2000,5,1,2,150,1975,2,2,1,800000,1,2,2,,2,,2,,2,,2,,2,,,
505673,1,1,,1993,1,,,,,,1,300000,1,25000,2,,,,,,130000,10,1,0,0,0,2,,,,,2000,3,1,1,240,1992,2,2,1,800000,2,,2,,2,,2,,2,,2,,2,,,12.5
505674,1,1,,1984,1,2,,,,,6,250000,,,,,,,,,,,,,,,,,,,,2000,5,3,2,300,1983,2,2,1,1000000,2,,2,,2,,2,,2,,2,,2,,,
505675,1,1,,1980,1,2,,,,,2,90000,,,,,,,,,,,,,,,,,,,,1800,3,1,2,180,1978,2,2,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505676,1,1,,1975,1,2,,,,,2,40000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,100,1973,2,1,1,250000,1,1,2,,2,,2,,2,,2,,2,,,
505677,1,1,,1967,1,2,,,,,2,50000,,,,,,,,,,,,,,,,,,,,2000,4,3,1,350,1966,2,2,2,1000000,1,1,2,,2,,2,,2,,2,,2,,,
505678,1,1,,1966,1,,,,,,6,25000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,90,1963,2,1,1,600000,2,,2,,2,,2,,2,,2,,2,,,
505679,1,1,,1989,1,2,,,,,2,100000,,,,,,,,,,,,,,,,,,,,1500,4,1,2,145,1988,2,2,1,800000,2,,2,,2,,2,,2,,2,,2,,,
505680,1,1,,1975,1,,,,,,1,20000,,,,,,,,,,,,,,,,,,,,800,2,3,3,90,1940,2,1,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505681,1,1,,1969,1,2,,,,,1,20000,,,,,,,,,,,,,,,,,,,,1500,5,1,2,100,1969,2,2,1,900000,2,,2,,2,,2,,2,,2,,2,,,
505682,1,1,,1996,1,2,,,,,1,98000,,,,,,,,,,,,,,,,,,,,900,5,1,3,100,1975,1,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,880,1,1,1998,,3,3,3,60,1991,2,1,1,350000,2,,2,,2,,2,,2,,2,,,,,
505692,1,1,,1987,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,900,1,3,4,80,1900,1,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505695,1,1,,1960,1,,,,,,1,2000,,,,,,,,,,,,,,,,,,,,900,3,3,3,100,1930,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
505703,1,1,,1971,1,,,,,,6,14000,,,,,,,,,,,,,,,,,,,,700,3,1,3,100,1971,2,1,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
505704,1,2,50,1993,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,6,3,2,190,1950,2,2,1,250000,2,,2,,2,,2,,2,,2,,1,10000,,
505706,1,1,,1994,1,2,,,,,3,120000,,,,,,,,,,,,,,,,,,,,700,2,1,5,100,1969,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505707,1,1,,1975,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,4,3,3,100,1965,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505709,1,1,,1992,1,2,,,,,1,110000,,,,,,,,,,,,,,,,,,,,800,6,1,3,100,1984,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
505710,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1992,800,2,3,3,65,1982,2,1,1,170000,2,,2,,2,,2,,2,,2,,,,,
505714,1,1,,1987,1,2,,,,,2,150000,,,,,,,,,,,,,,,,,,,,700,3,1,3,180,1987,2,1,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505716,1,1,,1970,2,4,,,,,4,,,,,,,,,,,,,,,,,,,,,800,2,1,3,100,1965,1,1,1,250000,2,,2,,2,,2,,2,,2,,1,3000,,
505717,1,1,,1987,1,2,,,,,6,100000,,,,,,,,,,,,,,,,,,,,1800,2,1,3,440,1987,2,2,1,1000000,2,,2,,2,,2,,2,,2,,2,,,
505723,2,,,,,,,,,,,,,,,,,,,,,,,,,,,800,2,1,1985,,4,2,3,110,1960,1,2,1,400000,2,,2,,2,,2,,2,,2,,,,,
505724,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,800,3,3,3,80,1990,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505725,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,2,1,1983,,3,3,3,250,1600,2,2,1,480000,2,,2,,2,,2,,2,,2,,,,,
505726,1,1,,1954,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,1500,6,1,2,300,1900,2,2,1,1200000,1,1,1,1,2,,2,,2,,2,,1,5000,,
505729,1,1,,1986,1,,,,,,4,,2,,,,,,,,,,,,,,,,,,,700,4,3,3,50,1910,1,1,1,110000,2,,2,,2,,2,,2,,2,,1,40000,,
505734,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,4,2,1996,,4,3,3,80,1960,3,1,1,230000,2,,2,,2,,2,,2,,2,,,,,
505741,1,1,,1969,1,2,,,,,1,7500,,,,,,,,,,,,,,,,,,,,2000,3,3,3,145,1968,2,2,1,550000,2,,2,,2,,2,,2,,2,,2,,,
505749,1,1,,1974,1,2,,,,,1,23500,,,,,,,,,,,,,,,,,,,,1500,2,1,2,150,1963,1,2,1,500000,2,,2,,2,,2,,2,,1,30000,2,,,
505754,1,1,,1977,1,2,,,,,2,50000,,,,,,,,,,,,,,,,,,,,1000,4,3,3,102,1976,1,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505766,1,1,,1990,1,2,,,,,1,80000,1,1700,1,0,0,0,1,0,12000,10,1,0,0,0,1,,,,,400,2,3,4,70,1983,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,6,
505767,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2,1,1969,,3,3,3,100,1969,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
505768,1,1,,1996,1,2,,,,,1,220000,,,,,,,,,,,,,,,,,,,,1100,2,3,3,118,1984,1,2,1,250000,2,,2,,2,,2,,2,,2,,1,3000,,
505770,1,1,,1970,1,,,,,,1,16000,,,,,,,,,,,,,,,,,,,,1300,3,3,3,300,1962,2,2,1,600000,1,1,2,,2,,2,,2,,2,,2,,,
505771,1,1,,1997,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,4,1,3,100,1730,2,1,1,200000,1,1,1,1,2,,2,,2,,2,,2,,,
505773,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,4,1,1993,,2,3,3,80,1968,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505774,1,1,,1970,1,2,,,,,6,20000,,,,,,,,,,,,,,,,,,,,1200,1,3,3,150,1969,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505776,1,1,,1994,1,,,,,,1,0,,,,,,,,,,,,,,,,,,,,1500,4,1,2,130,1600,2,1,1,500000,1,3,1,1,2,,2,,2,,2,,2,,,
505782,1,1,,1968,2,,,,,,1,20000,,,,,,,,,,,,,,,,,,,,1200,3,1,2,130,1956,1,2,1,400000,1,1,1,1,1,1,2,,2,,2,,2,,,
505785,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1979,900,1,3,3,150,1970,2,1,1,400000,2,,2,,2,,2,,2,,2,,,,,
505787,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1,1,1997,,4,1,3,150,1970,2,1,1,450000,2,,2,,2,,2,,2,,2,,,,,
505796,1,1,,1996,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,1500,6,3,3,120,1957,1,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505798,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,2,2,1989,,4,1,2,110,1979,1,2,1,400000,2,,2,,2,,2,,2,,2,,,,,
505803,1,1,,1975,1,,,,,,1,15000,,,,,,,,,,,,,,,,,,,,1000,6,1,3,110,1970,1,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505805,1,1,,1987,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1000,3,3,4,120,1978,2,1,1,250000,2,,2,,2,,2,,2,,2,,1,6000,,
505806,1,1,,1978,1,2,,,,,1,27000,,,,,,,,,,,,,,,,,,,,700,4,3,4,100,1947,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
505810,1,1,,1982,1,,,,,,2,800000,,,,,,,,,,,,,,,,,,,,3500,1,1,1,600,1980,2,2,1,2500000,2,,2,,2,,2,,2,,2,,1,5000,,
505814,1,1,,1968,1,2,,,,,6,10000,,,,,,,,,,,,,,,,,,,,2000,4,3,3,200,1968,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505815,1,1,,1968,1,,,,,,6,7000,,,,,,,,,,,,,,,,,,,,1000,4,1,3,120,1968,1,1,1,300000,1,1,2,,2,,2,,2,,2,,1,3000,,
505816,2,,,,,,,,,,,,,,,,,,,,,,,,,,,700,4,2,1992,,2,3,3,80,1990,2,1,1,170000,2,,2,,2,,2,,2,,2,,,,,
505817,1,1,,1979,1,2,,,,,2,40000,,,,,,,,,,,,,,,,,,,,2000,6,3,3,130,1979,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505818,1,1,,1993,1,2,,,,,1,195000,1,12000,1,0,0,1,0,0,100000,10,1,0,0,0,2,,,,,700,6,1,3,67,1985,2,1,1,200000,2,,2,,1,1,1,1,2,,2,,2,,,10.5
505819,1,1,,1986,1,2,,,,,2,90000,,,,,,,,,,,,,,,,,,,,1300,4,1,3,98,1983,2,1,1,290000,2,,2,,2,,2,,2,,2,,1,800,,
505820,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1991,700,6,3,5,100,1990,2,2,1,,2,,2,,2,,2,,2,,2,,,,,
505822,1,1,,1940,1,,,,,,1,1000,,,,,,,,,,,,,,,,,,,,2000,1,3,2,400,1940,1,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505823,1,2,50,1900,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,3,3,3,44,1900,1,1,1,120000,1,1,2,,2,,2,,2,,2,,2,,,
505825,1,1,,1997,3,,,,,,2,200000,,,,,,,,,,,,,,,,,,,,2000,3,1,1,300,1997,2,2,1,200000,2,,2,,2,,2,,2,,2,,1,1000,,
505826,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1,1996,,3,1,3,86,1968,2,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
505827,1,1,,1966,1,,,,,,6,25000,,,,,,,,,,,,,,,,,,,,1000,1,3,2,100,1965,2,1,1,150000,1,1,2,,1,1,2,,2,,2,,2,,,
505830,1,1,,1997,1,2,,,,,1,115000,,,,,,,,,,,,,,,,,,,,600,3,3,3,50,1950,1,1,1,120000,2,,2,,2,,2,,2,,2,,1,8000,,
505831,1,1,,1966,1,2,,,,,1,10000,,,,,,,,,,,,,,,,,,,,1000,6,3,2,210,1950,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
