NQUEST,NORD,IREG,NQUESTP,NCOMP,SEX,PARENT,ANASC,STACIV,STUDIO,TIPODIP,TIPOLAU,ANNOENUS,APQUAL,ASNONOC,APSETT,NORDP,MOTENT,ETA,CLETA,AREA5,AREA3,ACOM4C,PESOFL,NPERC,PERC,QUAL,Q,SETT,NASCREG,NASCAREA
505984,1,8,,3,1,1,1946,1,3,,,,2,,9,,,52,4,2,1,1,0.383334529,3,1,2,1,3,8,1
505984,2,8,,3,2,2,1938,1,3,,,,2,,9,,,60,4,2,1,1,0.383334529,3,1,2,1,3,8,1
505984,3,8,,3,1,3,1974,2,5,2,,,1,,4,,,24,1,2,1,1,0.383334529,3,1,1,1,4,8,1
505992,1,8,,4,2,1,1952,1,5,2,,,2,,4,,,46,3,2,1,1,0.3835742738,2,1,2,1,4,3,1
505992,2,8,,4,1,2,1950,1,3,,,,9,,4,,,48,3,2,1,1,0.3835742738,2,1,5,2,4,8,1
505992,3,8,,4,1,3,1977,2,5,2,,,19,,,,,21,1,2,1,1,0.3835742738,2,0,7,3,5,8,1
505992,4,8,,4,1,3,1985,2,2,,,,17,,,,,13,1,2,1,1,0.3835742738,2,0,7,3,5,8,1
505996,1,8,,1,2,1,1943,2,4,,,,12,2,4,,,55,4,2,1,1,0.3844050326,1,1,7,3,5,8,1
505998,1,8,,1,2,1,1910,4,2,,,,16,,,,,88,5,2,1,1,0.4939190193,1,1,6,3,5,8,1
506000,1,8,,2,1,1,1962,1,7,,4,,10,,7,,,36,2,2,1,1,0.5655804527,2,1,4,2,4,8,1
506000,2,8,,2,2,2,1964,1,5,1,,,2,,7,,,34,2,2,1,1,0.5655804527,2,1,2,1,4,9,2
506003,1,8,,4,1,1,1961,1,5,3,,,2,,2,,,37,2,2,1,1,0.4695492951,2,1,2,1,2,8,1
506003,2,8,,4,2,2,1963,1,5,5,,,2,,9,,,35,2,2,1,1,0.4695492951,2,1,2,1,3,15,3
506003,3,8,,4,2,3,1996,2,1,,,,18,,,,,2,1,2,1,1,0.4695492951,2,0,7,3,5,15,3
506003,4,8,,4,2,3,1998,2,1,,,,18,,,,,0,1,2,1,1,0.4695492951,2,0,7,3,5,15,3
506007,1,8,,2,1,1,1930,1,5,2,,,15,8,4,,,68,5,2,1,1,0.4918403923,2,1,6,3,5,8,1
506007,2,8,,2,2,2,1930,1,2,,,,15,8,4,,,68,5,2,1,1,0.4918403923,2,1,6,3,5,8,1
506015,1,8,,2,1,1,1937,1,5,2,,,10,,4,,,61,4,2,1,1,0.3827872883,2,1,4,2,4,8,1
506015,2,8,,2,2,2,1939,1,2,,,,13,,,,,59,4,2,1,1,0.3827872883,2,1,7,3,5,8,1
506019,1,8,,3,2,1,1975,1,4,,,,2,,9,,,23,1,2,1,1,0.4400537119,2,1,2,1,3,8,1
506019,2,8,,3,1,2,1972,1,5,2,,,1,,2,,,26,1,2,1,1,0.4400537119,2,1,1,1,2,8,1
506019,3,8,,3,2,3,1996,2,1,,,,18,,,,,2,1,2,1,1,0.4400537119,2,0,7,3,5,8,1
506021,1,8,,2,2,1,1969,2,5,2,,,2,,6,,,29,1,2,1,1,0.5655804527,2,1,2,1,4,8,1
506021,2,8,,2,1,2,1963,3,3,,,,2,,5,,,35,2,2,1,1,0.5655804527,2,1,2,1,4,9,2
506024,1,8,,3,1,1,1966,1,4,,,,2,,7,,,32,2,2,1,1,0.4986123006,2,1,2,1,4,8,1
506024,2,8,,3,2,2,1965,1,7,,9,,2,,6,,,33,2,2,1,1,0.4986123006,2,1,2,1,4,10,2
506024,3,8,,3,1,3,1997,2,1,,,,18,,,,,1,1,2,1,1,0.4986123006,2,0,7,3,5,8,1
506025,1,8,,4,1,1,1938,1,5,2,,,15,,,,,60,4,2,1,1,0.4663791497,4,1,6,3,5,8,1
506025,2,8,,4,2,2,1947,1,5,5,,,3,,9,,,51,4,2,1,1,0.4663791497,4,1,2,1,3,8,1
506025,3,8,,4,1,3,1968,2,5,2,,,2,,2,,,30,1,2,1,1,0.4663791497,4,1,2,1,2,8,1
506025,4,8,,4,1,3,1972,2,4,,,,2,,4,,,26,1,2,1,1,0.4663791497,4,1,2,1,4,8,1
506031,1,8,,3,1,1,1944,1,5,2,,,2,,2,,,54,4,2,1,1,0.3844387503,3,1,2,1,2,8,1
506031,2,8,,3,2,2,1946,1,4,,,,2,,2,,,52,4,2,1,1,0.3844387503,3,1,2,1,2,8,1
506031,3,8,,3,2,3,1977,2,5,2,,,2,,6,,,21,1,2,1,1,0.3844387503,3,1,2,1,4,8,1
506033,1,8,,2,1,1,1958,1,3,,,,1,,2,,,40,2,2,1,1,0.5655804527,1,1,1,1,2,8,1
506033,2,8,,2,2,2,1962,1,3,,,,12,1,8,,,36,2,2,1,1,0.5655804527,1,0,7,3,5,8,1
506044,1,8,,3,1,1,1971,1,3,,,,1,,4,,,27,1,2,1,1,0.304833886,1,1,1,1,4,8,1
506044,2,8,,3,2,2,1970,1,3,,,,13,,,,,28,1,2,1,1,0.304833886,1,0,7,3,5,,
506044,3,8,,3,2,3,1998,2,1,,,,18,,,,,0,1,2,1,1,0.304833886,1,0,7,3,5,8,1
506046,1,8,,5,1,1,1931,1,2,,,,15,8,1,,,67,5,2,1,1,0.3024521015,3,1,6,3,5,8,1
506046,2,8,,5,2,2,1932,1,2,,,,15,1,1,,,66,5,2,1,1,0.3024521015,3,1,6,3,5,8,1
506046,3,8,,5,1,3,1959,1,5,2,,,2,,6,,,39,2,2,1,1,0.3024521015,3,1,2,1,4,8,1
506046,4,8,,5,2,5,1960,1,7,,2,,13,,,,,38,2,2,1,1,0.3024521015,3,0,7,3,5,,
506046,5,8,,5,1,5,1997,2,1,,,,18,,,,,1,1,2,1,1,0.3024521015,3,0,7,3,5,8,1
506047,1,8,,3,1,1,1940,1,4,,,,15,2,2,,,58,4,2,1,1,0.266534587,1,1,6,3,5,8,1
506047,2,8,,3,2,2,1949,1,5,2,,,13,,,,,49,3,2,1,1,0.266534587,1,0,7,3,5,8,1
506047,3,8,,3,1,3,1973,2,7,,4,,17,,,,,25,1,2,1,1,0.266534587,1,0,7,3,5,8,1
506050,1,8,,4,1,1,1932,1,2,,,,15,1,2,,,66,5,2,1,1,0.3023742887,4,1,6,3,5,8,1
506050,2,8,,4,2,2,1944,1,2,,,,1,,2,,,54,4,2,1,1,0.3023742887,4,1,1,1,2,3,1
506050,3,8,,4,1,3,1968,2,5,2,,,2,,2,,,30,1,2,1,1,0.3023742887,4,1,2,1,2,8,1
506050,4,8,,4,1,3,1969,2,3,,,,1,,2,,,29,1,2,1,1,0.3023742887,4,1,1,1,2,8,1
506052,1,8,,3,1,1,1960,1,3,,,,2,,2,,,38,2,2,1,1,0.304833886,1,1,2,1,2,8,1
506052,2,8,,3,2,2,1959,1,3,,,,13,,,,,39,2,2,1,1,0.304833886,1,0,7,3,5,8,1
506052,3,8,,3,2,3,1982,2,3,,,,17,,,,,16,1,2,1,1,0.304833886,1,0,7,3,5,8,1
506053,1,8,,4,2,1,1952,3,3,,,,1,,2,,,46,3,2,1,1,0.2343894348,3,1,1,1,2,8,1
506053,2,8,,4,1,2,1947,2,3,,,,1,,5,,,51,4,2,1,1,0.2343894348,3,1,1,1,4,8,1
506053,3,8,,4,1,3,1979,2,4,,,,1,,2,,,19,1,2,1,1,0.2343894348,3,1,1,1,2,8,1
506053,4,8,,4,2,3,1987,2,2,,,,17,,,,,11,1,2,1,1,0.2343894348,3,0,7,3,5,8,1
506056,1,8,,1,2,1,1934,4,2,,,,15,1,1,,,64,4,2,1,1,0.2343933126,1,1,6,3,5,8,1
506060,1,8,,3,1,1,1955,1,5,2,,,2,,2,,,43,3,2,1,1,0.3040318906,2,1,2,1,2,8,1
506060,2,8,,3,2,2,1954,1,5,2,,,2,,4,,,44,3,2,1,1,0.3040318906,2,1,2,1,4,13,3
506060,3,8,,3,1,3,1994,2,1,,,,18,,,,,4,1,2,1,1,0.3040318906,2,0,7,3,5,8,1
506062,1,8,,3,1,1,1950,1,2,,,,15,2,9,,,48,3,2,1,1,0.2671852831,1,1,6,3,5,10,2
506062,2,8,,3,2,2,1956,1,5,2,,,13,,,,,42,3,2,1,1,0.2671852831,1,0,7,3,5,8,1
506062,3,8,,3,1,3,1979,2,3,,,,17,,,,,19,1,2,1,1,0.2671852831,1,0,7,3,5,8,1
506068,1,8,,2,1,1,1938,1,3,,,,9,,2,,,60,4,2,1,1,0.2334068831,2,1,5,2,2,8,1
506068,2,8,,2,2,2,1941,1,2,,,,9,,2,,,57,4,2,1,1,0.2334068831,2,1,5,2,2,8,1
506069,1,8,,5,2,1,1962,1,7,,10,,3,,9,,,36,2,2,1,1,0.2548305021,2,1,2,1,3,8,1
506069,2,8,,5,1,2,1953,1,5,2,,,5,,2,,,45,3,2,1,1,0.2548305021,2,1,3,1,2,8,1
506069,3,8,,5,2,3,1992,2,1,,,,18,,,,,6,1,2,1,1,0.2548305021,2,0,7,3,5,8,1
506069,4,8,,5,2,3,1994,2,1,,,,18,,,,,4,1,2,1,1,0.2548305021,2,0,7,3,5,8,1
506069,5,8,,5,2,3,1997,2,1,,,,18,,,,,1,1,2,1,1,0.2548305021,2,0,7,3,5,8,1
506072,1,8,,4,1,1,1958,1,5,2,,,2,,9,,,40,2,2,1,1,0.2857365704,2,1,2,1,3,8,1
506072,2,8,,4,2,2,1964,1,4,,,,2,,9,,,34,2,2,1,1,0.2857365704,2,1,2,1,3,8,1
506072,3,8,,4,1,3,1985,2,2,,,,17,,,,,13,1,2,1,1,0.2857365704,2,0,7,3,5,8,1
506072,4,8,,4,2,3,1991,2,1,,,,17,,,,,7,1,2,1,1,0.2857365704,2,0,7,3,5,8,1
506074,1,8,,4,1,1,1964,1,3,,,,1,,2,,,34,2,2,1,1,0.2857365704,2,1,1,1,2,8,1
506074,2,8,,4,2,2,1965,1,4,,,,1,,2,,,33,2,2,1,1,0.2857365704,2,1,1,1,2,8,1
506074,3,8,,4,2,3,1985,2,2,,,,17,,,,,13,1,2,1,1,0.2857365704,2,0,7,3,5,8,1
506074,4,8,,4,1,3,1989,2,1,,,,17,,,,,9,1,2,1,1,0.2857365704,2,0,7,3,5,8,1
506076,1,8,,2,1,1,1967,2,3,,,,8,,2,,,31,2,2,1,0,1.9304242112,2,1,5,2,2,8,1
506076,2,8,,2,2,5,1912,4,1,,,,16,,,,,86,5,2,1,0,1.9304242112,2,1,6,3,5,9,2
506077,1,8,,6,1,1,1943,1,1,,,,1,,3,,,55,4,2,1,0,1.6043656144,3,1,1,1,2,,
506077,2,8,,6,2,2,1955,1,1,,,,13,,,,,43,3,2,1,0,1.6043656144,3,0,7,3,5,,
506077,3,8,,6,1,3,1972,2,5,1,,,1,,3,,,26,1,2,1,0,1.6043656144,3,1,1,1,2,,
506077,4,8,,6,2,3,1980,2,3,,,,1,,2,,,18,1,2,1,0,1.6043656144,3,1,1,1,2,,
506077,5,8,,6,1,3,1983,2,3,,,,17,,,,,15,1,2,1,0,1.6043656144,3,0,7,3,5,,
506077,6,8,,6,1,3,1985,2,2,,,,17,,,,,13,1,2,1,0,1.6043656144,3,0,7,3,5,,
506079,1,8,,2,2,1,1954,2,2,,,,16,,,,,44,3,2,1,0,1.9385991299,2,1,6,3,5,8,1
506079,2,8,,2,2,4,1915,4,1,,,,15,1,1,,,83,5,2,1,0,1.9385991299,2,1,6,3,5,8,1
506080,1,8,,1,2,1,1924,4,2,,,,16,,,,,74,5,2,1,0,1.806992016,1,1,6,3,5,8,1
506081,1,8,,2,1,1,1928,1,2,,,,15,1,1,,,70,5,2,1,0,1.799387404,2,1,6,3,5,8,1
506081,2,8,,2,2,2,1930,1,1,,,,16,,,,,68,5,2,1,0,1.799387404,2,1,6,3,5,8,1
506082,1,8,,2,1,1,1959,1,3,,,,1,,2,,,39,2,2,1,0,2.0691638151,2,1,1,1,2,8,1
506082,2,8,,2,2,2,1970,1,3,,,,1,,2,,,28,1,2,1,0,2.0691638151,2,1,1,1,2,8,1
506089,1,8,,1,1,1,1926,4,3,,,,15,8,1,,,72,5,2,1,0,1.7917959618,1,1,6,3,5,8,1
506093,1,8,,3,1,1,1940,1,3,,,,15,2,2,,,58,4,2,1,0,1.599182046,3,1,6,3,5,8,1
506093,2,8,,3,2,2,1945,1,5,3,,,8,,7,,,53,4,2,1,0,1.599182046,3,1,5,2,4,9,2
506093,3,8,,3,1,3,1968,2,5,2,,,2,,2,,,30,1,2,1,0,1.599182046,3,1,2,1,2,8,1
506095,1,8,,2,2,1,1956,4,3,,,,1,,8,,,42,3,2,1,0,1.7147465345,2,1,1,1,4,8,1
506095,2,8,,2,1,3,1981,2,3,,,,1,,3,,,17,1,2,1,0,1.7147465345,2,1,1,1,2,8,1
506096,1,8,,1,1,1,1907,4,1,,,,16,,,,,91,5,2,1,0,1.7917959618,1,1,6,3,5,8,1
506098,1,8,,4,1,1,1952,1,3,,,,9,,4,,,46,3,2,1,0,1.4063142056,2,1,5,2,4,8,1
506098,2,8,,4,2,2,1953,1,3,,,,9,,4,,,45,3,2,1,0,1.4063142056,2,1,5,2,4,8,1
506098,3,8,,4,2,3,1978,2,5,3,,,17,,,,,20,1,2,1,0,1.4063142056,2,0,7,3,5,8,1
506098,4,8,,4,1,3,1985,2,2,,,,17,,,,,13,1,2,1,0,1.4063142056,2,0,7,3,5,8,1
506100,1,8,,2,1,1,1933,1,2,,,,15,9,4,,,65,4,2,1,0,1.799387404,2,1,6,3,5,8,1
506100,2,8,,2,2,2,1933,1,1,,,,15,9,4,,,65,4,2,1,0,1.799387404,2,1,6,3,5,9,2
506105,1,8,,1,2,1,1946,3,2,,,,16,,,,,52,4,2,1,0,1.4063374716,1,1,6,3,5,8,1
506106,1,8,,2,1,1,1923,1,1,,,,15,8,3,,,75,5,2,1,0,1.799387404,2,1,6,3,5,8,1
506106,2,8,,2,2,2,1919,1,1,,,,15,1,8,,,79,5,2,1,0,1.799387404,2,1,6,3,5,8,1
506107,1,8,,5,2,1,1962,1,4,,,,1,,9,,,36,2,2,1,0,1.6485231137,3,1,1,1,3,8,1
506107,2,8,,5,1,2,1957,1,3,,,,1,,2,,,41,3,2,1,0,1.6485231137,3,1,1,1,2,8,1
506107,3,8,,5,1,3,1981,2,3,,,,1,,2,,,17,1,2,1,0,1.6485231137,3,1,1,1,2,8,1
506107,4,8,,5,2,3,1983,2,3,,,,17,,,,,15,1,2,1,0,1.6485231137,3,0,7,3,5,8,1
506107,5,8,,5,1,3,1996,2,1,,,,18,,,,,2,1,2,1,0,1.6485231137,3,0,7,3,5,8,1
506110,1,8,,3,2,1,1959,1,3,,,,6,,6,,,39,2,2,1,0,1.8241622836,2,1,4,2,4,8,1
506110,2,8,,3,1,2,1957,1,4,,,,2,,3,,,41,3,2,1,0,1.8241622836,2,1,2,1,2,8,1
506110,3,8,,3,1,3,1983,2,3,,,,17,,,,,15,1,2,1,0,1.8241622836,2,0,7,3,5,8,1
