NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YM3,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
1371,30792,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,6792,6000,0,6000,792,792,0,0,0
1387,27000,0,0,0,21000,24000,24000,0,-3000,0,0,-3000,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
1391,8400,0,0,0,4800,4800,4800,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
1492,26536,0,0,0,19110,19110,19110,0,0,0,0,0,0,0,0,0,7426,7250,0,7250,176,176,0,0,0
1759,11160,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
1763,30927.573258,20900,20900,0,8515,8515,8515,0,0,0,0,0,0,0,0,0,1512.5732578,1512.5732578,0,1512.5732578,0,0,0,0,0
1826,31860,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,14960,12000,0,12000,2960,1320,1640,0,0
1927,34130,17300,16000,1300,14150,14300,14300,0,-150,0,0,-150,0,0,0,0,2680,0,0,0,2680,220,2460,0,0
1946,49276.217713,23400,23400,0,25420,21320,21320,0,4100,4100,0,0,0,0,0,0,456.21771345,0,0,0,456.21771345,456.21771345,0,0,0
2178,63442.405323,18200,18200,0,26650,26650,26650,0,0,0,0,0,0,0,0,0,18592.405323,18000,0,18000,592.40532274,1152.4053227,0,0,560
2274,20366,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,3466,3400,0,3400,66,66,0,0,0
2447,64502.464,36000,36000,0,0,0,0,0,0,0,0,0,21000,21000,0,0,7502.464,7500,0,7500,2.464,2.464,0,0,0
2485,17050,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
2866,38448,20000,20000,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,6748,6000,0,6000,748,748,0,0,0
2875,45000,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
2886,56924,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,6924,6000,0,6000,924,924,0,0,0
2963,46760,0,0,0,26400,26400,26400,0,0,0,0,0,0,0,0,0,20360,18600,0,18600,1760,1760,0,0,0
2970,34000,0,0,0,0,0,0,0,0,0,0,0,28000,30000,2000,0,6000,6000,0,6000,0,0,0,0,0
3078,93616,0,0,0,0,0,0,0,0,0,0,0,93000,113000,20000,0,616,0,0,0,616,616,0,0,0
3193,26066,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,6066,6000,0,6000,66,66,0,0,0
3203,106760.27817,20000,20000,0,27050,24050,24050,0,3000,3000,0,0,0,0,0,0,59710.278173,33200,0,33200,26510.278173,1263.2727091,6704.4061505,18542.599314,0
3299,52124.172357,50000,50000,0,1500,0,0,0,1500,1500,0,0,0,0,0,0,624.1723569,0,0,0,624.1723569,624.1723569,0,0,0
3663,35356,0,0,0,26076,26076,26076,0,0,0,0,0,0,0,0,0,9280,8400,0,8400,880,880,0,0,0
3717,13043.83097,10000,10000,0,2000,0,0,0,2000,0,0,2000,0,0,0,0,1043.83097,0,0,0,1043.83097,1043.83097,0,0,0
3905,64168.665363,18000,18000,0,24000,24000,24000,0,0,0,0,0,0,0,0,0,22168.665363,22000,0,22000,168.66536302,168.66536302,0,0,0
4236,18190,0,0,0,15990,15990,15990,0,0,0,0,0,0,0,0,0,2200,0,0,0,2200,2200,0,0,0
4238,19777.2,0,0,0,10350,14950,14950,0,-4600,400,0,-5000,0,0,0,0,9427.2,8550,0,8550,877.2,57.2,820,0,0
4266,96513.10804,39395.50804,39395.50804,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,24617.6,24300,0,24300,317.6,1117.6,0,0,800
4297,36850,0,0,0,23530,23530,23530,0,0,0,0,0,0,0,0,0,13320,12000,0,12000,1320,1320,0,0,0
4370,-74466,80000,80000,0,0,0,0,0,0,0,0,0,-194000,6000,200000,0,39534,30000,0,30000,9534,264,0,9494,224
4732,14000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
4939,41234,0,0,0,12350,12350,12350,0,0,0,0,0,14000,15000,1000,0,14884,14400,0,14400,484,484,0,0,0
5027,13200,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
5028,20200,20200,20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,15527.357575,14800,14800,0,0,0,0,0,0,0,0,0,0,0,0,0,727.35757505,0,0,0,727.35757505,727.35757505,0,0,0
5816,46914.594194,0,0,0,26741,26741,26741,0,0,0,0,0,0,0,0,0,20173.594194,18005.594194,0,18005.594194,2168,528,1640,0,0
6090,48450,30000,30000,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
6501,48720,46200,45000,1200,0,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,0,2520,880,1640,0,0
6522,29258.927229,23800,23800,0,0,0,0,0,0,0,0,0,0,0,0,0,5458.9272285,6000,0,6000,-541.0727715,898.92722854,0,0,1440
7015,37580,0,0,0,0,0,0,0,0,0,0,0,26000,36000,10000,0,11580,8500,0,8500,3080,3080,0,0,0
7089,37628,0,0,0,15600,15600,15600,0,0,0,0,0,21500,22000,500,0,528,0,0,0,528,528,0,0,0
7091,74742.047161,21600,21600,0,42640,42640,42640,0,0,0,0,0,0,0,0,0,10502.047161,7200,0,7200,3302.0471613,432.0471613,2870,0,0
7097,77075.935925,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,39075.935925,7200,0,7200,31875.935925,31875.935925,0,0,0
7098,36564,0,0,0,10400,10400,10400,0,0,0,0,0,17500,18000,500,0,8664,8400,0,8400,264,264,0,0,0
7160,147020,8000,8000,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,130960,54000,36000,18000,76960,1760,0,75200,0
7165,67281.6,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,12281.6,12000,0,12000,281.6,281.6,0,0,0
7166,111560,55400,53000,2400,35100,35100,35100,0,0,0,0,0,0,0,0,0,21060,20400,1800,18600,660,660,0,0,0
7781,18801.94778,0,0,0,13460,13460,11960,1500,0,0,0,0,0,0,0,0,5341.94778,3600,0,3600,1741.94778,412.80603874,0,1329.1417413,0
7886,67560,54000,52000,2000,900,0,0,0,900,0,900,0,0,0,0,0,12660,12000,0,12000,660,660,0,0,0
7895,49810.434535,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,7810.4345345,7200,0,7200,610.43453454,610.43453454,0,0,0
8332,21100,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,12000,12000,0,12000,0,0,0,0,0
8481,5516.5479646,5000,5000,0,-2000,0,0,0,-2000,0,0,-2000,0,0,0,0,2516.5479646,1196.5479646,0,1196.5479646,1320,1320,0,0,0
8754,20400,20400,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8868,174650,158350,118350,40000,0,0,0,0,0,0,0,0,0,0,0,0,16300,11900,0,11900,4400,4400,0,0,0
8915,88630,22000,22000,0,37600,37600,33600,4000,0,0,0,0,0,0,0,0,29030,25800,9000,16800,3230,880,0,2350,0
8952,34428.8,0,0,0,23790,23790,23790,0,0,0,0,0,0,0,0,0,10638.8,12000,0,12000,-1361.2,118.8,0,0,1480
8954,75739.206314,51300,51300,0,-5000,0,0,0,-5000,0,0,-5000,0,0,0,0,29439.206314,16200,600,15600,13239.206314,643.20631439,0,12596,0
8955,90680,0,0,0,58500,58500,58500,0,0,0,0,0,0,0,0,0,32180,16800,0,16800,15380,3080,12300,0,0
9248,68940.314145,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,25940.314145,6050,0,6050,19890.314145,5320.314145,0,14570,0
9405,15446,0,0,0,12446,10946,10946,0,1500,0,0,1500,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
9411,50440,0,0,0,50000,26000,26000,0,24000,24000,0,0,0,0,0,0,440,0,0,0,440,440,0,0,0
9526,133255.05575,0,0,0,0,0,0,0,0,0,0,0,98295.055753,100000,1704.9442475,0,34960,39000,0,39000,-4040,440,0,7520,12000
11940,56804,0,0,0,37700,37700,37700,0,0,0,0,0,0,0,0,0,19104,18400,0,18400,704,704,0,0,0
11972,16244.373682,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,16244.373682,9800,0,9800,6444.3736822,6444.3736822,0,0,0
20010,93560.576247,18000,18000,0,36400,36400,36400,0,0,0,0,0,0,0,0,0,39160.576247,29000,7000,22000,10160.576247,250.6102792,0,9909.9659681,0
20019,31462.538506,0,0,0,14100,15600,15600,0,-1500,0,0,-1500,0,0,0,0,17362.538506,13200,6000,7200,4162.5385061,133.42002954,3963.3184766,65.8,0
20020,61340,48000,47000,1000,2500,0,0,0,2500,2500,0,0,0,0,0,0,10840,7800,0,7800,3040,220,0,2820,0
20028,59822.923967,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,33822.923967,15050,0,15050,18772.923967,18772.923967,0,0,0
20033,15619.796104,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,19.796103702,0,0,0,19.796103702,19.796103702,0,0,0
20047,227539.7084,48000,48000,0,65000,65000,65000,0,0,0,0,0,0,0,0,0,114539.7084,34400,8000,26400,80139.708395,1889.0618459,18205.061731,60045.584818,0
20154,126952,110100,106000,4100,0,0,0,0,0,0,0,0,0,0,0,0,16852,14400,0,14400,2452,572,0,1880,0
20169,23400,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170,50480.288255,0,0,0,49400,49400,49400,0,0,0,0,0,0,0,0,0,1080.2882553,0,0,0,1080.2882553,1080.2882553,0,0,0
20174,72184.5652,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,33184.5652,9600,0,9600,23584.5652,684.56519962,4100,18800,0
20178,66819.511469,33000,33000,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,16919.511469,850,0,850,16069.511469,6330.6246571,9226.661874,512.22493801,0
20179,90960,72200,71000,1200,0,0,0,0,0,0,0,0,0,0,0,0,18760,14400,0,14400,4360,660,410,3290,0
20223,43670.973282,0,0,0,13000,13000,13000,0,0,0,0,0,15094.502492,15276.34346,181.84096796,0,15576.470789,9600,0,9600,5976.4707891,414.31261742,0,5562.1581717,0
20231,56851.61097,0,0,0,0,0,0,0,0,0,0,0,36064.517051,37000,935.48294869,0,20787.093919,16173.164416,0,16173.164416,4613.9295035,1728.0510111,0,2885.8784924,0
20241,38360,0,0,0,25440,25440,25440,0,0,0,0,0,0,0,0,0,12920,12000,0,12000,920,264,656,0,0
20258,28580,26428,24700,1728,0,0,0,0,0,0,0,0,0,0,0,0,2152,0,0,0,2152,836,0,1316,0
20284,59156,22500,20000,2500,0,0,0,0,0,0,0,0,30000,30000,0,0,6656,9600,0,9600,-2944,1056,0,0,4000
20285,51788.623894,0,0,0,29042,29042,29042,0,0,0,0,0,0,0,0,0,22746.623894,20400,0,20400,2346.6238943,601.2715048,1185.9548273,559.39756218,0
20297,35554,20000,20000,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,1254,0,0,0,1254,1254,0,0,0
20372,57390,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,14390,13600,0,13600,790,132,0,658,0
20375,41500,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,6400,4800,0,4800,1600,660,0,940,0
20380,13000,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,61126,45000,42000,3000,0,0,0,0,0,0,0,0,0,0,0,0,16126,15400,0,15400,726,726,0,0,0
20499,45239.244284,0,0,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,11439.244284,5300,0,5300,6139.2442835,3320.703463,2818.5408205,0,0
20704,162237.38798,24000,24000,0,18200,18200,18200,0,0,0,0,0,100000,0,0,100000,20037.387977,12000,0,12000,8037.3879771,2284.5285436,774.59841882,4978.2610147,0
20711,156572,60000,60000,0,39000,39000,39000,0,0,0,0,0,27000,30000,3000,0,30572,30000,0,30000,572,572,0,0,0
20729,92861.407113,77000,77000,0,0,0,0,0,0,0,0,0,0,0,0,0,15861.407113,15000,0,15000,861.40711275,861.40711275,0,0,0
20766,58510.677768,25800,24000,1800,0,0,0,0,0,0,0,0,0,0,0,0,32710.677768,21600,0,21600,11110.677768,910.67776808,7380,2820,0
20767,69568.147915,20000,20000,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,27468.147915,24000,0,24000,3468.1479152,4668.1479152,0,0,1200
20782,85812,0,0,0,65000,65000,65000,0,0,0,0,0,0,0,0,0,20812,18000,0,18000,2812,352,2460,0,0
20784,167352,0,0,0,0,0,0,0,0,0,0,0,155000,0,0,155000,12352,12000,0,12000,352,352,0,0,0
20798,27556,0,0,0,15248,15248,12948,2300,0,0,0,0,0,0,0,0,12308,12000,0,12000,308,308,0,0,0
20837,19418.360169,0,0,0,-10571,39429,39429,0,-50000,0,0,-50000,0,0,0,0,29989.360169,29400,18600,10800,589.36016923,424.1081546,165.25201463,0,0
20839,194998.08268,31000,29000,2000,0,0,0,0,0,0,0,0,0,0,0,0,163998.08268,134250,5200,129050,29748.082684,3911.2506049,0,25836.832079,0
20849,147650.08447,107500,107000,500,19500,19500,19500,0,0,0,0,0,0,0,0,0,20650.084466,22000,4000,18000,-1349.915534,2650.0844658,0,0,4000
20862,54220,30000,30000,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,12220,12000,0,12000,220,220,0,0,0
20920,121966,0,0,0,72820,72820,72820,0,0,0,0,0,0,0,0,0,49146,28250,0,28250,20896,396,1230,19270,0
20936,27391.704057,0,0,0,0,0,0,0,0,0,0,0,27000,27000,0,0,391.70405745,0,0,0,391.70405745,391.70405745,0,0,0
20944,73720,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,16720,14400,0,14400,2320,440,0,1880,0
20981,67278.235796,59550,59000,550,0,0,0,0,0,0,0,0,0,0,0,0,7728.2357959,4800,0,4800,2928.2357959,2928.2357959,0,0,0
20990,36728,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,10728,9600,0,9600,1128,308,820,0,0
21003,74113,0,0,0,51389,51389,51389,0,0,0,0,0,20000,20000,0,0,2724,0,0,0,2724,264,2460,0,0
21368,103390,63000,63000,0,28650,28550,24050,4500,100,100,0,0,0,0,0,0,11740,8700,0,8700,3040,220,0,2820,0
21384,13132,0,0,0,0,0,0,0,0,0,0,0,7000,12000,5000,0,6132,6000,0,6000,132,132,0,0,0
21453,61146,0,0,0,13650,13650,13650,0,0,0,0,0,43500,54000,10500,0,3996,3600,0,3600,396,396,0,0,0
21456,89904,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,44404,15450,2800,12650,28954,660,0,28294,0
21461,20043.594912,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,9643.5949116,8400,0,8400,1243.5949116,1243.5949116,0,0,0
21464,40568,0,0,0,29500,29500,29500,0,0,0,0,0,0,0,0,0,11068,2400,0,2400,8668,8668,0,0,0
21466,19168,0,0,0,13780,13780,13780,0,0,0,0,0,0,0,0,0,5388,3600,0,3600,1788,968,820,0,0
21472,100102.94674,21500,20000,1500,20320,20320,20320,0,0,0,0,0,47942.946742,48000,57.05325756,0,10340,9900,0,9900,440,440,0,0,0
21474,84982,71000,70000,1000,0,0,0,0,0,0,0,0,0,0,0,0,13982,12000,0,12000,1982,880,820,282,0
21482,33650,0,0,0,29170,29170,29170,0,0,0,0,0,0,0,0,0,4480,3600,0,3600,880,880,0,0,0
21627,24488,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,2400,0,2400,88,88,0,0,0
21639,88770.985658,48080,48000,80,2000,0,0,0,2000,0,0,2000,11000,11000,0,0,27690.985658,28400,5000,23400,-709.014342,2490.985658,0,0,3200
21693,68787.804884,0,0,0,0,0,0,0,0,0,0,0,62782.856523,63282.856523,500,0,6004.9483612,9600,0,9600,-3595.051639,564.94836119,0,0,4160
21699,52293.756597,32000,32000,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,10543.756597,6300,0,6300,4243.7565969,2276.0379228,0,1967.718674,0
21761,31865.2,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,5865.2,4800,0,4800,1065.2,572,0,733.2,240
21772,38542,33500,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,4800,0,4800,242,242,0,0,0
21926,24700,6600,6600,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,2500,2500,0,2500,0,0,0,0,0
21952,58051.670419,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,3051.6704186,0,0,0,3051.6704186,1383.0184677,1668.6519508,0,0
22021,12000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
22067,105149.7149,40000,30000,10000,28600,28600,28600,0,0,0,0,0,0,0,0,0,36549.714902,33600,9600,24000,2949.7149022,2949.7149022,0,0,0
22074,45246.918039,35300,33500,1800,0,0,0,0,0,0,0,0,0,0,0,0,9946.9180393,9600,0,9600,346.91803928,346.91803928,0,0,0
22099,18686.018901,0,0,0,0,0,0,0,0,0,0,0,13300,14000,700,0,5386.0189012,4800,0,4800,586.01890121,586.01890121,0,0,0
22155,53961.378559,17000,17000,0,0,0,0,0,0,0,0,0,22000,22000,0,0,14961.378559,16097.378559,0,16097.378559,-1136,88,0,376,1600
22167,95964.207328,53100,50700,2400,32500,32500,32500,0,0,0,0,0,0,0,0,0,10364.207328,9044.2073279,0,9044.2073279,1320,1320,0,0,0
22168,20000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22169,7800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22173,27155.464288,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,2455.4642882,0,0,0,2455.4642882,1362.317286,1093.1470022,0,0
22202,45664.599195,0,0,0,31850,31850,31850,0,0,0,0,0,0,0,0,0,13814.599195,12000,0,12000,1814.5991945,764.62814244,1689.9710521,0,640
22203,226284.54037,53000,53000,0,35750,35750,35750,0,0,0,0,0,0,0,0,0,137534.54037,133500,0,133500,4034.5403748,1744.5403748,410,1880,0
22208,84901.391363,0,0,0,67600,67600,67600,0,0,0,0,0,0,0,0,0,17301.391363,12000,0,12000,5301.3913633,3716.7571545,1584.6342088,0,0
22222,57038,0,0,0,43200,43200,43200,0,0,0,0,0,0,0,0,0,13838,12000,0,12000,1838,198,1640,0,0
22224,33335.266612,0,0,0,32500,19500,19500,0,13000,0,0,13000,0,0,0,0,835.26661244,0,0,0,835.26661244,835.26661244,0,0,0
22225,179165,62000,62000,0,0,0,0,0,0,0,0,0,81000,81000,1000,1000,36165,12000,0,12000,24165,3520,1845,18800,0
22226,40840,31000,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,9400,0,9400,440,440,0,0,0
22251,36256,0,0,0,24400,24400,24400,0,0,0,0,0,0,0,0,0,11856,9600,0,9600,2256,616,1640,0,0
22262,83452,19000,19000,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,25452,15500,0,15500,9952,4312,0,5640,0
22263,61028.572095,26000,26000,0,31000,31000,31000,0,0,0,0,0,0,0,0,0,4028.5720954,0,0,0,4028.5720954,4028.5720954,0,0,0
22265,16559,0,0,0,13559,13559,13559,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
22266,51908,0,0,0,14768,14768,14768,0,0,0,0,0,0,0,0,0,37140,33000,18000,15000,4140,1320,0,2820,0
22268,25198,0,0,0,15990,15990,15990,0,0,0,0,0,0,0,0,0,9208,6000,0,6000,3208,748,2460,0,0
22272,40026,7500,7500,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,7826,7200,0,7200,626,176,0,1410,960
22273,38961,0,0,0,27391,27391,27391,0,0,0,0,0,0,0,0,0,11570,8450,0,8450,3120,660,2460,0,0
22274,56832.4,54250,54250,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.4,0,0,0,2582.4,532.4,2050,0,0
22276,50690,21000,21000,0,18850,18850,18850,0,0,0,0,0,0,0,0,0,10840,3600,0,3600,7240,3960,3280,0,0
22277,59377.833779,23000,23000,0,300,0,0,0,300,0,0,300,20073.81275,22000,1926.1872502,0,16004.021029,7800,0,7800,8204.0210289,1999.3913187,917.31266982,5287.3170404,0
22278,56550.236515,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,8550.2365149,7200,0,7200,1350.2365149,1350.2365149,0,0,0
22279,68652.594409,0,0,0,0,0,0,0,0,0,0,0,59434.662777,60000,565.33722294,0,9217.9316324,8400,0,8400,817.93163236,817.93163236,0,0,0
22286,44885.398827,19500,19500,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,11735.398827,9600,0,9600,2135.3988265,1529.2919977,606.10682883,0,0
22292,57959.413973,0,0,0,29380,29380,29380,0,0,0,0,0,0,0,0,0,28579.413973,11600,3600,8000,16979.413973,2077.291711,5740,9162.1222623,0
22353,35558,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,3558,9600,0,9600,-6042,198,0,0,6240
22373,13650,0,0,0,8970,8970,8970,0,0,0,0,0,0,0,0,0,4680,3800,0,3800,880,880,0,0,0
22374,159196.14129,0,0,0,15808,15808,15808,0,0,0,0,0,36000,39000,3000,0,107388.14129,48200,13800,34400,59188.141286,6803.6886388,17027.220544,35357.232103,0
22393,24572,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,8972,7200,0,7200,1772,132,1640,0,0
22509,53250.167288,0,0,0,44200,44200,44200,0,0,0,0,0,0,0,0,0,9050.1672875,8400,0,8400,650.16728753,650.16728753,0,0,0
22516,74864,64000,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,10864,3600,0,3600,7264,2376,0,4888,0
22550,57145.182435,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,3145.1824352,6000,0,6000,-2854.817565,717.02977331,0,0,3571.8473381
22563,34188,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,4288,4200,0,4200,88,88,0,0,0
22570,53324.436328,0,0,0,50524.436328,50524.436328,50359.77716,164.65916772,0,0,0,0,0,0,0,0,2800,6000,0,6000,-3200,0,0,0,3200
22571,55080,20000,20000,0,19500,11500,11500,0,8000,8000,0,0,0,0,0,0,15580,7800,0,7800,7780,3080,0,4700,0
22587,137150,0,0,0,102300,102300,92300,10000,0,0,0,0,0,0,0,0,34850,27000,0,27000,7850,286,0,9964,2400
22608,24794,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,7244,7200,0,7200,44,44,0,0,0
22624,22530.668239,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,530.66823949,0,0,0,530.66823949,530.66823949,0,0,0
22657,64293.216156,26000,26000,0,0,0,0,0,0,0,0,0,25000,25000,0,0,13293.216156,9600,0,9600,3693.2161559,577.02725639,3116.1888995,0,0
22669,66005.045445,32000,32000,0,32310,32310,31850,460,0,0,0,0,0,0,0,0,1695.0454451,0,0,0,1695.0454451,242.04544514,1312,141,0
22685,103722.64536,89500,84500,5000,0,0,0,0,0,0,0,0,0,0,0,0,14222.645355,13400,0,13400,822.64535517,822.64535517,0,0,0
22690,59727.418542,0,0,0,34450,34450,34450,0,0,0,0,0,0,0,0,0,25277.418542,21600,0,21600,3677.4185418,1627.4185418,2050,0,0
22805,116658.27156,45000,45000,0,0,0,0,0,0,0,0,0,17000,20000,3000,0,54658.271563,51600,0,51600,3058.2715627,3058.2715627,0,0,0
22807,37000,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22844,103505,70000,70000,0,8099,8099,8099,0,0,0,0,0,0,0,0,0,25406,24000,0,24000,1406,396,164,846,0
22850,65151,26500,26500,0,6175,6175,6175,0,0,0,0,0,0,0,0,0,32476,9600,0,9600,22876,880,0,21996,0
22891,40210,0,0,0,32110,32110,32110,0,0,0,0,0,0,0,0,0,8100,4800,0,4800,3300,3300,0,0,0
22904,18000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
22961,32573.457901,0,0,0,17680,17680,17680,0,0,0,0,0,0,0,0,0,14893.457901,14400,9600,4800,493.45790097,202.31676411,0,291.14113687,0
22964,208548.45309,25700,25700,0,57720,57720,57720,0,0,0,0,0,0,0,0,0,125128.45309,52744.192796,27000,25744.192796,72384.260295,2318.2602949,15170,54896,0
22972,35940,27000,27000,0,100,0,0,0,100,100,0,0,0,0,0,0,8840,8400,0,8400,440,440,0,0,0
22974,20330.4,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,180.4,0,0,0,180.4,180.4,0,0,0
22992,87103.992609,27000,27000,0,0,0,0,0,0,0,0,0,50840.050651,35219.530066,7190.7149659,22811.23555,9263.9419577,8400,0,8400,863.94195774,863.94195774,0,0,0
22993,185383.4194,68100,67500,600,31200,31200,31200,0,0,0,0,0,0,0,0,0,86083.419397,40500,3500,37000,45583.419397,2177.3261053,25624.943991,17781.1493,0
22995,139112.21388,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,107912.21388,67322,55022,12300,40590.213879,1568.630811,12913.669466,26107.913603,0
22996,205501.9369,0,0,0,50700,50700,50700,0,0,0,0,0,111597.81272,111597.81272,0,0,43204.124174,15342.166229,0,15342.166229,27861.957945,1391.1445473,0,26470.813398,0
23149,102619.55415,27030.154148,25000,2030.1541479,32500,32500,32500,0,0,0,0,0,0,0,0,0,43089.4,24000,0,24000,19089.4,660,9020,9409.4,0
23193,40020.2,0,0,0,34125,34125,34125,0,0,0,0,0,0,0,0,0,5895.2,0,0,0,5895.2,255.2,0,5640,0
23199,82392,0,0,0,52520,52520,52520,0,0,0,0,0,0,0,0,0,29872,24900,0,24900,4972,4972,0,0,0
23267,43576.324282,2300,2300,0,0,0,0,0,0,0,0,0,27600,27600,0,0,13676.324282,12000,0,12000,1676.3242823,1676.3242823,0,0,0
23319,23800,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,8200,6000,3600,2400,2200,2200,0,0,0
23342,19200,0,0,0,16800,16800,16800,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0
23343,29035.357875,0,0,0,25200,25200,25200,0,0,0,0,0,0,0,0,0,3835.3578748,2735.3578748,0,2735.3578748,1100,1100,0,0,0
23350,9660,0,0,0,7200,7200,7200,0,0,0,0,0,0,0,0,0,2460,1800,0,1800,660,660,0,0,0
23362,14020,0,0,0,10140,10140,10140,0,0,0,0,0,0,0,0,0,3880,3000,0,3000,880,880,0,0,0
23367,33745.635096,0,0,0,18070,18070,18070,0,0,0,0,0,0,0,0,0,15675.635096,14300,0,14300,1375.6350957,886.07571957,489.55937611,0,0
23370,31142.827397,29200,29000,200,0,0,0,0,0,0,0,0,0,0,0,0,1942.8273973,0,0,0,1942.8273973,1002.8273973,0,940,0
23384,55130,0,0,0,22690,22690,22690,0,0,0,0,0,12800,13000,200,0,19640,10800,0,10800,8840,1320,0,7520,0
23386,49708,41000,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,8708,8400,0,8400,308,308,0,0,0
23409,86820,36000,36000,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,26120,17600,5000,12600,8520,880,5330,2350,40
