NQUEST,DEPBANC,NDEPBANC,IDEPBANC,DEPBANR,NDEPBANR,IDEPBANR,DEPPOSR,NDEPPOSR,IDEPPOSR,DEPPOSC,NDEPPOSC,IDEPPOSC,UNABAN,BANCHE,INTERMED,NINTERME,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,NASSBAN2,ASSBANE1,ASSBANE2,ASSBANE3,ASSBANE4,ASSBANE5,ASSBANE6,ASSBANE0,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BONIFIE4,BONIFIE5,BONIFIE6,BONIFIE0,BANCOMAT,NBANCOMA,NPREL1,NPREL1AN,BANCOME1,BANCOME2,BANCOME3,BANCOME4,BANCOME5,BANCOME6,BANCOME0,PRELMED1,PAGAM4U,PAGAM4,PAGAM4AN,POSE1,POSE2,POSE3,POSE4,POSE5,POSE6,POSE0,CARTA,CARTE,CARTARAT,PCARTE,NPAGCART,NPAGCAAN,CARTEE1,CARTEE2,CARTEE3,CARTEE4,CARTEE5,CARTEE6,CARTEE0,MINCON,NPREL2,NPREL2AN,PRELE1,PRELE2,PRELE3,PRELE4,PRELE5,PRELE6,PRELE0,PRELMED2,VERSAM,NVERS,VERSE1,VERSE2,VERSE3,VERSE4,VERSE5,VERSE6,VERSE0,VERSMED,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,SCORTA,SCORE1,SCORE2,SCORE3,SCORE4,SCORE5,SCORE6,SCORE0,SPESECON,SPESECE1,SPESECE2,SPESECE3,SPESECE4,SPESECE5,SPESECE6,SPESECE0,INTERNET,ACQINTER,TAXCC
7098,1,1,1,2,,,1,1,1,2,,,1,1,2,,2,0,0,0,0,0,1,0,0,0,0,0,2,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,4,,,,,,,,1,500,2,,,,,,,,,,80,20,,,,1,1,2,2,2,300,,,,,,,1,1000,,,,,,,1,2,,
7160,1,2,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,20000,1,4,,,,,,,,1,1,1,1,2,,,,,,,,,,2,,,,,,,,,1,2,3,,,,,,,,1,1000,1,1,,,,,,,,1,1,2,2,2,2,,,,,,,,1,300,1,,,,,,,,1,500,1,24,3,,,,,,0,700,10,,90,,,1,2,1,2,2,1500,,,,,,,1,3500,,,,,,,1,2,,1
7165,1,2,3,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,3,,1,0,10,3,,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,3,,3,,,,,,0,200,1,2,,3,,,,,,0,2,,,,,,,,,,,,,50,1,,3,,,,,,0,1000,2,,,,,,,,,,,99,1,,,2,1,1,2,2,300,,,,,,,1,2000,,,,,,,1,2,,0
7166,1,3,3,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,10,2,3,,,,,0,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,3,6,,,,,,,,1,500,1,4,,,,,,,,1,1,2,2,2,2,,,,,,,,1,300,0,0,,,,,,,1,,2,,,,,,,,,,10,80,10,,,1,1,1,2,2,300,,,,,,,1,3500,,,,,,,1,2,,0.25
7781,2,,,1,1,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,,,,,,,,,500,1,1,,,,,,,,1500,100,,,,,1,2,2,2,2,500,,,,,,,,800,,,,,,,,2,,
7886,1,3,3,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,10000,1,5,,3,4,,,,,0,1,2,1,2,,,,,,,,,,1,5,2,3,4,,,,0,1,3,12,,,,,,,,1,200,1,2,,,,,,,,1,1,3,2,3,0,0,,,,,,,1,100,8,,,,,,,,1,300,1,5,,,,,,,1,10000,5,95,,,,1,1,2,2,2,500,,,,,,,1,4000,,,,,,,1,2,,2.25
7895,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,3,1,15000,1,2,,2,3,,,,,0,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,2,,3,,,,,,0,500,1,1,,3,,,,,,0,2,,,,,,,,,,,,,200,0,0,2,3,,,,,0,,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,3,,,,,,0,2700,3,,,,,,0,2,,
8332,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,400,,,,,,,,700,,,,,,,,2,,
8481,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,300,,,,,,,,700,,,,,,,,2,,
8754,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1700,,,,,,,1,1700,,,,,,,1,2,,
8868,1,4,4,1,1,1,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,1,0,0,0,0,,1,6000,1,1,,3,4,,,,,0,2,2,1,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,1,3,12,,4,,,,,,0,500,1,2,,2,3,4,,,,0,1,2,2,2,4,,3,4,,,,,0,100,10,,4,,,,,,0,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,4500,,,,,,,1,2,,1.25
8915,1,2,2,2,,,2,,,2,,,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,6,,,,,,,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,1,1,1,1,,,,,,,,1,500,1,0,3,,,,,,,1,1,1,2,,0,4,,,,,,,1,400,2,,,,,,,,1,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,1.9
8952,1,1,2,2,,,2,,,2,,,1,1,2,,1,0,1,0,0,0,0,0,0,0,0,0,,2,,1,0,7,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,0,3,,,,,,,1,300,2,,,,,,,,,,1,1,1,,0,3,,,,,,,1,200,1,,,,,,,,1,500,2,,,,,,,,,,40,60,,,,1,1,2,2,2,400,,,,,,,1,1700,,,,,,,1,2,,2.3
8954,1,2,2,1,2,2,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,0,0,0,0,0,,2,,1,0,6,,,,,,,1,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,500,1,0,1,,,,,,,1,2,,,,,,,,,,,,,100,8,,,,,,,,1,1400,1,2,,,,,,,1,1000,,98,2,,,2,1,1,2,2,700,,,,,,,1,2500,,,,,,,1,2,,2.6
8955,1,2,1,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,4,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,0,6,,,,,,,,600,1,12,,,,,,,,300,60,40,,,,1,1,2,2,2,800,,,,,,,,2300,,,,,,,,2,,2.8
9248,1,1,1,1,1,1,2,,,2,,,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,,1,5000,1,9,,,,,,,,,1,2,1,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,20,,,,,,,,,400,0,0,,,,,,,,,1,4,,,,,,,,700,,100,,,,2,1,2,2,2,1000,,,,,,,,300,,,,,,,,2,,2.7
9405,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,100,,,,,,,,800,,,,,,,,2,,
9411,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,4000,1,1,,,,,,,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,0,10,,,,,,,1,1500,2,,,,,,,,,,,100,,,,2,1,2,2,2,100,,,,,,,1,2500,,,,,,,1,2,,2
9526,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,50000,1,0,10,,,,,,,1,1,2,1,1,,,,,,,,,,1,4,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,,,,,,,,1,100,2,,,,,,,,1,500,2,,,,,,,,,,60,,40,,,1,2,1,2,2,1000,,,,,,,1,4000,,,,,,,1,2,,0.125
11940,1,1,2,2,,,1,2,2,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,1,0,3,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,300,1,1,,,,,,,,1,2,,,,,,,,,,,,,100,2,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,0.75
11972,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,1,50000,1,5,,,,,,,,1,1,1,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,0,0,,,,,,,1,,1,1,,,,,,,1,150000,100,,,,,1,2,2,2,2,200,,,,,,,1,200,,,,,,,1,2,,5
20010,1,2,4,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,3000,1,0,3,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,2,,,,,,,1,1,2,2,,,,,,,,1,500,1,0,3,,,,,,,1,2,,,,,,,,,,,,,300,0,3,,,,,,,1,500,1,5,,,,,,,1,1000,30,40,30,,,1,1,1,2,2,1000,,,,,,,1,2500,,,,,,,1,1,2,1
20019,2,,,1,1,1,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,3,,,,,,,,100,2,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,,800,,,,,,,,2,,
20020,1,1,2,2,,,2,,,2,,,1,1,2,,1,1,0,0,0,0,0,1,0,0,0,0,,1,3000,1,2,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,,,,,,,1,500,1,4,,,,,,,,1,2,,,,,,,,,,,,,300,0,2,,,,,,,1,1000,2,,,,,,,,,,,60,40,,,2,1,1,2,2,500,,,,,,,1,2000,,,,,,,1,2,,1.5
20028,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,0,2,,,,,,,,2000,2,,,,,,,,,,100,,,,,1,2,2,2,2,3000,,,,,,,,2000,,,,,,,,2,,1.75
20033,2,,,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,,,,,,,,,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,150,,,,,,,,1200,,,,,,,,2,,
20047,1,3,4,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,1,0,0,0,0,0,0,,1,5000,1,2,,,,,,,,1,1,2,1,2,,,,,,,,,,1,10,,,,,,,1,1,3,6,,,,,,,,1,500,1,5,,,,,,,,1,1,4,2,3,0,3,,,,,,,1,500,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3000,,,,,,,1,1,2,1.5
20154,1,5,4,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,0,1,0,0,0,,1,5000,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,,1,36,,,,,,,1,1,4,3,,,,,,,,1,500,1,4,,,,,,,,1,1,1,2,,1,,,,,,,,1,200,0,4,,,,,,,1,1000,1,2,,,,,,,1,1500,,100,,,,2,1,2,2,2,400,,,,,,,1,1000,3,,,,,,0,2,,2
20169,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,800,,,,,,,,400,,,,,,,,2,,
20170,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,1,0,0,0,0,0,0,0,0,,1,3400,1,4,,,,,,,,1,1,1,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,12,,,,,,,,1,700,1,20,,,,,,,1,4000,10,90,,,,1,1,2,2,2,700,,,,,,,1,1000,,,,,,,1,2,,3
20174,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,3000,1,2,,,,,,,,1,1,1,1,2,,,,,,,,,,1,8,,,,,,,1,1,1,4,,,,,,,,1,300,1,0,5,,,,,,,1,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,3000,,,,,,,1,2,,4
20178,1,2,2,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,1,2,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,12,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,0,0,,,,,,,1,,1,5,,,,,,,1,1000,,100,,,,2,1,2,2,2,400,,,,,,,1,800,,,,,,,1,2,,3.5
20179,1,2,2,1,4,4,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,0,0,0,0,0,,1,10000,1,6,,3,4,5,,,,0,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,4,,3,4,5,,,,0,500,1,0,4,3,4,5,,,,0,1,1,2,,2,,3,4,5,,,,0,50,3,,3,4,5,,,,0,500,1,2,3,4,5,,,,0,2000,,100,,,,2,1,2,2,2,500,3,4,5,,,,0,3000,,,,,,,1,2,,2
20223,1,1,3,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,1,0,0,0,2,2,,1,0,6,3,,,,,,0,1,2,2,2,,,,,,,,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,50,0,0,3,,,,,,0,,1,20,,,,,,,1,1000,80,,20,,,1,2,1,2,2,200,,,,,,,1,200,,,,,,,1,2,,
20231,1,2,2,1,2,1,2,,,2,,,2,2,2,,4,0,1,0,0,0,0,1,0,0,0,0,,2,,1,3,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,2,3,,,,,,,,1,500,1,4,,,,,,,,1,2,,,,,,,,,,,,,100,1,,,,,,,,1,500,2,,,,,,,,,,,90,10,,,2,1,1,2,2,500,,,,,,,1,2000,,,,,,,1,2,,2
20241,1,2,1,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,5000,1,1,,,,,,,,,1,2,1,2,,,,,,,,,,1,6,,,,,,,,1,1,1,,,,,,,,,500,1,2,,,,,,,,,2,,,,,,,,,,,,,50,0,0,,,,,,,,,2,,,,,,,,,,,80,20,,,2,1,1,2,2,500,,,,,,,,700,,,,,,,,2,,0.3
20258,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,,,,,,,,,1,2,1,2,,,,,,,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,,,,,,,,100,2,,,,,,,,,600,2,,,,,,,,,,,100,,,,2,1,2,2,2,600,,,,,,,,1800,,,,,,,,2,,
20284,1,2,2,1,3,3,2,,,2,,,2,2,2,,2,0,0,0,1,0,0,0,0,0,0,0,,3,,1,0,10,,,,,,,1,1,2,2,1,,,,,,,,,,1,1,,,,,,,1,1,1,0,3,,,,,,,1,200,2,,,,,,,,,,2,,,,,,,,,,,,,400,0,3,,,,,,,1,500,1,6,,,,,,,1,2000,70,30,,,,1,1,2,2,2,500,,,,,,,1,4500,,,,,,,1,2,,1
20285,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,7,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,3,,,,,,,,,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,,800,,,,,,,,2,,0.75
20297,1,1,2,1,1,2,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,,3,,1,0,2,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,1,300,1,2,,,,,,,,1,2,,,,,,,,,,,,,10,0,0,,,,,,,1,,1,12,,,,,,,1,1000,100,,,,,1,2,2,2,2,500,,,,,,,1,1000,,,,,,,1,2,,3
20372,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,3000,1,0,4,,,,,,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,1,1,6,,,,,,,,1,400,1,0,8,,,,,,,1,1,1,2,,0,8,,,,,,,1,10,1,,,,,,,,1,1500,2,,,,,,,,,,,80,20,,,2,1,1,2,2,1500,,,,,,,1,3000,,,,,,,1,2,,1
20375,1,3,3,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,1000,1,0,1,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,2,2,,,,,,,,1,200,1,0,1,,,,,,,1,2,,,,,,,,,,,,,300,1,,,,,,,,1,2000,1,1,,,,,,,1,2000,,90,10,,,2,1,1,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,1
20380,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,,1000,,,,,,,,2,,
20393,1,1,2,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,6,1,9000,1,2,,3,4,5,,,,0,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,4,,,,,,,,1,250,1,7,,,,,,,,1,2,,,,,,,,,,,,,200,2,,3,4,5,,,,0,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,2300,,,,,,,1,2,,
20499,1,2,2,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,2,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,2,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,1000,,,,,,,1,2,,
20704,1,4,4,1,1,1,2,,,2,,,2,4,2,,3,1,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,10,3,,,,,,0,2,2,1,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,2,34,,3,4,,,,,0,200,1,15,,3,4,,,,,0,1,1,2,,0,0,3,,,,,,0,50,0,0,,,,,,,1,,1,3,,,,,,,1,400,80,20,,,,1,1,2,2,2,2000,3,,,,,,0,5000,,,,,,,1,1,2,
20711,1,1,2,1,1,1,2,,,2,,,1,1,2,,3,0,0,0,0,1,0,0,0,0,0,0,3,1,12000,1,1,,,,,,,,1,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,500,1,10,,,,,,,,1,2,,,,,,,,,,,,,50,2,,,,,,,,1,1000,2,,,,,,,,,,5,90,5,,,1,1,1,2,2,300,,,,,,,1,4000,,,,,,,1,2,,
20729,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,10000,1,0,10,3,4,,,,,0,2,2,2,2,0,0,0,1,0,0,0,0,0,1,3,2,3,4,,,,0,1,2,8,,3,4,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,200,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3500,,,,,,,1,2,,0.5
20766,1,2,2,2,,,1,1,2,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,5000,1,1,,3,4,,,,,0,2,2,1,2,0,0,0,0,0,0,0,1,0,1,7,3,4,,,,,0,1,2,2,,3,4,,,,,0,400,1,0,3,3,4,,,,,0,1,1,2,,0,0,3,4,,,,,0,50,0,0,3,4,,,,,0,,1,2,3,4,,,,,0,10000,,100,,,,2,1,2,2,2,300,3,4,,,,,0,1500,3,4,,,,,0,2,,2
20767,1,1,1,1,5,5,1,1,1,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,,1,3000,1,0,1,3,4,5,,,,0,2,2,1,2,0,0,0,0,1,0,0,0,0,1,1,2,3,4,5,,,0,1,1,2,,2,3,4,5,,,0,500,1,0,3,2,3,4,5,,,0,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,,,100,,,2,2,1,2,2,500,2,3,4,5,,,0,1500,2,4,5,,,,0,2,,1
20782,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,2,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,2,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,
20784,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,1,20000,1,8,,,,,,,,1,1,1,1,1,,,,,,,,,,1,10,,,,,,,1,1,1,8,,,,,,,,1,500,2,,,,,,,,,,1,1,2,,8,,,,,,,,1,500,6,,,,,,,,1,1000,1,12,,,,,,,1,1000,,100,,,,2,1,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,8
20798,2,,,2,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,1000,2,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,,1000,,,,,,,,2,,
20837,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,2000,1,4,,,,,,,,1,1,1,1,2,,,,,,,,,,1,2,2,,,,,,0,1,2,1,,,,,,,,1,200,1,1,,,,,,,,1,1,2,2,2,1,,,,,,,,1,100,0,0,,,,,,,1,,1,5,,,,,,,1,500,20,80,,,,1,1,2,2,2,150,,,,,,,1,1200,,,,,,,1,2,,2.875
20839,1,4,2,1,1,1,2,,,2,,,2,4,1,1,4,0,0,0,0,0,0,0,0,0,0,1,,1,10000,1,5,,3,,,,,,0,1,2,1,2,,,,,,,,,,1,15,3,,,,,,0,1,4,5,,3,,,,,,0,500,1,3,,3,,,,,,0,1,3,1,2,2,,3,,,,,,0,300,0,0,3,,,,,,0,,2,,,,,,,,,,,60,30,,10,2,1,1,2,1,500,3,,,,,,0,3000,,,,,,,1,1,2,3
20849,1,3,2,1,1,2,2,,,2,,,2,3,2,,4,1,0,0,0,0,0,0,0,0,0,0,6,1,10000,1,3,,2,4,5,,,,0,1,2,1,1,,,,,,,,,,1,1,2,4,5,,,,0,1,3,6,,2,4,5,,,,0,300,1,4,,2,4,5,,,,0,1,2,2,2,2,,2,4,5,,,,0,100,2,,2,3,4,5,,,0,1000,1,5,,,,,,,1,50,,80,20,,,2,1,1,2,2,500,,,,,,,1,500,,,,,,,1,2,,
20862,1,1,1,2,,,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,3,,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,100,12,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,1500,2,3,,,,,0,2,,6
20920,1,1,2,1,1,2,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,3,,1,3,,,,,,,,1,1,1,2,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,1000,2,,,,,,,,,,2,,,,,,,,,,,,,500,0,4,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3000,,,,,,,1,2,,2.5
20936,1,3,3,1,1,1,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,0,0,0,0,0,,2,,1,1,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,3,0,10,,,,,,,1,200,1,5,,,,,,,,1,2,,,,,,,,,,,,,0,0,0,,,,,,,1,,1,6,,,,,,,1,200,100,,,,,1,2,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,1
20944,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,1500,1,4,,2,,,,,,0,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,2,10,,3,,,,,,0,400,1,7,,3,,,,,,0,2,,,,,,,,,,,,,300,1,,3,,,,,,0,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,3,,,,,,0,1000,3,,,,,,0,2,,1.5
20981,1,1,2,1,1,2,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,0,0,0,0,0,,2,,1,1,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,2,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,600,,,,,,,1,2000,,,,,,,1,2,,3
