NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ASCLIMA,ASSISMA,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,TRASFAB,TRASFAB_MOT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,DETRIMM1,DETRIMM2,DETRIMM3,DETRIMM4,DETRIMM5,DETRIMM6,DETRIMM7,PROBCLIMA,REDCLIMA,PATCLIMA,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,FONDGAR,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR2_BIS,FMUTRIF2_BIS,MUTUOE2_BIS,MUTUORIF,REAPMUT2_BIS,MUTUORIC2_BIS,PARMUTUO1,PARMUTUO2,PARMUTES1,PARMUTES2,PARFRA1,PARFRA2,NUMFRA1,NUMFRA2,PARANN,PARDEC,PARDUR,PARDUR_1,PARTAS,PARPOSS,PARPOSSCHI,DOCSEZD
949245,1997,1,1,,2,2,1997,1,1,0,0,0,0,0,0,0,1,240000,,,,,,,,1000,,250,1996,2,350000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,3,5,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949246,1986,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,5,12000,,,,,,,,800,,200,1980,2,300000,2,,2,,1,1,1,1,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949256,2021,1,1,,2,2,2017,0,1,0,0,0,0,0,0,0,1,160000,,,,,,,,700,,90,2000,2,170000,1,4,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949264,1999,1,1,,2,2,1999,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,900,,120,1990,2,300000,2,,1,3,1,10,2,,2,,1,2,2,2,2,2,2,20,4,3,2,,2,,,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
949269,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,1000,,150,1995,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,3,,,,,,,0,,,,,,,2
949272,2002,1,1,,2,2,2002,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,500,,78,2002,1,160000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949277,2004,1,1,,2,2,1999,1,0,0,0,0,0,0,0,0,5,1000,,,,,,,,2000,,140,1999,2,400000,2,,2,,2,,1,1,2,,1,2,2,2,2,2,2,20,3,3,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,1,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949280,2016,1,1,,2,2,2016,1,0,0,0,0,0,0,0,0,1,230000,,,,,,,,700,,134,1970,2,300000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,1,1,2,,2,,2,,2,,1,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
949287,2001,1,1,,2,2,2001,1,0,0,0,0,0,0,0,0,5,100000,,,,,,,,500,,100,1980,2,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
949291,2018,5,,,,,,,,,,,,,,,,,,,,,,,1,500,,90,1965,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949292,2015,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,400,1,1,500,2,,2,50,1988,1,100000,2,,1,1,2,,2,,2,,2,2,2,1,2,2,2,5,4,4,2,,,,,1,1,1,1,2,,2,,2,,2,,3,2,2,2,,2,,1,1,1,,,2,1,,,,1,,1,,0,8,,1,5,3,,2
949304,1984,1,1,,2,2,1984,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,600,,90,1984,2,220000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949307,1988,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,630,2,2,,3,,2,99,1982,2,380000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949311,1992,1,1,,2,2,1992,0,1,0,0,0,0,0,0,0,1,230000,,,,,,,,1000,,130,1990,2,500000,2,,1,1,1,7,2,,2,,2,2,2,2,2,2,2,20,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,1,,,2,,,,,,,,,0,,,,,,,2
949318,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,1500,,150,2000,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,1,4,4,2,,2,,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949323,2005,1,1,,2,2,2005,1,1,0,0,0,0,0,0,0,1,290000,,,,,,,,1000,,130,1992,2,300000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,1
949331,2020,1,1,,2,2,2019,1,1,0,0,0,0,0,0,0,1,220000,,,,,,,,1300,,110,1980,2,220000,1,2,1,1,2,,2,,2,,2,2,2,2,2,2,2,30,3,3,2,,1,1,3,2,,1,1,2,,2,,2,,2,,1,1,2,2,,2,,1,2,1,,,2,2,2,,,,,,,0,,,,,,,2
949358,1971,1,1,,2,2,1971,0,1,0,0,0,0,0,0,0,5,10000,,,,,,,,700,,90,1970,2,250000,2,,2,,2,,2,,1,1,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949371,2012,1,1,,1,1,2011,1,0,0,0,0,0,0,0,0,1,210000,,,,,,,,700,,120,2004,2,225000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
949372,2015,1,1,,2,2,2015,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,1100,,180,2010,2,300000,2,,1,1,1,1,2,,2,,2,2,2,2,2,2,2,3,4,4,1,20000,1,1,3,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,2,2,,,,,,,0,,,,,,,2
949410,1993,1,1,,2,2,1993,1,1,0,0,0,0,0,0,0,3,75000,,,,,,,,600,,200,1950,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,3,3,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
949414,1998,1,1,,2,2,1998,1,0,0,0,0,0,0,0,0,1,115000,,,,,,,,700,,130,1970,2,170000,2,,1,1,1,4,2,,2,,2,2,2,2,2,2,2,50,2,2,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949425,2020,1,1,,1,1,2019,1,1,0,0,0,0,0,0,0,1,84500,,,,,,,,1000,,105,1975,2,200000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,40,3,2,2,,1,1,3,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,1,1,1,,,2,,,,,,,,,0,,,,,,,1
949448,1977,1,1,,2,2,1977,1,1,0,0,0,0,0,0,0,5,25000,,,,,,,,500,,180,1977,2,180000,2,,2,,2,,2,,1,1,2,2,2,2,2,2,2,40,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949463,1965,1,1,,2,2,1965,1,0,0,0,0,0,0,0,0,5,25000,,,,,,,,600,,140,1965,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949465,1998,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,800,,125,1970,2,150000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,40,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949474,1976,1,1,,2,2,1976,0,0,0,1,0,0,0,0,0,1,25000,,,,,,,,600,,180,1976,2,130000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949475,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,130000,,,,,,,,2000,,250,1920,2,1000000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949480,2003,1,1,,2,2,2003,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,450,,100,2002,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,1,,,,1,,1,,1982,,25,,2,3,,2
949483,1962,1,1,,1,1,1961,1,1,0,0,0,0,0,0,0,3,200000,,,,,,,,2500,,600,1960,2,1000000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949491,2000,1,1,,1,1,1997,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,400,,120,1890,2,150000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,10,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949493,1988,1,1,,2,2,1995,1,1,0,0,0,0,0,0,0,4,10000,,,,,,,,500,,60,1985,2,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
949495,1959,1,1,,1,1,2006,1,0,0,0,0,0,0,0,0,3,200000,,,,,,,,1200,,240,1957,2,200000,2,,1,10,1,4,1,40,2,,1,1,1,1,2,1,2,5,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949508,1980,1,1,,2,2,1980,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,2000,,300,1950,2,600000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949510,1998,1,1,,2,2,1998,0,1,0,0,0,0,0,0,0,3,200000,,,,,,,,700,,80,1970,2,250000,2,,1,2,2,,2,,2,,1,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949517,1981,1,1,,2,2,1981,1,1,0,0,0,0,0,0,0,3,50000,,,,,,,,1000,,150,1961,2,270000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949518,1962,1,1,,2,2,1961,1,1,0,0,0,0,0,0,0,3,30000,,,,,,,,600,,70,1961,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949521,2017,2,,,,,,,,,,,,,,,,,,,550,1,2,,2,,2,75,1970,1,150000,2,,1,1,2,,1,6,2,,2,2,2,2,2,2,2,5,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,2,,,,,,,0,,,,,,,2
949529,2017,1,1,,2,2,2017,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,1000,,105,1950,2,220000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,2,2,,2,,,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
949534,2002,5,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,2000,,400,1700,2,2000000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949543,1996,1,1,,2,2,1995,0,1,0,0,0,0,0,0,0,1,27000,,,,,,,,400,,75,1970,2,120000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,1,2,1,,,2,,2,,,,,,,0,,,,,,,1
949547,1998,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,1500,,147,1993,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,10,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949549,2015,1,1,,2,2,2015,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,800,,130,1930,2,350000,2,,2,,2,,2,,2,,2,2,2,1,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949550,2019,1,1,,2,2,2019,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,800,,120,1980,2,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
949568,2010,1,1,,1,1,2010,1,0,0,0,0,0,0,0,0,4,250000,,,,,,,,1500,,105,1980,1,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,25,7,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,1,,,,2,,,,0,8,20,,5,1,,2
949584,1990,1,1,,1,1,1990,1,0,0,0,0,0,0,0,0,1,500000,,,,,,,,1800,,180,1950,2,1200000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,50,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949587,2019,1,2,20,2,2,2010,1,0,0,0,0,0,0,0,0,3,450000,2,,,,,,,1500,,130,1964,2,650000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,75,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949590,2008,1,1,,1,1,2008,1,1,0,0,0,0,0,0,0,1,1000000,,,,,,,,7500,,600,1940,2,2500000,2,,2,,1,2,2,,2,,2,2,2,2,2,2,2,50,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949595,2021,1,1,,1,1,2020,1,1,0,0,0,0,0,0,0,5,250000,,,,,,,,1500,,200,2020,2,800000,2,,1,4,2,,2,,2,,2,2,2,2,2,2,2,50,4,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949599,2004,1,1,,1,1,2015,1,1,0,0,0,0,0,0,0,1,600000,,,,,,,,1500,,192,1970,2,750000,2,,1,6,1,3,2,,2,,2,2,2,2,2,2,2,50,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
949649,1997,1,1,,1,1,1997,1,0,0,0,0,0,0,0,0,3,110000,,,,,,,,1000,,100,1950,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949653,2000,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,600,1,2,,2,,2,70,1990,1,175000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,3,3,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949674,2012,2,,,,,,,,,,,,,,,,,,,650,1,2,,2,,2,50,1970,1,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
949711,1961,1,1,,2,2,1999,1,1,0,0,0,0,0,0,0,2,200000,,,,,,,,1000,,110,1914,2,500000,2,,1,1,1,2,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949717,1992,1,1,,1,1,1992,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,1200,,170,1950,2,400000,1,5,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949720,1997,1,1,,1,1,1997,0,1,0,0,0,0,0,0,0,1,260000,,,,,,,,1200,,220,1995,2,330000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,25,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949756,2012,2,,,,,,,,,,,,,,,,,,,250,1,1,800,4,,2,90,1980,2,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,4,2,,,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
949781,2006,1,1,,2,2,2022,1,0,0,0,0,0,0,0,0,4,200000,,,,,,,,700,,80,1958,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,2,,,2,,1,1,2,,1,1,2,,2,,,1,2,2,,2,,1,2,1,,,2,1,,,,1,,1,,2005,,15,,2,1,,2
949857,1996,1,1,,2,2,1996,1,0,0,0,0,0,0,0,0,1,70000,,,,,,,,400,,65,1974,1,110000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949858,1954,1,1,,2,2,1954,0,1,0,0,0,0,0,0,0,1,15000,,,,,,,,500,,83,1954,1,150000,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949859,1950,1,1,,1,2,1986,1,0,0,0,0,0,0,0,0,1,12500,,,,,,,,300,,81,1910,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949860,2019,5,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,350,,50,1967,1,75000,2,,1,1,2,,2,,2,,2,2,2,2,1,2,2,30,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949862,2003,1,1,,2,2,2003,1,0,0,0,0,0,0,0,0,3,55000,,,,,,,,500,,80,1910,1,85000,1,4,2,,2,,2,,2,,2,2,2,2,1,2,2,40,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949887,2015,1,1,,2,2,2015,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,500,,100,2003,2,160000,2,,1,1,2,,2,,2,,2,2,2,2,2,1,2,50,5,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,2,,,,,,,0,,,,,,,2
949908,2018,1,1,,2,2,2018,1,1,0,0,0,0,0,0,0,1,350000,,,,,,,,1200,,90,1900,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949919,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,250000,,,,,,,,800,,100,1970,2,300000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,70,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949920,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,400000,,,,,,,,1500,,180,2000,2,500000,2,,1,4,2,,2,,2,,2,2,2,2,2,2,2,70,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949924,1998,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,1,250000,,,,,,,,1600,,200,1990,2,400000,2,,1,3,2,,2,,2,,2,2,2,2,2,2,2,45,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949928,2012,1,1,,2,2,2012,1,1,0,0,0,0,0,0,0,1,500000,,,,,,,,1500,,220,1990,2,600000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,60,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,3,,,,,,,0,,,,,,,2
949947,2016,1,1,,2,2,2016,1,1,0,0,0,0,0,0,0,1,400000,,,,,,,,1800,,200,1980,2,500000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
949952,2014,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,650,1,2,,3,,2,75,1960,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,3,3,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949960,1996,1,1,,2,2,2005,0,1,0,0,0,0,0,0,0,1,270000,,,,,,,,1000,,130,1964,2,350000,2,,2,,2,,2,,2,,2,1,2,2,2,2,2,20,4,4,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949962,1978,1,1,,2,2,1978,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,2000,,140,1975,2,500000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949973,2020,1,1,,1,2,2018,1,0,0,0,0,0,0,0,0,1,650000,,,,,,,,1500,,140,2018,2,600000,2,,1,4,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949978,1995,1,1,,2,2,1995,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,1000,,200,1900,2,800000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,80,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949982,2014,2,,,,,,,,,,,,,,,,,,,600,1,2,,2,,2,80,1960,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,2,,,,,,,0,,,,,,,2
949996,2015,1,1,,2,2,2015,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,800,,100,1960,2,150000,2,,1,3,2,,2,,2,,2,2,2,2,2,2,2,9,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
950002,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,2000,,150,1990,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
950064,1978,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,350,,120,1978,1,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
950067,2004,1,1,,2,2,2004,1,0,0,0,0,0,0,0,0,3,180000,,,,,,,,500,,120,1990,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
950075,1982,1,1,,2,2,1982,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,450,,80,1980,1,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,45,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
950077,1996,1,1,,2,2,1996,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,500,,100,1990,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,80,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
950079,2000,1,2,50,2,2,2010,0,1,0,0,0,0,0,0,0,3,150000,2,,,,,,,400,,100,1990,2,220000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,1,,,2,3,3,,,,,,,0,,,,,,,2
950081,2007,1,1,,2,2,2007,0,1,0,0,0,0,0,0,0,2,50000,,,,,,,,350,,80,2007,1,100000,1,3,2,,2,,2,,2,,2,2,2,2,2,2,2,30,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
