NQUEST,NORD,INTPER,NATTIVITA,PARTIME,CONTRATT,TUTTANNO,MESILAV,ATTEST,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,YLNMC,CONTAZ2_1,CONTAZ2_2,AMMCONTAZ_1,AMMCONTAZ_1_1,AMMCONTAZ_2,AMMCONTAZ_2_1
1020741,3,1,1,1,2,1,,1,2,40,2,,14000,2,,,2,2,,,,
1020741,4,1,1,1,1,1,,1,2,40,2,,13000,2,,,2,2,,,,
1020742,2,1,1,1,1,1,,1,1,40,2,,13200,2,,,2,2,,,,
1020749,2,1,1,1,1,1,,1,2,40,2,,13500,2,,,2,2,,,,
1020749,3,3,1,1,2,1,,1,2,40,2,,13000,2,,,2,2,,,,
1020751,3,1,1,1,1,1,,1,2,40,2,,13200,2,,,2,2,,,,
1020756,1,1,1,2,2,1,,1,2,18,2,,8800,2,,,2,2,,,,
1020756,2,1,1,1,1,1,,1,2,36,2,,14500,2,,,2,2,,,,
1020756,4,1,1,1,2,2,3,1,2,40,2,,2500,2,,,2,2,,,,
1020764,2,1,1,1,1,1,,1,8,40,2,,14500,2,,,2,2,,,,
1020764,3,1,1,1,1,1,,1,2,40,2,,15000,2,,,2,2,,,,
1020778,1,1,1,1,1,2,9,1,2,40,2,,12600,2,,,2,2,,,,
1020789,1,1,1,1,1,1,,1,2,40,2,,25000,2,,,2,2,,,,
1020789,4,1,1,1,1,1,,1,1,36,2,,13200,2,,,2,2,,,,
1020789,5,1,1,1,2,2,3,1,4,36,2,,3600,2,,,2,2,,,,
1020790,1,1,1,1,1,1,,1,8,18,2,,15000,2,,,2,2,,,,
1020792,2,2,1,1,1,1,,1,7,40,2,,18000,2,,,2,2,,,,
1020792,3,2,1,1,2,2,1,1,4,40,2,,1100,2,,,2,2,,,,
1020801,1,2,1,1,1,1,,1,6,40,2,,14000,2,,,2,2,,,,
1020801,2,2,1,1,1,1,,1,2,40,2,,21000,2,,,2,2,,,,
1020805,1,1,1,1,1,1,,1,6,40,2,,15600,2,,,2,2,,,,
1020805,3,1,1,2,2,1,,1,1,8,2,,4800,2,,,2,2,,,,
1020808,2,1,1,1,1,1,,1,1,40,2,,15600,2,,,2,2,,,,
1020810,1,1,1,1,1,1,,1,2,36,2,,12000,2,,,2,2,,,,
1020864,3,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
1020887,2,1,1,1,1,1,,1,8,40,2,,21000,1,2000,,2,2,,,,
1020906,1,1,1,1,1,1,,1,3,40,2,,19000,2,,,2,2,,,,
1020941,2,1,1,1,1,1,,1,2,40,2,,22000,2,,,2,2,,,,
1021026,1,1,1,1,1,1,,1,8,40,2,,24000,2,,,2,2,,,,
1021026,3,1,1,1,1,1,,1,8,40,2,,20000,2,,,2,2,,,,
1021026,4,2,1,1,1,1,,1,6,40,2,,19000,2,,,2,2,,,,
1021054,1,1,1,1,1,1,,1,4,40,2,,26000,2,,,2,2,,,,
1021054,2,1,1,1,1,1,,1,8,26,2,,19500,2,,,2,2,,,,
1021067,2,1,1,1,1,1,,1,1,40,2,,10400,2,,,2,2,,,,
1021125,1,1,1,1,1,1,,1,7,40,1,0,25000,1,700,,1,2,150,,,
1021125,2,1,1,1,1,1,,1,6,40,2,,17000,2,,,2,2,,,,
1021189,3,1,1,1,1,1,,1,4,40,2,,16000,2,,,2,2,,,,
1021219,2,1,1,1,1,1,,1,8,26,2,,22000,2,,,2,2,,,,
1021249,2,1,1,1,1,1,,1,2,40,1,0,16000,1,200,,2,2,,,,
1021252,1,1,1,1,1,1,,1,2,38,1,1,15000,2,,,2,2,,,,
1021252,2,1,1,1,1,1,,1,4,40,1,1,15000,2,,,2,2,,,,
1021252,3,1,1,1,1,1,,1,4,32,1,1,16000,2,,,2,2,,,,
1021252,4,1,1,1,2,2,9,1,2,34,2,,10000,2,,,2,2,,,,
1021288,1,1,1,1,1,1,,1,2,40,1,1,15000,2,,,2,2,,,,
1021288,2,1,1,1,1,1,,1,4,42,1,1,15000,1,150,,2,2,,,,
1021288,3,1,1,1,1,1,,1,4,40,1,1,14000,2,,,2,2,,,,
1021290,1,1,1,1,1,1,,1,2,40,2,,16000,2,,,2,2,,,,
1021300,2,1,1,2,2,2,10,1,2,42,2,,14500,2,,,2,2,,,,
1021353,2,1,1,1,1,1,,1,8,30,2,,19200,2,,,1,2,500,,,
1021361,1,1,1,2,2,1,,1,3,24,2,,7200,2,,,2,2,,,,
1021361,2,2,1,1,1,1,,1,8,38,2,,20000,2,,,2,2,,,,
1021376,1,1,1,1,1,1,,1,2,40,2,,16000,2,,,2,2,,,,
1021376,2,1,1,2,1,1,,1,4,30,2,,13500,2,,,2,2,,,,
1021378,2,1,1,1,1,1,,1,8,30,2,,20000,2,,,2,2,,,,
1021397,1,1,1,1,2,1,,1,2,38,2,,20000,2,,,2,2,,,,
1021398,1,1,1,1,1,1,,1,4,42,1,1,21000,2,,,2,2,,,,
1021398,2,1,1,1,2,2,9,1,2,40,1,0,13000,2,,,2,2,,,,
1021410,2,2,1,1,1,1,,1,1,38,2,,14000,2,,,2,2,,,,
1021410,3,2,1,1,2,2,10,1,1,32,2,,12000,2,,,2,2,,,,
1021410,4,2,1,2,2,2,10,1,1,32,2,,11000,2,,,2,2,,,,
1021444,2,1,1,1,1,1,,1,4,40,1,0,15500,2,,,2,2,,,,
1021474,1,1,1,1,2,1,,1,2,42,1,0,15000,2,,,2,2,,,,
1021585,1,1,1,1,1,1,,1,5,40,1,1,22000,2,,,2,2,,,,
1021606,1,1,1,2,2,2,9,1,2,36,2,,7500,2,,,2,2,,,,
1021612,1,1,1,1,1,1,,1,2,40,1,1,16000,1,100,,2,2,,,,
1021615,1,1,1,1,1,1,,1,7,45,1,5,26000,1,1800,Ticket,1,2,,1,,
1021615,2,2,1,1,1,1,,1,6,36,1,2,12000,2,,,2,2,,,,
1021617,2,2,1,1,1,1,,1,3,32,1,1,17500,2,,,2,2,,,,
1021620,1,1,1,1,1,1,,1,4,42,1,0,18000,2,,,2,2,,,,
1021620,2,2,1,1,1,1,,1,3,36,2,,16000,1,150,,2,2,,,,
1021625,1,1,1,1,1,1,,1,6,42,1,0,150000,2,,,2,2,,,,
1021625,2,1,1,1,1,1,,1,3,40,1,0,40000,2,,,2,2,,,,
1021635,1,1,1,1,1,1,,1,3,40,1,1,22500,1,200,,2,2,,,,
1021642,1,1,1,1,1,1,,1,3,32,2,,17500,2,,,2,2,,,,
1021673,3,1,1,1,2,2,10,1,2,42,1,1,15000,2,,,2,2,,,,
1021911,1,2,1,1,1,1,,1,4,32,1,1,17500,2,,,2,2,,,,
1021911,2,1,1,1,2,1,,1,2,36,1,2,18000,2,,,2,2,,,,
1021953,2,2,1,1,1,1,,1,2,38,1,1,16500,2,,,2,2,,,,
1021954,3,3,1,1,1,1,,1,3,38,1,0,14000,2,,,2,2,,,,
1021957,2,2,1,1,1,1,,1,4,36,2,,16000,2,,,2,2,,,,
1021974,2,1,1,1,2,2,9,1,2,36,1,0,11500,2,,,2,2,,,,
1021988,2,1,1,1,1,1,,1,4,38,2,,16000,2,,,2,2,,,,
1022013,1,1,1,1,1,1,,1,3,38,1,0,16000,2,,,2,2,,,,
1022013,2,1,1,1,1,1,,1,4,40,2,,15900,2,,,2,2,,,,
1022015,2,1,1,1,1,1,,1,4,40,2,,16000,2,,,2,2,,,,
1022015,3,1,1,1,1,1,,1,4,36,2,,15500,2,,,2,2,,,,
1022019,1,1,1,1,1,2,9,1,6,40,1,0,12000,2,,,2,2,,,,
1022019,2,1,1,1,1,1,,1,6,38,1,1,16000,2,,,2,2,,,,
1022023,2,2,1,1,1,1,,1,2,40,1,1,15500,2,,,2,2,,,,
1022067,1,2,1,1,1,1,,1,5,40,1,6,17000,2,,,2,2,,,,
1022067,2,2,1,1,1,1,,1,6,38,1,4,16500,2,,,2,2,,,,
1022067,4,2,1,1,1,1,,1,3,36,2,,15800,2,,,2,2,,,,
1022070,1,4,1,1,1,1,,1,4,42,1,1,16000,2,,,2,2,,,,
1022070,3,4,1,1,1,1,,1,1,36,2,,15500,2,,,2,2,,,,
1022082,3,1,1,1,1,1,,1,7,40,1,0,22000,2,,,2,2,,,,
1022137,1,1,1,1,1,1,,1,2,40,2,,22400,2,,,2,2,,,,
1022137,2,1,1,2,1,1,,1,2,24,2,,14000,2,,,1,2,,1,,
1022148,1,1,1,1,1,1,,1,7,38,1,1,30000,1,480,,1,2,,1,,
1022148,2,1,1,1,1,1,,1,5,24,2,,20800,2,,,2,2,,,,
1022159,1,1,1,1,1,1,,1,7,40,2,,21300,2,,,1,2,,1,,
1022160,1,1,1,1,1,1,,1,7,37,2,,36000,1,1680,,1,2,,1,,
1022160,2,1,1,1,1,1,,1,7,36,1,5,30000,1,280,,2,2,,,,
1022164,1,1,1,1,1,1,,1,6,18,2,,36000,2,,,2,2,,,,
1022178,1,1,1,2,2,1,,1,7,30,2,,9520,2,,,2,2,,,,
1022178,2,1,1,1,1,1,,1,7,40,2,,14000,2,,,2,2,,,,
1022220,4,1,1,2,2,2,4,1,1,24,2,,2400,2,,,2,2,,,,
1022222,3,1,1,1,2,1,,1,8,40,2,,17000,2,,,2,2,,,,
1022244,2,1,1,1,1,1,,1,7,40,2,,15600,2,,,2,2,,,,
1022270,1,1,1,1,1,1,,1,8,36,2,,23000,2,,,2,2,,,,
1022280,1,1,1,1,1,1,,1,7,40,2,,30000,2,,,2,2,,,,
1022280,3,1,1,1,1,1,,1,7,40,2,,25000,1,2200,,2,2,,,,
1022288,1,1,1,1,1,1,,1,8,18,2,,24000,2,,,2,2,,,,
1022301,1,1,1,1,1,1,,1,2,40,2,,15600,2,,,2,2,,,,
1022301,3,1,1,1,1,1,,1,7,40,2,,4000,1,480,,2,2,,,,
1022303,1,1,1,1,1,1,,1,2,40,2,,19600,2,,,2,2,,,,
1022303,3,1,1,1,2,2,7,1,7,40,2,,8400,2,,,2,2,,,,
1022304,2,1,1,1,2,2,6,1,4,40,2,,4800,2,,,2,2,,,,
1022314,1,1,1,1,1,1,,1,7,50,2,,65000,1,1870,,1,2,1400,,,
1022318,2,2,1,2,1,1,,1,6,30,2,,30000,1,400,,2,2,,,,
1022352,1,1,1,1,1,1,,1,8,50,1,14,40000,2,,,2,2,,,,
1022352,2,1,1,1,1,1,,1,7,40,2,,25000,2,,,2,2,,,,
1022357,2,1,1,1,1,1,,1,2,42,2,,15600,2,,,2,2,,,,
1022372,1,1,1,1,1,1,,1,7,40,2,,23000,2,,,2,2,,,,
1022376,2,2,1,2,2,2,3,1,2,6,2,,3000,2,,,2,2,,,,
1022382,1,1,1,1,2,1,,1,6,60,2,,10800,2,,,2,2,,,,
1022382,2,1,1,1,1,1,,1,7,45,2,,14400,2,,,2,2,,,,
1022382,3,1,1,2,2,2,9,1,6,60,2,,8100,2,,,2,2,,,,
1022387,1,1,1,1,1,1,,1,5,18,2,,2000,2,,,2,2,,,,
1022389,1,1,1,1,1,1,,1,6,25,2,,18000,2,,,2,2,,,,
1022389,2,2,1,1,1,1,,1,6,40,1,10,24000,2,,,2,2,,,,
1022443,1,1,1,1,2,1,,1,3,48,2,,14000,2,,,2,2,,,,
1022486,2,1,1,1,1,1,,1,6,40,2,,24000,2,,,2,2,,,,
1022579,1,1,1,1,1,1,,1,7,38,2,,28000,1,1650,,1,1,,1,,1
1022612,1,1,1,1,1,1,,1,7,38,2,,33500,1,100,,1,1,,1,,1
1022612,2,2,1,2,1,1,,1,7,26,2,,12500,1,70,,2,2,,,,
1022622,1,1,1,1,1,1,,1,4,32,2,,28000,2,,,1,1,,1,,1
1022622,3,1,1,2,1,1,,1,1,25,1,0,6000,2,,,2,2,,,,
1022625,2,1,1,1,1,1,,1,8,35,2,,35000,2,,,2,2,,,,
1022626,3,2,1,1,2,1,,1,2,40,2,,12500,2,,,2,2,,,,
1022642,3,2,1,1,1,1,,1,1,36,2,,8500,2,,,2,2,,,,
1022642,5,5,1,2,2,2,6,1,5,36,2,,3933,2,,,2,2,,,,
1022644,2,1,1,1,1,1,,1,7,40,2,,45500,1,1540,,1,2,,1,,
1022683,2,2,1,1,1,1,,1,5,40,2,,25000,2,,,2,2,,,,
1022717,1,1,1,2,1,1,,1,5,15,2,,12350,2,,,2,2,,,,
1022718,2,1,1,1,1,1,,1,8,40,2,,20000,2,,,1,2,,1,,
1022750,1,1,1,1,1,1,,1,5,40,1,1,15723,1,2400,,2,2,,,,
1022750,2,2,1,1,2,2,5,1,5,40,2,,4000,2,,,2,1,,,2000,
1022758,3,2,1,1,1,1,,1,2,40,2,,17000,2,,,2,2,,,,
1022791,1,1,1,1,1,1,,1,7,36,2,,35000,2,,,2,2,,,,
1022792,3,1,1,1,1,1,,1,1,36,2,,12000,2,,,2,2,,,,
1022795,2,1,1,1,1,1,,1,2,40,2,,18000,2,,,2,2,,,,
1022795,3,1,1,1,1,1,,1,6,36,2,,20000,2,,,2,2,,,,
1022821,2,1,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
1022843,1,1,1,1,2,2,1,1,1,1,2,,100,2,,,2,2,,,,
1022863,3,3,1,1,2,2,7,2,7,10,2,,12600,2,,,2,2,,,,
1022876,4,4,1,1,1,1,,1,8,40,1,6,42000,2,,,1,2,,1,,
1022945,3,1,1,2,1,1,,1,1,25,2,,12000,2,,,2,2,,,,
1022951,1,1,1,1,1,1,,1,6,36,1,2,45500,1,850,,2,2,,,,
1022951,2,2,1,2,1,1,,1,2,20,2,,12000,2,,,2,2,,,,
1022971,1,1,1,1,1,1,,1,2,40,2,,27000,2,,,2,2,,,,
1022971,2,1,1,2,1,1,,1,5,25,2,,11000,2,,,2,2,,,,
1022985,1,1,1,1,1,1,,1,6,38,2,,29000,1,1640,,2,2,,,,
1022985,2,1,1,1,1,1,,1,7,36,2,,42000,2,,,2,2,,,,
1022992,2,2,1,2,1,1,,1,7,30,2,,13500,2,,,2,2,,,,
1023008,1,1,1,1,1,1,,1,7,36,1,1,27000,2,,,2,2,,,,
1023020,3,3,1,2,2,3,,1,2,42,2,,1400,2,,,1,2,,1,,
1023020,3,3,2,2,2,3,,1,2,42,2,,1300,2,,,1,2,,1,,
1023020,4,4,1,1,1,1,,1,3,44,2,,18000,2,,,1,2,,1,,
1023039,2,1,1,1,1,1,,1,2,30,2,,14300,2,,,2,2,,,,
1023040,2,1,1,1,2,3,,1,8,18,2,,1300,2,,,2,2,,,,
1023040,3,1,1,1,2,2,2,1,1,34,2,,650,2,,,2,2,,,,
1023040,4,1,1,1,2,2,2,1,1,30,2,,500,2,,,2,2,,,,
1023043,1,1,1,2,1,1,,1,2,35,2,,16800,2,,,2,2,,,,
1023047,1,2,1,2,1,1,,1,2,24,2,,12000,2,,,2,2,,,,
1023060,1,1,1,1,1,1,,1,2,40,2,,15600,2,,,2,2,,,,
1023084,1,1,1,1,1,1,,1,8,40,1,10,27000,1,70,,2,2,,,,
1023103,1,1,1,1,1,1,,1,7,40,2,,20000,2,,,1,2,,1,,
1023103,2,1,1,2,2,1,,1,7,30,1,3,8000,2,,,2,2,,,,
1023202,3,2,1,1,1,1,,1,5,40,1,5,16900,2,,,2,2,,,,
1023205,2,2,1,2,1,1,,1,7,21,1,5,8450,2,,,2,2,,,,
1023205,3,1,1,2,2,2,6,1,5,24,2,,2000,2,,,2,2,,,,
1023226,2,2,1,1,1,1,,1,7,48,2,,53000,2,,,2,2,,,,
1023247,2,1,1,2,2,1,,1,2,20,2,,6000,2,,,2,2,,,,
1023247,3,1,1,1,1,1,,1,2,36,2,,20000,2,,,2,2,,,,
1023281,2,2,1,2,1,1,,1,1,20,2,,6000,2,,,2,2,,,,
1023298,1,1,1,2,2,2,1,1,1,84,2,,1200,2,,,2,2,,,,
1023302,1,1,1,1,1,1,,1,1,50,2,,15500,2,,,2,1,,,,1
1023302,2,1,1,1,2,2,8,1,2,42,2,,12100,2,,,2,2,,,,
1023310,1,1,1,2,1,1,,1,7,34,2,,20800,2,,,1,2,1000,,,
1023310,2,1,1,1,1,1,,1,5,40,2,,31200,2,,,1,2,1100,,,
1023315,1,1,1,1,2,2,5,1,1,20,2,,5000,2,,,2,2,,,,
1023317,2,1,1,1,1,1,,1,5,25,2,,17000,2,,,1,2,1200,,,
1023334,1,1,1,1,1,1,,1,8,40,1,4,28600,2,,,1,2,250,,,
1023346,2,2,1,2,2,1,,1,4,20,2,,7200,2,,,2,2,,,,
1023346,3,3,1,2,2,1,,1,1,30,2,,6000,2,,,2,2,,,,
1023350,1,1,1,1,2,2,9,1,2,40,2,,19500,2,,,2,2,,,,
1023350,2,1,1,2,2,2,6,1,8,30,2,,15600,2,,,2,2,,,,
1023350,3,1,1,1,2,1,,1,1,36,2,,18200,2,,,2,2,,,,
1023365,2,1,1,1,1,1,,1,8,36,2,,16000,2,,,2,2,,,,
1023369,2,2,1,1,1,1,,1,5,18,2,,2000,2,,,2,2,,,,
1023377,2,1,1,1,1,1,,1,4,40,2,,18200,2,,,2,2,,,,
1023377,3,1,1,1,1,1,,1,8,38,2,,19500,2,,,2,2,,,,
1023396,1,1,1,1,1,1,,1,3,40,2,,16000,1,1000,,2,2,,,,
1023413,1,1,1,1,2,1,,1,1,40,2,,6000,2,,,2,2,,,,
1023456,1,1,1,1,1,1,,1,2,37,2,,22000,2,,,2,2,,,,
1023456,3,1,1,1,2,1,,1,8,48,2,,20000,2,,,2,2,,,,
1023467,2,1,1,1,1,1,,1,8,40,2,,18000,2,,,2,2,,,,
1023548,2,2,1,1,1,1,,1,8,24,2,,22000,2,,,2,2,,,,
1023548,3,1,1,1,1,1,,1,6,40,2,,20000,2,,,2,2,,,,
1023571,1,1,1,1,1,1,,1,8,40,2,,35000,2,,,2,2,,,,
1023576,1,1,1,2,2,1,,1,2,10,2,,4000,2,,,2,2,,,,
1023576,2,1,1,1,1,1,,1,2,36,2,,12000,2,,,2,2,,,,
1023599,1,1,1,1,1,2,2,1,8,35,2,,2600,2,,,1,2,200,,,
1023599,2,1,1,2,2,1,,1,6,32,2,,9600,2,,,2,2,,,,
1023613,3,1,1,2,2,3,,1,8,18,2,,6000,2,,,2,2,,,,
1023613,4,1,1,1,2,2,8,1,8,18,2,,12000,2,,,2,2,,,,
1023634,1,1,1,1,1,1,,1,8,36,1,2,22000,2,,,1,2,250,,,
1023650,1,1,1,1,1,1,,1,2,36,2,,15500,2,,,2,2,,,,
1023693,2,1,1,1,1,1,,1,8,24,2,,20000,2,,,2,2,,,,
1023693,3,1,1,1,1,1,,1,4,48,2,,18000,2,,,2,2,,,,
1023693,4,1,1,2,2,3,,1,4,42,2,,4500,2,,,2,2,,,,
1023740,1,1,1,1,1,1,,1,8,18,2,,18000,2,,,2,2,,,,
1023740,2,2,1,1,1,1,,1,8,24,2,,18000,2,,,2,2,,,,
1023749,1,1,1,2,1,1,,1,4,24,2,,7800,2,,,2,2,,,,
1023764,2,1,1,1,1,2,7,1,8,36,2,,11500,1,1500,,2,2,,,,
1023768,1,1,1,2,2,2,3,1,2,48,2,,3300,2,,,2,2,,,,
1023768,2,1,1,2,2,2,3,1,4,48,2,,3300,2,,,2,2,,,,
1023775,1,1,1,1,1,1,,1,7,40,1,2,22500,1,1600,,2,2,,,,
1023775,4,1,1,2,1,1,,1,1,24,2,,10000,2,,,2,2,,,,
1023784,3,1,1,1,1,1,,1,8,36,1,4,22000,1,1500,,2,2,,,,
1023805,1,1,1,2,2,2,9,1,4,56,2,,7200,2,,,2,2,,,,
1023810,1,1,1,2,2,2,6,1,5,40,2,,5500,2,,,2,2,,,,
1023810,1,1,2,2,2,3,,1,5,48,2,,2500,2,,,2,2,,,,
1023890,2,1,1,2,2,3,,1,7,20,2,,8400,2,,,2,2,,,,
1023890,3,1,1,2,2,3,,1,7,20,2,,8400,2,,,2,2,,,,
1023958,5,2,1,2,1,1,,1,1,25,2,,10000,2,,,2,2,,,,
1023966,2,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
1023980,1,1,1,1,1,1,,1,8,36,1,3,22000,1,840,,2,2,,,,
1023996,2,2,1,1,1,1,,1,6,38,2,,20000,2,,,2,2,,,,
1024061,1,1,1,1,1,1,,1,2,36,2,,15000,2,,,1,2,,1,,
1024061,2,1,1,2,2,3,,1,7,24,2,,10000,2,,,2,2,,,,
1024164,2,1,1,1,1,1,,1,8,20,2,,26000,2,,,2,2,,,,
1024191,2,1,1,1,1,1,,1,8,20,1,10,25000,2,,,2,2,,,,
1024218,1,1,1,1,1,1,,1,7,40,2,,31000,2,,,1,1,1000,,3000,
1024218,2,1,1,1,1,1,,1,8,37,2,,38000,1,500,,2,2,,,,
1024240,1,1,1,1,1,1,,1,8,40,2,,23000,2,,,2,2,,,,
1024240,2,1,1,2,1,1,,1,7,20,2,,9500,2,,,2,2,,,,
1024243,2,2,1,1,1,1,,1,8,40,2,,20000,2,,,2,2,,,,
1024243,3,3,1,1,2,1,,1,2,40,2,,12000,2,,,2,2,,,,
1024261,2,1,1,1,1,1,,1,8,36,1,0,25000,1,600,,2,2,,,,
1024281,1,1,1,2,2,3,,1,2,40,2,,2800,2,,,2,2,,,,
1024281,1,1,2,2,2,3,,1,2,40,2,,2000,2,,,2,2,,,,
1024281,1,1,3,2,2,3,,1,3,40,2,,1800,2,,,2,2,,,,
1024429,3,1,1,1,1,1,,1,2,36,2,,24000,2,,,2,2,,,,
1024429,5,1,1,1,2,2,6,1,2,36,2,,11000,2,,,2,2,,,,
1024554,1,1,1,1,1,1,,1,3,36,2,,19300,2,,,2,2,,,,
1024555,2,1,1,1,1,1,,1,5,36,1,4,25000,2,,,2,2,,,,
1024566,2,2,1,1,1,1,,1,1,40,2,,20000,2,,,2,1,,,4000,
1024582,1,1,1,1,1,1,,1,8,36,2,,23400,2,,,1,2,,1,,
1024583,3,1,1,1,1,1,,1,8,36,1,4,19000,1,200,,2,1,,,500,
1024616,1,1,1,1,1,1,,1,2,36,2,,22500,2,,,2,2,,,,
1024635,1,1,1,1,1,1,,1,5,38,2,,24000,2,,,1,2,200,,,
1024652,2,1,1,1,1,1,,1,8,18,2,,20000,2,,,2,2,,,,
1024653,1,1,1,1,1,1,,1,8,38,2,,26000,1,2500,,2,2,,,,
1024725,1,1,1,1,1,1,,1,8,36,1,3,38000,1,1500,,2,2,,,,
1024725,2,1,1,1,1,1,,1,4,36,2,,26000,2,,,2,2,,,,
1024752,3,3,1,1,1,1,,1,7,36,2,,22000,2,,,2,2,,,,
1024752,4,3,1,1,1,1,,1,1,40,2,,8000,2,,,2,2,,,,
1024762,1,1,1,2,1,1,,1,1,25,2,,7000,2,,,2,2,,,,
1024762,2,1,1,1,2,1,,1,2,36,2,,22000,2,,,2,2,,,,
1024773,1,1,1,1,1,1,,1,4,36,2,,32000,1,6936,Auto aziendale,1,2,200,,,
1024773,2,2,1,1,1,1,,1,6,36,2,,36000,1,6936,Auto aziendale,1,2,200,,,
1024784,1,1,1,2,2,3,,1,1,15,2,,7500,2,,,2,2,,,,
1024913,1,1,1,1,1,1,,1,2,60,2,,18000,2,,,2,2,,,,
1024917,2,1,1,1,1,1,,1,1,48,2,,12000,2,,,2,2,,,,
1025101,1,1,1,2,2,1,,1,1,20,2,,10000,2,,,2,2,,,,
1025127,1,2,1,1,1,1,,1,8,40,2,,18000,2,,,2,2,,,,
1025127,3,2,1,1,1,1,,1,3,35,2,,18000,2,,,2,2,,,,
1025127,4,2,1,1,1,1,,1,8,25,2,,10000,2,,,2,2,,,,
1025162,2,2,1,2,2,1,,1,2,24,2,,7200,2,,,2,2,,,,
1025162,3,2,1,1,1,1,,1,4,48,2,,15000,2,,,2,2,,,,
1025169,1,2,1,1,1,1,,1,2,40,2,,12000,2,,,2,2,,,,
1025199,2,1,1,1,2,1,,1,4,40,2,,15000,2,,,2,2,,,,
1025226,1,1,1,1,1,1,,1,5,40,2,,25000,2,,,2,2,,,,
1025234,1,1,1,1,2,1,,1,8,18,2,,15000,2,,,2,2,,,,
1025234,2,1,1,1,1,1,,1,2,30,2,,15000,2,,,2,2,,,,
1025294,1,1,1,1,1,1,,1,8,36,2,,16000,2,,,2,2,,,,
1025419,1,1,1,1,1,1,,1,8,40,2,,25000,1,500,,2,2,,,,
1025512,2,1,1,1,2,1,,1,8,30,2,,20000,2,,,2,2,,,,
1025537,1,1,1,1,1,1,,1,8,36,2,,22000,2,,,1,2,,1,,
1025551,1,1,1,1,1,1,,1,2,48,2,,13000,2,,,2,2,,,,
1025568,1,1,1,1,1,1,,1,8,36,2,,28000,2,,,2,2,,,,
1025568,2,1,1,1,1,1,,1,2,36,2,,16000,2,,,2,2,,,,
1025568,3,1,1,1,1,1,,1,6,42,2,,30000,2,,,2,2,,,,
1025583,2,1,1,1,1,1,,1,4,30,2,,18200,2,,,2,2,,,,
1025623,1,1,1,2,2,1,,1,2,24,2,,4000,2,,,2,2,,,,
1025623,2,1,1,2,2,1,,1,2,24,2,,3000,2,,,2,2,,,,
1025951,5,3,1,1,1,1,,1,6,40,2,,19000,1,200,,2,2,,,,
1025974,3,1,1,2,2,1,,1,3,30,2,,15600,2,,,2,2,,,,
1026021,1,1,1,1,1,1,,1,8,37,1,5,15500,2,,,2,2,,,,
1026021,2,1,1,1,1,1,,1,8,35,1,0,14664,2,,,1,2,,1,,
1026059,1,1,1,2,1,1,,1,2,25,2,,12000,2,,,2,2,,,,
1026063,3,1,1,2,2,1,,1,1,36,2,,10000,2,,,2,2,,,,
1026150,3,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
1026164,4,1,1,1,1,1,,1,3,40,2,,30800,2,,,2,2,,,,
1026174,2,1,1,1,2,2,10,1,8,25,2,,17000,2,,,2,2,,,,
1026310,3,1,1,1,1,1,,1,4,40,2,,5000,2,,,2,2,,,,
1026314,3,1,1,1,1,1,,1,8,32,2,,20800,2,,,2,2,,,,
1026493,3,1,1,1,2,1,,1,8,30,2,,22000,2,,,1,1,,1,,1
1026540,2,1,1,1,1,1,,1,6,40,2,,14500,2,,,2,2,,,,
1026565,2,1,1,1,1,1,,1,1,40,2,,12000,2,,,2,2,,,,
1026569,3,1,1,1,1,1,,1,2,40,2,,15000,2,,,2,2,,,,
1026609,2,2,1,1,1,1,,1,8,36,1,0,25000,2,,,2,2,,,,
1026633,2,1,1,2,2,2,8,1,7,40,1,6,8000,1,400,,2,2,,,,
1026637,3,1,1,1,1,1,,1,4,40,2,,7000,2,,,2,2,,,,
1026658,3,1,1,1,1,1,,1,2,40,2,,12000,2,,,2,2,,,,
1026693,2,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
1026696,1,1,1,1,1,1,,1,1,55,2,,14300,2,,,2,2,,,,
1026696,3,1,1,1,2,2,6,1,3,50,2,,1200,2,,,2,2,,,,
1026697,2,1,1,1,2,1,,1,2,50,2,,19500,2,,,2,2,,,,
1026719,2,1,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
1026729,3,1,1,1,1,1,,1,5,36,2,,15600,2,,,2,2,,,,
1026740,1,1,1,1,1,1,,1,4,36,2,,17000,2,,,2,2,,,,
1026740,2,1,1,1,1,1,,1,3,22,2,,19500,2,,,2,2,,,,
1026759,3,3,1,2,2,2,6,1,7,24,1,2,3600,2,,,2,2,,,,
1026759,3,3,2,2,2,2,5,1,7,24,1,1,3000,2,,,2,2,,,,
1026760,2,1,1,1,1,1,,1,2,40,2,,15000,2,,,2,2,,,,
1026782,1,1,1,1,2,2,10,1,2,50,2,,15000,2,,,2,2,,,,
1026782,2,1,1,1,1,1,,1,2,40,2,,12000,2,,,2,2,,,,
1026808,1,1,1,1,1,1,,1,7,44,2,,22000,2,,,2,2,,,,
1026808,3,1,1,2,2,2,6,1,2,70,2,,3600,2,,,2,2,,,,
