NQUEST,NORD,SEX,PARENT,ANASC,MOTENT,NORDP,STACIV,STUDIO,TIPODIP,TIPOLAU,SALUTE,CRONIC,INVALID,APQUAL,ASNONOC,APSETT,INTPER,NCOMP,ETA,IREG,AREA5,AREA3,ACOM4C,CLETA,NPERC,PESOFL,NASCREG,NASCAREA
24849,1,2,1,1944,,1,2,2,,,3,2,2,1,,9,1,4,51,16,4,3,2,4,1,2.1002319386,16,3
24849,2,1,3,1972,,2,1,3,,,4,2,2,12,1,3,,4,23,16,4,3,2,1,1,2.1002319386,16,3
24849,3,2,5,1970,,3,1,3,,,4,2,2,11,,,,4,25,16,4,3,2,1,1,2.1002319386,16,3
24849,4,2,5,1993,,4,2,1,,,4,2,2,18,,,,4,2,16,4,3,2,1,1,2.1002319386,16,3
24853,1,1,1,1957,,1,1,3,,,4,2,2,2,,9,1,4,38,11,3,2,2,2,2,0.3425339769,16,3
24853,2,2,2,1962,,2,1,5,5,,4,1,2,13,,,2,4,33,11,3,2,2,2,2,0.3425339769,16,3
24853,3,2,3,1986,,3,2,1,,,4,2,2,17,,,,4,9,11,3,2,2,1,2,0.3425339769,16,3
24853,4,2,3,1991,,4,2,1,,,4,2,2,18,,,,4,4,11,3,2,2,1,2,0.3425339769,11,2
24860,1,1,1,1947,,1,1,5,2,,4,2,2,10,,4,1,4,48,11,3,2,2,3,2,0.3620498014,11,2
24860,2,2,2,1952,,2,1,7,,9,4,2,2,3,,9,,4,43,11,3,2,2,3,2,0.3620498014,13,3
24860,3,1,3,1978,,3,2,3,,,4,2,2,17,,,,4,17,11,3,2,2,1,2,0.3620498014,13,3
24860,4,2,3,1983,,4,2,2,,,4,2,2,17,,,,4,12,11,3,2,2,1,2,0.3620498014,11,2
24885,1,2,1,1933,,1,4,3,,,1,1,1,16,,,1,2,62,15,4,3,3,4,1,1.4386582257,8,1
24885,2,2,3,1969,,2,2,5,5,,4,2,2,17,,,,2,26,15,4,3,3,1,1,1.4386582257,15,3
24909,1,1,1,1915,,1,1,3,,,4,2,2,15,2,9,1,2,80,6,2,1,2,5,2,0.7870317531,6,1
24909,2,2,2,1922,,2,1,3,,,4,2,2,16,,,,2,73,6,2,1,2,5,2,0.7870317531,6,1
24911,1,1,1,1937,,2,4,5,3,,4,2,2,6,,7,1,2,58,6,2,1,2,4,2,0.7370081921,8,1
24911,2,2,4,1902,,1,4,5,2,,2,2,1,16,,,,2,93,6,2,1,2,5,2,0.7370081921,8,1
24912,1,2,1,1960,,1,1,5,3,,4,2,2,2,,9,1,2,35,6,2,1,2,2,2,0.9442155096,6,1
24912,2,1,2,1960,,2,1,5,3,,4,2,2,4,,8,,2,35,6,2,1,2,2,2,0.9442155096,6,1
24919,1,1,1,1936,,1,1,7,,4,4,2,2,3,,9,1,4,59,6,2,1,2,4,1,0.7642259592,5,1
24919,2,2,2,1941,,2,1,5,2,,4,2,2,13,,,,4,54,6,2,1,2,4,1,0.7642259592,5,1
24919,3,1,3,1969,,3,2,7,,4,4,2,2,19,,,,4,26,6,2,1,2,1,1,0.7642259592,5,1
24919,4,1,3,1974,,4,2,5,2,,4,2,2,17,,,,4,21,6,2,1,2,1,1,0.7642259592,5,1
24920,1,2,1,1917,,1,4,5,2,,4,1,2,15,2,5,1,1,78,6,2,1,2,5,1,0.7977426168,6,1
24921,1,1,1,1904,,1,1,5,2,,4,2,2,15,5,9,1,2,91,6,2,1,2,5,1,0.7954005208,6,1
24921,2,2,2,1914,,2,1,3,,,4,2,2,13,,,,2,81,6,2,1,2,5,1,0.7954005208,6,1
24924,1,2,1,1964,,1,1,5,2,,4,2,2,1,,7,1,4,31,6,2,1,2,2,2,0.8970226898,6,1
24924,2,1,2,1960,,2,1,5,2,,3,2,2,10,,7,,4,35,6,2,1,2,2,2,0.8970226898,6,1
24924,3,2,3,1989,,3,2,1,,,4,2,2,17,,,,4,6,6,2,1,2,1,2,0.8970226898,6,1
24924,4,1,3,1991,,4,2,1,,,4,1,2,18,,,,4,4,6,2,1,2,1,2,0.8970226898,6,1
24931,1,1,1,1952,,1,1,3,,,3,1,2,2,,4,1,4,43,11,3,2,0,3,3,0.8777785746,11,2
24931,2,2,2,1957,,2,1,5,2,,3,2,2,2,,4,2,4,38,11,3,2,0,2,3,0.8777785746,11,2
24931,3,2,3,1981,,3,2,3,,,4,2,2,17,,,,4,14,11,3,2,0,1,3,0.8777785746,11,2
24931,4,1,3,1988,,4,2,1,,,4,2,2,17,,,,4,7,11,3,2,0,1,3,0.8777785746,11,2
24940,1,1,1,1951,,1,1,2,,,3,2,2,1,,2,1,5,44,11,3,2,0,3,3,0.8822353048,15,3
24940,2,2,2,1958,,2,1,2,,,3,2,2,12,1,2,2,5,37,11,3,2,0,2,3,0.8822353048,15,3
24940,3,1,3,1979,,3,2,3,,,4,2,2,1,,2,3,5,16,11,3,2,0,1,3,0.8822353048,15,3
24940,4,1,3,1982,,4,2,2,,,4,2,2,17,,,,5,13,11,3,2,0,1,3,0.8822353048,15,3
24940,5,1,3,1983,,5,2,2,,,4,2,2,17,,,,5,12,11,3,2,0,1,3,0.8822353048,15,3
24942,1,1,1,1955,,1,1,3,,,4,2,2,2,,9,1,4,40,11,3,2,0,2,1,0.883652548,11,2
24942,2,2,2,1963,,2,1,3,,,4,2,2,13,,,,4,32,11,3,2,0,2,1,0.883652548,11,2
24942,3,2,3,1985,,3,2,1,,,4,2,2,17,,,,4,10,11,3,2,0,1,1,0.883652548,11,2
24942,4,2,3,1993,,4,2,1,,,4,2,2,18,,,,4,2,11,3,2,0,1,1,0.883652548,11,2
24947,1,1,1,1957,,1,1,5,3,,3,2,2,1,,2,1,3,38,11,3,2,0,2,1,0.9246762528,,
24947,2,2,2,1960,,2,1,5,3,,4,2,2,13,,,,3,35,11,3,2,0,2,1,0.9246762528,,
24947,3,1,3,1984,,3,2,2,,,5,2,2,17,,,,3,11,11,3,2,0,1,1,0.9246762528,,
24948,1,1,1,1948,,1,1,2,,,3,2,2,1,,3,1,4,47,11,3,2,0,3,1,0.8328786231,11,2
24948,2,2,2,1956,,2,1,3,,,3,1,2,13,,,,4,39,11,3,2,0,2,1,0.8328786231,15,3
24948,3,1,3,1982,,3,2,2,,,4,2,2,17,,,,4,13,11,3,2,0,1,1,0.8328786231,15,3
24948,4,2,3,1991,,4,2,1,,,5,2,2,18,,,,4,4,11,3,2,0,1,1,0.8328786231,11,2
24949,1,1,1,1950,,1,1,3,,,4,2,2,9,,4,1,4,45,11,3,2,0,3,2,0.9618657284,11,2
24949,2,2,2,1957,,2,1,3,,,4,2,2,9,,4,2,4,38,11,3,2,0,2,2,0.9618657284,11,2
24949,3,2,3,1978,,3,2,3,,,4,2,2,17,,,,4,17,11,3,2,0,1,2,0.9618657284,11,2
24949,4,2,3,1987,,4,2,1,,,4,2,2,17,,,,4,8,11,3,2,0,1,2,0.9618657284,11,2
24967,1,2,1,1922,,1,2,7,,9,4,1,2,15,3,9,1,1,73,9,3,2,2,5,1,0.5593051194,9,2
24974,1,1,1,1947,,1,1,5,2,,4,2,2,4,,6,1,4,48,9,3,2,0,3,2,1.5413213243,9,2
24974,2,2,2,1950,,2,1,5,5,,4,2,2,3,,9,,4,45,9,3,2,0,3,2,1.5413213243,9,2
24974,3,1,3,1974,,3,2,5,2,,5,2,2,11,,,,4,21,9,3,2,0,1,2,1.5413213243,9,2
24974,4,2,3,1980,,4,2,3,,,5,2,2,17,,,,4,15,9,3,2,0,1,2,1.5413213243,9,2
24979,1,1,1,1942,,1,1,2,,,5,2,2,8,,4,1,3,53,9,3,2,0,4,2,1.8359153861,9,2
24979,2,2,2,1939,,2,1,2,,,5,2,2,13,,,,3,56,9,3,2,0,4,2,1.8359153861,9,2
24979,3,2,5,1916,,3,4,2,,,4,2,2,16,,,,3,79,9,3,2,0,5,2,1.8359153861,9,2
24980,1,1,1,1915,,1,1,2,,,2,1,1,15,1,9,1,2,80,9,3,2,0,5,2,1.6285243689,9,2
24980,2,2,2,1920,,2,1,1,,,1,2,2,15,1,9,,2,75,9,3,2,0,5,2,1.6285243689,9,2
24984,1,1,1,1954,,1,1,3,,,5,2,2,1,,2,1,3,41,9,3,2,0,3,2,1.8780787004,9,2
24984,2,2,2,1956,,2,1,3,,,5,2,2,1,,2,,3,39,9,3,2,0,2,2,1.8780787004,9,2
24984,3,2,3,1980,,3,2,3,,,5,2,2,17,,,,3,15,9,3,2,0,1,2,1.8780787004,9,2
25007,1,1,1,1937,,1,1,7,,6,4,2,2,15,2,9,1,2,58,19,5,3,2,4,2,0.4330925561,19,3
25007,2,2,2,1934,,2,1,5,2,,4,2,2,15,2,7,2,2,61,19,5,3,2,4,2,0.4330925561,19,3
25020,1,1,1,1913,,1,1,5,5,,3,2,2,15,3,9,1,2,82,19,5,3,2,5,2,0.4639786241,19,3
25020,2,2,2,1923,,2,1,2,,,3,2,2,15,2,9,2,2,72,19,5,3,2,5,2,0.4639786241,19,3
25079,1,1,1,1954,,1,1,3,,,3,2,2,2,,9,1,4,41,16,4,3,2,3,1,1.0259641175,16,3
25079,2,2,2,1962,,2,1,5,2,,3,2,2,13,,,,4,33,16,4,3,2,2,1,1.0259641175,16,3
25079,3,1,3,1984,,3,2,2,,,3,2,2,17,,,,4,11,16,4,3,2,1,1,1.0259641175,16,3
25079,4,1,3,1992,,4,2,1,,,3,2,2,18,,,,4,3,16,4,3,2,1,1,1.0259641175,16,3
25081,1,1,1,1956,,1,1,3,,,4,1,2,2,,9,1,3,39,16,4,3,2,2,2,0.9694773129,16,3
25081,2,2,2,1957,,2,1,5,5,,4,2,2,3,,9,2,3,38,16,4,3,2,2,2,0.9694773129,16,3
25081,3,2,3,1989,,3,2,1,,,4,2,2,17,,,,3,6,16,4,3,2,1,2,0.9694773129,16,3
25083,1,1,1,1920,,1,1,2,,,4,1,2,16,,,1,2,75,16,4,3,2,5,2,0.9158291008,16,3
25083,2,2,2,1918,,2,1,1,,,4,1,2,16,,,2,2,77,16,4,3,2,5,2,0.9158291008,16,3
25084,1,1,1,1931,,1,1,2,,,3,1,2,16,,,1,2,64,16,4,3,2,4,2,0.7846949747,16,3
25084,2,2,2,1932,,2,1,2,,,3,1,2,16,,,2,2,63,16,4,3,2,4,2,0.7846949747,16,3
25085,1,1,1,1933,,1,1,3,,,3,1,2,15,2,9,1,2,62,16,4,3,2,4,1,0.7764388449,15,3
25085,2,2,2,1936,,2,1,3,,,1,1,2,13,,,,2,59,16,4,3,2,4,1,0.7764388449,16,3
25087,1,1,1,1931,,1,1,2,,,4,1,2,15,1,2,1,2,64,16,4,3,2,4,2,0.7846949747,16,3
25087,2,2,2,1933,,2,1,2,,,2,1,2,15,2,9,2,2,62,16,4,3,2,4,2,0.7846949747,16,3
25090,1,1,1,1936,,1,1,5,2,,4,1,2,15,2,9,1,3,59,16,4,3,2,4,2,0.8746967053,16,3
25090,2,2,2,1938,,2,1,2,,,4,2,2,15,2,9,2,3,57,16,4,3,2,4,2,0.8746967053,16,3
25090,3,2,3,1970,,4,2,7,,6,5,2,2,11,,,,3,25,16,4,3,2,1,2,0.8746967053,16,3
25128,1,1,1,1958,,1,1,5,2,,5,2,2,2,,9,1,4,37,19,5,3,1,2,2,3.0704870616,19,3
25128,2,2,2,1961,,2,1,5,1,,5,2,2,2,,9,,4,34,19,5,3,1,2,2,3.0704870616,19,3
25128,3,1,3,1983,,3,2,2,,,5,2,2,17,,,,4,12,19,5,3,1,1,2,3.0704870616,19,3
25128,4,1,3,1992,,4,2,1,,,5,2,2,18,,,,4,3,19,5,3,1,1,2,3.0704870616,19,3
25133,1,1,1,1953,,1,1,3,,,5,2,2,8,,4,1,4,42,19,5,3,1,3,1,3.5670415788,19,3
25133,2,2,2,1956,,2,1,2,,,5,2,2,13,,,,4,39,19,5,3,1,2,1,3.5670415788,19,3
25133,3,1,3,1975,,3,2,3,,,5,2,2,11,,,,4,20,19,5,3,1,1,1,3.5670415788,19,3
25133,4,2,3,1977,,4,2,3,,,5,2,2,11,,,,4,18,19,5,3,1,1,1,3.5670415788,19,3
25134,1,1,1,1926,,1,1,2,,,3,2,2,15,2,9,1,2,69,19,5,3,1,5,1,2.583462916,19,3
25134,2,2,2,1932,,2,1,3,,,4,2,2,13,,,,2,63,19,5,3,1,4,1,2.583462916,19,3
25137,1,1,1,1958,,1,1,3,,,5,2,2,8,,4,1,2,37,19,5,3,1,2,1,3.8668009695,19,3
25137,2,2,2,1964,,2,1,3,,,5,2,2,13,,,,2,31,19,5,3,1,2,1,3.8668009695,19,3
25138,1,1,1,1950,,1,1,5,6,,3,2,2,2,,9,1,6,45,19,5,3,1,3,2,2.8402396486,19,3
25138,2,2,2,1956,,2,1,2,,,5,2,2,13,,,,6,39,19,5,3,1,2,2,2.8402396486,19,3
25138,3,2,3,1974,,3,2,5,2,,4,2,2,11,,,,6,21,19,5,3,1,1,2,2.8402396486,19,3
25138,4,1,3,1983,,4,2,2,,,5,2,2,17,,,,6,12,19,5,3,1,1,2,2.8402396486,19,3
25138,5,2,5,1927,,5,4,2,,,3,1,2,16,,,,6,68,19,5,3,1,5,2,2.8402396486,19,3
25138,6,1,3,1973,2,,2,3,,,5,2,2,11,,,,6,22,19,5,3,1,1,2,2.8402396486,19,3
25141,1,2,1,1946,,1,2,5,2,,4,2,2,2,,4,1,1,49,19,5,3,1,3,1,2.4341311227,19,3
25142,1,1,1,1964,,1,2,5,3,,5,2,2,17,,,1,3,31,19,5,3,1,2,2,2.8234236523,19,3
25142,2,2,4,1929,,3,4,5,5,,5,2,2,15,2,9,,3,66,19,5,3,1,5,2,2.8234236523,,
25142,3,1,5,1963,,4,2,5,3,,5,2,2,17,,,,3,32,19,5,3,1,2,2,2.8234236523,19,3
25145,1,1,1,1952,,1,1,3,,,5,2,2,8,,4,1,4,43,19,5,3,1,3,1,3.5670415788,19,3
25145,2,2,2,1962,,2,1,5,1,,4,1,2,13,,,,4,33,19,5,3,1,2,1,3.5670415788,19,3
25145,3,1,3,1985,,3,2,2,,,5,2,2,17,,,,4,10,19,5,3,1,1,1,3.5670415788,19,3
25145,4,2,3,1994,1,,2,1,,,5,2,2,18,,,,4,1,19,5,3,1,1,1,3.5670415788,19,3
25148,1,1,1,1950,,1,1,5,2,,5,2,2,2,,6,1,3,45,19,5,3,1,3,2,2.602277026,19,3
25148,2,2,2,1962,,2,1,5,5,,5,2,2,2,,9,,3,33,19,5,3,1,2,2,2.602277026,19,3
25148,3,2,3,1985,,3,2,2,,,5,2,2,17,,,,3,10,19,5,3,1,1,2,2.602277026,19,3
25238,1,1,1,1944,,1,1,3,,,4,2,2,1,,2,1,2,51,8,2,1,0,4,1,1.7882117854,8,1
25238,2,2,2,1946,,2,1,3,,,4,2,2,13,,,,2,49,8,2,1,0,3,1,1.7882117854,8,1
25240,1,1,1,1942,,1,1,2,,,4,2,2,1,,4,1,5,53,16,4,3,2,4,1,1.9561657937,16,3
25240,2,2,2,1950,,2,1,2,,,4,2,2,13,,,,5,45,16,4,3,2,3,1,1.9561657937,16,3
25240,3,2,3,1974,,3,2,5,2,,5,2,2,17,,,,5,21,16,4,3,2,1,1,1.9561657937,16,3
25240,4,1,3,1975,,4,2,3,,,5,2,2,11,,,,5,20,16,4,3,2,1,1,1.9561657937,16,3
25240,5,2,3,1977,,5,2,3,,,5,2,2,17,,,,5,18,16,4,3,2,1,1,1.9561657937,16,3
25245,1,1,1,1968,,1,1,3,,,4,2,2,1,,3,1,4,27,16,4,3,0,1,1,1.6891988315,16,3
25245,2,2,2,1971,,2,1,3,,,3,2,2,12,1,8,,4,24,16,4,3,0,1,1,1.6891988315,16,3
25245,3,1,3,1988,,3,2,1,,,4,2,2,17,,,,4,7,16,4,3,0,1,1,1.6891988315,16,3
25245,4,2,3,1995,1,,2,1,,,4,2,2,18,,,,4,0,16,4,3,0,1,1,1.6891988315,16,3
25309,1,2,1,1923,,1,4,3,,,4,2,2,15,8,1,1,1,72,19,5,3,1,5,1,0.9616770226,19,3
25322,1,2,1,1932,,1,4,2,,,3,1,2,16,,,1,2,63,19,5,3,1,4,1,0.8982645079,19,3
25322,2,2,3,1974,,2,2,5,3,,3,1,2,17,,,,2,21,19,5,3,1,1,1,0.8982645079,19,3
25373,1,1,1,1927,,1,1,5,2,,4,2,2,15,2,9,1,4,68,8,2,1,1,5,3,0.3679946573,8,1
25373,2,2,2,1934,,2,1,2,,,4,2,2,15,1,1,,4,61,8,2,1,1,4,3,0.3679946573,8,1
25373,3,2,3,1967,,3,2,7,,4,5,2,2,17,,,,4,28,8,2,1,1,1,3,0.3679946573,8,1
25373,4,1,3,1970,,4,2,5,2,,4,2,1,17,,,,4,25,8,2,1,1,1,3,0.3679946573,8,1
25425,1,1,1,1952,,1,1,3,,,4,2,2,1,,2,1,4,43,1,1,1,3,3,2,1.0769472303,20,3
25425,2,2,2,1954,,2,1,5,1,,5,2,2,4,,7,,4,41,1,1,1,3,3,2,1.0769472303,1,1
25425,3,1,3,1981,,3,2,3,,,5,2,2,17,,,,4,14,1,1,1,3,1,2,1.0769472303,1,1
25425,4,2,3,1989,,4,2,1,,,5,2,2,17,,,,4,6,1,1,1,3,1,2,1.0769472303,1,1
25429,1,1,1,1947,,1,1,5,2,,5,2,2,4,,2,1,6,48,1,1,1,3,3,3,0.8804943372,1,1
25429,2,2,2,1950,,2,1,5,3,,5,2,2,2,,9,,6,45,1,1,1,3,3,3,0.8804943372,7,1
25429,3,2,3,1977,,3,2,3,,,5,2,2,17,,,,6,18,1,1,1,3,1,3,0.8804943372,7,1
25429,4,1,3,1981,,4,2,3,,,5,2,2,17,,,,6,14,1,1,1,3,1,3,0.8804943372,1,1
25429,5,2,3,1983,,5,2,2,,,5,2,2,17,,,,6,12,1,1,1,3,1,3,0.8804943372,1,1
25429,6,2,4,1923,,6,4,2,,,4,2,2,16,,,,6,72,1,1,1,3,5,3,0.8804943372,7,1
25435,1,1,1,1956,,1,1,5,2,,4,2,2,4,,2,1,2,39,1,1,1,3,2,2,1.1674494122,1,1
25435,2,2,2,1964,,2,1,7,,3,5,2,2,6,,9,2,2,31,1,1,1,3,2,2,1.1674494122,1,1
25439,1,1,1,1932,,1,1,3,,,5,2,2,15,1,2,1,3,63,1,1,1,3,4,2,0.8874707846,,
25439,2,2,2,1933,,2,1,2,,,5,2,2,13,,,,3,62,1,1,1,3,4,2,0.8874707846,6,1
25439,3,2,3,1972,,3,2,5,3,,5,2,2,17,,,,3,23,1,1,1,3,1,2,0.8874707846,1,1
25443,1,1,1,1938,,1,1,5,2,,4,2,2,15,2,9,1,4,57,1,1,1,3,4,2,0.8735160695,1,1
25443,2,2,2,1942,,2,1,3,,,4,2,2,8,,4,2,4,53,1,1,1,3,4,2,0.8735160695,1,1
25443,3,1,3,1970,,3,2,5,3,,4,2,2,17,,,,4,25,1,1,1,3,1,2,0.8735160695,1,1
25443,4,1,3,1974,,4,2,5,3,,4,2,2,17,,,,4,21,1,1,1,3,1,2,0.8735160695,1,1
25444,1,2,1,1950,,1,3,5,2,,3,2,2,12,8,4,1,2,45,1,1,1,3,3,1,1.0837812876,1,1
25444,2,1,3,1981,,2,2,3,,,3,2,2,17,,,,2,14,1,1,1,3,1,1,1.0837812876,1,1
25448,1,2,1,1936,,2,4,3,,,4,2,2,15,8,4,1,2,59,1,1,1,3,4,2,1.0479181211,1,1
25448,2,1,3,1971,,3,2,3,,,5,2,2,8,,4,,2,24,1,1,1,3,1,2,1.0479181211,1,1
25463,1,1,1,1956,,1,2,7,,3,5,2,2,2,,9,1,1,39,8,2,1,2,2,1,0.6270197135,8,1
25602,1,2,1,1961,,1,1,7,,7,5,2,2,2,,9,1,3,34,3,1,1,3,2,2,1.8397441639,3,1
25602,2,1,2,1962,,2,1,7,,6,5,2,2,2,,7,,3,33,3,1,1,3,2,2,1.8397441639,7,1
25602,3,2,3,1993,,3,2,1,,,5,2,2,18,,,,3,2,3,1,1,3,1,2,1.8397441639,3,1
25610,1,1,1,1948,,1,1,7,,6,5,2,2,4,,6,1,3,47,9,3,2,2,3,2,0.5707403255,9,2
25610,2,2,2,1952,,2,1,5,2,,5,2,2,4,,9,,3,43,9,3,2,2,3,2,0.5707403255,9,2
25610,3,2,3,1983,,3,2,2,,,5,2,2,17,,,,3,12,9,3,2,2,1,2,0.5707403255,9,2
25625,1,2,1,1925,,1,4,7,,9,3,2,1,15,3,9,1,1,70,9,3,2,2,5,1,0.5593051194,15,3
25634,1,2,1,1964,,1,2,7,,7,5,2,2,4,,6,1,2,31,9,3,2,2,2,2,0.6622388328,9,2
25634,2,2,4,1930,,2,4,3,,,5,1,2,16,,,2,2,65,9,3,2,2,4,2,0.6622388328,9,2
25649,1,1,1,1920,,1,1,5,2,,4,1,2,15,2,2,1,2,75,9,3,2,2,5,1,0.5948136873,9,2
25649,2,2,2,1927,,2,1,2,,,4,1,2,13,,,,2,68,9,3,2,2,5,1,0.5948136873,9,2
25681,1,1,1,1961,,2,1,5,2,,4,2,2,1,,4,1,2,34,8,2,1,2,2,2,0.6513645756,8,1
25681,2,2,2,1962,,1,1,8,,9,4,2,2,17,,,2,2,33,8,2,1,2,2,2,0.6513645756,11,2
25723,1,2,1,1959,,1,2,5,3,,5,2,2,1,,8,1,1,36,8,2,1,2,2,1,0.6634552837,8,1
25727,1,2,1,1943,,1,3,3,,,3,1,2,2,,4,1,3,52,8,2,1,2,4,3,0.544581554,12,2
25727,2,2,3,1969,,2,2,5,2,,4,1,2,17,,,,3,26,8,2,1,2,1,3,0.544581554,8,1
25727,3,2,4,1910,,3,4,1,,,2,1,1,16,,,3,3,85,8,2,1,2,5,3,0.544581554,6,1
25753,1,2,1,1939,,1,1,7,,9,4,2,2,3,,9,1,4,56,16,4,3,2,4,2,0.6030523785,16,3
25753,2,1,2,1938,,2,1,7,,9,4,2,2,3,,9,,4,57,16,4,3,2,4,2,0.6030523785,16,3
25753,3,1,3,1969,,3,2,5,3,,4,2,2,17,,,,4,26,16,4,3,2,1,2,0.6030523785,16,3
25753,4,1,3,1974,,4,2,5,2,,4,1,2,17,,,,4,21,16,4,3,2,1,2,0.6030523785,16,3
25754,1,1,1,1928,,1,1,3,,,4,2,2,15,1,9,1,4,67,16,4,3,2,5,2,0.6504786691,16,3
25754,2,2,2,1935,,2,1,5,5,,4,2,2,13,,,,4,60,16,4,3,2,4,2,0.6504786691,16,3
25754,3,1,3,1961,,3,2,5,3,,4,2,2,2,,9,,4,34,16,4,3,2,2,2,0.6504786691,16,3
25754,4,1,3,1966,,4,2,7,,9,4,2,2,11,,,,4,29,16,4,3,2,1,2,0.6504786691,16,3
25756,1,1,1,1931,,1,1,2,,,3,2,2,8,,4,1,3,64,16,4,3,2,4,2,0.6493353162,16,3
25756,2,2,2,1935,,2,1,2,,,4,1,2,15,9,4,2,3,60,16,4,3,2,4,2,0.6493353162,16,3
25756,3,1,3,1969,,4,2,5,2,,4,2,2,17,,,,3,26,16,4,3,2,1,2,0.6493353162,16,3
25759,1,1,1,1948,,1,1,5,2,,4,2,2,2,,9,1,4,47,16,4,3,2,3,1,0.6332592254,16,3
25759,2,2,2,1955,,2,1,3,,,4,2,2,13,,,,4,40,16,4,3,2,2,1,0.6332592254,16,3
25759,3,2,3,1974,,3,2,5,2,,4,2,2,17,,,,4,21,16,4,3,2,1,1,0.6332592254,16,3
25759,4,1,3,1979,,4,2,3,,,4,2,2,17,,,,4,16,16,4,3,2,1,1,0.6332592254,16,3
25760,1,1,1,1959,,1,1,5,2,,4,1,2,2,,5,1,4,36,16,4,3,2,2,1,0.7078425695,16,3
25760,2,2,2,1959,,2,1,7,,9,2,1,1,12,3,9,,4,36,16,4,3,2,2,1,0.7078425695,16,3
25760,3,2,3,1985,,3,2,2,,,4,2,2,17,,,,4,10,16,4,3,2,1,1,0.7078425695,16,3
25760,4,1,3,1991,,4,2,1,,,4,2,2,18,,,,4,4,16,4,3,2,1,1,0.7078425695,16,3
25765,1,1,1,1924,,1,1,1,,,3,1,2,15,1,1,1,2,71,16,4,3,2,5,2,0.6387039423,16,3
25765,2,2,2,1929,,2,1,1,,,3,1,2,16,,,2,2,66,16,4,3,2,5,2,0.6387039423,16,3
25766,1,2,1,1958,,1,1,3,,,4,2,2,13,,,1,4,37,16,4,3,2,2,2,0.6420914665,16,3
25766,2,1,2,1946,,2,1,5,2,,4,2,2,4,,9,,4,49,16,4,3,2,3,2,0.6420914665,16,3
25766,3,2,3,1982,,3,2,3,,,4,2,2,17,,,,4,13,16,4,3,2,1,2,0.6420914665,16,3
25766,4,2,3,1989,,4,2,1,,,4,2,2,17,,,,4,6,16,4,3,2,1,2,0.6420914665,16,3
25767,1,1,1,1958,,1,1,5,2,,5,2,2,10,,2,1,4,37,16,4,3,2,2,2,0.8174799289,16,3
25767,2,2,2,1961,,2,1,3,,,5,2,2,1,,2,,4,34,16,4,3,2,2,2,0.8174799289,16,3
25767,3,1,3,1983,,3,2,2,,,5,2,2,17,,,,4,12,16,4,3,2,1,2,0.8174799289,16,3
25767,4,2,3,1990,,4,2,1,,,5,2,2,18,,,,4,5,16,4,3,2,1,2,0.8174799289,16,3
25768,1,2,1,1948,,1,1,3,,,4,2,2,13,,,1,3,47,16,4,3,2,3,2,0.567178612,16,3
25768,2,1,2,1943,,2,1,3,,,4,2,2,2,,9,2,3,52,16,4,3,2,4,2,0.567178612,16,3
25768,3,1,3,1975,,4,2,5,2,,4,2,2,19,,,,3,20,16,4,3,2,1,2,0.567178612,16,3
25842,1,1,1,1954,,1,1,4,,,4,2,2,1,,1,1,4,41,19,5,3,0,3,1,10.256955086,19,3
25842,2,2,2,1960,,2,1,2,,,4,1,2,13,,,,4,35,19,5,3,0,2,1,10.256955086,19,3
25842,3,1,3,1990,,3,2,1,,,4,2,2,18,,,,4,5,19,5,3,0,1,1,10.256955086,19,3
25842,4,2,3,1993,,4,2,1,,,4,2,2,18,,,,4,2,19,5,3,0,1,1,10.256955086,19,3
25883,1,2,1,1935,,1,4,2,,,4,2,2,15,1,8,1,2,60,3,1,1,3,4,2,1.7650228226,3,1
25883,2,1,3,1964,,2,2,3,,,5,2,2,2,,5,2,2,31,3,1,1,3,2,2,1.7650228226,3,1
25887,1,1,1,1929,,1,4,3,,,4,2,2,15,1,2,1,2,66,3,1,1,3,5,2,1.9027016426,3,1
25887,2,2,3,1960,,2,2,5,6,,5,1,2,2,,9,,2,35,3,1,1,3,2,2,1.9027016426,3,1
25897,1,1,1,1931,,1,1,5,2,,4,1,2,15,8,4,1,2,64,7,1,1,2,4,2,0.3405839383,6,1
25897,2,2,2,1939,,2,1,2,,,4,2,2,8,,4,,2,56,7,1,1,2,4,2,0.3405839383,6,1
25898,1,2,1,1959,,1,1,5,2,,4,2,2,3,,9,1,4,36,7,1,1,2,2,2,0.4773887884,16,3
25898,2,1,2,1955,,2,1,5,2,,4,2,2,4,,3,,4,40,7,1,1,2,2,2,0.4773887884,7,1
25898,3,2,3,1983,,3,2,2,,,4,2,2,17,,,,4,12,7,1,1,2,1,2,0.4773887884,7,1
25898,4,2,3,1990,,4,2,1,,,4,2,2,18,,,,4,5,7,1,1,2,1,2,0.4773887884,7,1
25903,1,1,1,1949,,1,1,2,,,4,2,2,1,,5,1,4,46,3,1,1,0,3,3,2.9874604384,3,1
25903,2,2,2,1952,,2,1,3,,,4,2,2,1,,2,2,4,43,3,1,1,0,3,3,2.9874604384,17,3
25903,3,2,3,1974,,3,2,5,2,,4,2,2,1,,2,3,4,21,3,1,1,0,1,3,2.9874604384,3,1
25903,4,1,3,1977,,4,2,3,,,5,2,2,17,,,,4,18,3,1,1,0,1,3,2.9874604384,3,1
25905,1,1,1,1931,,1,1,5,2,,3,2,2,15,2,2,1,4,64,3,1,1,0,4,4,2.9479418981,3,1
