NQUEST,NORD,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE
257388,1,1,1993,2200,13,2,0,80
257389,1,1,1988,2500,13,2,0,100
257389,3,3,1966,1000,13,2,0,
257471,1,1,1983,42,12,2,0,
257471,1,8,1985,2100,13,2,0,94
257491,1,12,1978,800,12,2,0,
257630,1,1,1994,2200,13,2,0,80
257630,2,1,1995,280,13,2,0,100
257631,1,5,1982,2300,13,1,70,90
257633,1,15,1983,3800,13,2,0,70
257653,2,1,1983,1000,13,2,0,40
257653,3,4,1988,350,13,2,0,
257676,1,3,1992,3900,13,1,300,
257707,2,15,1993,5200,13,2,0,80
257716,1,15,1994,700,13,2,0,
257716,2,15,1994,400,13,2,0,
257719,1,1,1988,600,13,2,0,45
257719,2,1,1985,700,13,2,0,50
257742,1,15,1987,2300,13,2,0,80
257742,2,1,1986,600,13,2,0,
257745,1,2,1970,650,13,2,0,
257745,2,1,1964,1230,13,2,0,60
258016,1,1,1980,850,13,2,0,70
258016,2,1,1978,700,13,2,0,
258023,1,1,1977,750,13,2,0,
258031,1,1,1989,1100,13,2,0,70
258031,2,1,1993,700,13,2,0,50
258032,1,1,1987,600,13,2,0,40
258032,2,1,1984,900,13,2,0,60
258032,3,1,1966,530,13,2,0,
258032,3,3,1987,300,13,2,0,
258033,1,1,1979,650,13,2,0,
258033,1,3,1982,600,13,2,0,
258039,1,1,1985,400,13,2,0,
258039,1,3,1981,400,13,2,0,
258040,1,1,1992,1290,13,2,0,80
258057,1,14,1981,900,13,2,0,
258076,1,1,1988,800,13,2,0,60
258076,2,1,1987,600,13,2,0,50
259017,1,1,1982,1000,13,2,0,70
259017,2,1,1987,600,13,2,0,
259025,1,1,1978,1300,13,2,0,70
259029,1,1,1985,1200,13,2,0,80
259043,1,1,1990,1250,13,2,0,70
259043,2,4,1995,330,13,1,2100,
259049,1,3,1990,1300,13,2,0,
261007,1,1,1973,1600,13,2,0,75
261007,2,1,1976,560,13,2,0,
261009,1,3,1990,600,13,2,0,
261009,1,1,1991,525,13,2,0,45
261024,1,3,1982,800,13,2,0,
261024,1,1,1972,340,13,2,0,
261042,1,1,1990,2000,13,2,0,75
261048,4,1,1976,700,13,2,0,40
261048,4,3,1976,90,13,2,0,
261049,1,2,1989,610,13,2,0,
261082,1,1,1980,580,13,2,0,
261082,1,3,1986,96,13,2,0,
262005,1,4,1972,610,13,1,2000,
262005,1,3,1980,170,13,2,0,
262031,1,1,1975,1200,13,2,0,80
262031,2,4,1980,611,13,2,0,
262031,3,2,1984,611,13,2,0,
262032,1,3,1971,800,13,2,0,
262032,1,1,1977,640,13,2,0,70
262040,1,1,1991,650,13,2,0,
262048,1,1,1989,1300,13,2,0,72
262048,2,1,1991,630,13,2,0,50
262051,1,9,1995,2700,10,1,15000,
262057,2,8,1994,1200,13,2,0,70
262058,2,8,1979,1600,13,2,0,100
262060,2,8,1990,1100,13,2,0,50
262061,2,1,1971,800,13,2,0,
262063,1,1,1988,1800,13,2,0,90
262063,2,1,1995,1100,13,2,0,70
262072,1,1,1989,1200,13,2,0,65
262072,2,1,1988,650,13,2,0,90
263006,1,3,1989,800,13,2,0,
263006,1,2,1974,400,13,2,0,
263007,1,1,1984,1400,13,2,0,70
263007,2,1,1982,680,13,2,0,
263025,1,1,1976,1200,13,2,0,
263026,1,1,1994,2500,13,2,0,82
263046,1,3,1992,980,13,2,0,
263054,1,1,1983,1400,13,2,0,
263054,2,1,1981,400,13,2,0,
263057,1,15,1988,1900,13,2,0,90
263074,1,5,1983,1260,13,2,0,
263084,1,1,1982,1199,13,2,0,70
263089,1,1,1983,1200,13,2,0,72
264005,1,1,1982,600,13,2,0,100
264048,1,3,1973,600,13,2,0,
264071,1,1,1994,5000,13,2,0,80
264083,1,1,1969,750,13,2,0,80
265006,2,3,1976,630,13,2,0,
265007,1,1,1990,550,13,2,0,
265007,2,4,1991,370,13,2,0,
265018,1,2,1987,310,13,2,0,
265018,1,1,1987,1000,13,2,0,
265020,1,4,1973,650,13,2,0,
265064,1,1,1981,650,13,1,1500,
265064,1,3,1986,500,13,2,0,
265078,1,1,1988,600,13,2,0,
265078,2,1,1984,600,13,2,0,
266002,1,1,1987,1000,13,2,0,60
266005,1,2,1995,375,13,1,11000,
266009,1,1,1986,300,13,2,0,
266009,2,1,1984,350,13,2,0,
266015,1,1,1993,1200,13,2,0,46
266017,1,1,1983,650,13,2,0,70
266017,1,3,1963,600,13,2,0,
266018,1,2,1971,720,13,2,0,
266028,1,2,1973,355,13,2,0,
266043,1,1,1984,700,13,2,0,
266043,1,3,1993,165,12,2,0,
266044,1,1,1984,1000,13,2,0,60
266044,2,1,1979,612,13,2,0,60
266057,1,1,1990,960,13,2,0,70
266080,1,2,1995,710,13,2,0,
266080,2,2,1990,350,12,2,0,
266082,1,3,1978,750,13,2,0,
266088,1,1,1993,700,13,2,0,60
266088,2,2,1988,310,13,2,0,
266088,3,1,1960,670,13,2,0,
267002,1,8,1989,1000,13,2,0,
267002,2,2,1979,500,13,2,0,
267006,1,2,1986,500,13,2,0,
267006,2,1,1980,500,13,2,0,
267010,1,1,1995,1700,12,2,0,80
267010,2,1,1989,600,13,2,0,
267017,3,2,1981,750,12,2,0,
267017,4,2,1981,750,12,2,0,
267023,5,2,1971,650,13,2,0,
267041,1,5,1993,2550,13,2,0,80
267051,1,1,1979,500,13,2,0,
267051,2,1,1983,500,13,2,0,
267067,1,1,1988,500,13,2,0,
267067,2,1,1990,500,13,2,0,
267071,1,3,1991,1200,13,2,0,
267072,1,3,1980,600,13,2,0,
268002,1,3,1980,620,13,2,0,
268012,2,4,1963,600,13,2,0,
268014,1,3,1986,620,13,2,0,
268028,1,2,1985,617,13,2,0,
268045,1,2,1992,617,13,2,0,
268047,2,1,1992,570,13,2,0,50
268056,1,2,1988,900,13,1,1500,
268056,2,1,1974,750,13,2,0,
268058,1,2,1991,2200,13,2,0,
268058,1,13,1991,300,13,2,0,
268060,1,1,1983,600,13,2,0,
268060,2,1,1985,600,13,2,0,
269019,2,1,1976,600,12,2,0,
269023,1,2,1960,1000,13,2,0,
269025,2,2,1965,600,13,2,0,
269025,2,3,1975,750,13,2,0,
269033,1,1,1983,2000,13,2,0,70
269072,2,3,1972,650,13,2,0,
270044,2,4,1985,450,13,2,0,
270049,2,3,1985,500,13,2,0,
270071,1,1,1992,1500,13,2,0,
270071,2,1,1980,600,13,2,0,
270089,3,4,1980,500,13,2,0,
271001,1,1,1977,1200,13,2,0,75
271006,1,1,1994,1600,13,2,0,90
271010,1,1,1993,1900,13,2,0,70
271021,1,2,1980,640,13,2,0,
271024,1,1,1974,660,13,2,0,70
271024,2,1,1975,660,13,2,0,
271027,1,3,1983,650,13,2,0,
271033,1,1,1966,1200,13,2,0,80
271034,1,1,1980,800,13,2,0,70
271035,1,1,1969,1400,13,2,0,75
271038,1,1,1993,1500,13,2,0,80
271041,1,1,1981,1200,13,2,0,70
271041,2,4,1989,650,13,2,0,
271047,1,1,1963,860,12,2,0,
271053,1,1,1985,800,13,2,0,70
271057,1,1,1966,1050,13,2,0,70
271058,1,3,1979,1200,13,2,0,
271065,1,1,1972,1200,13,2,0,80
271071,1,1,1990,660,13,2,0,
271075,1,1,1981,1100,13,2,0,70
271078,1,3,1972,1200,13,2,0,
272001,1,12,1975,200,12,2,0,
272004,1,1,1992,1100,13,2,0,70
272004,1,12,1959,400,12,2,0,
272004,2,1,1993,600,13,2,0,
272009,1,3,1995,950,9,2,0,
272009,2,3,1981,700,13,2,0,
272009,2,4,1970,100,12,2,0,
272016,3,3,1981,110,12,2,0,
272016,3,1,1986,600,13,2,0,
272050,1,1,1973,600,13,2,0,
272050,1,12,1984,490,12,2,0,
272050,2,1,1980,600,13,2,0,
272058,1,1,1985,600,13,2,0,
272058,2,1,1987,600,13,2,0,
272059,1,1,1970,600,13,2,0,
272059,2,1,1972,600,13,2,0,
272064,2,1,1975,600,13,2,0,
273006,1,1,1989,1500,13,2,0,70
273006,2,1,1984,700,13,2,0,90
273015,1,1,1991,1230,13,2,0,75
273015,2,9,1988,1050,13,2,0,
273030,1,1,1992,1680,13,2,0,80
273030,2,1,1993,1650,13,2,0,80
273035,1,1,1988,1100,13,2,0,60
273035,2,1,1989,1050,13,2,0,70
273038,1,1,1994,1800,13,2,0,90
274001,1,9,1988,600,13,2,0,
274007,1,5,1974,1560,13,2,0,90
274009,1,5,1968,1800,13,2,0,80
274009,1,3,1991,53,13,2,0,
274011,1,2,1980,600,13,2,0,
274011,1,3,1986,60,13,2,0,
274053,1,1,1992,659,13,2,0,
274053,2,1,1994,659,13,2,0,
274075,1,1,1992,570,13,2,0,
274075,3,2,1977,670,13,2,0,
274076,1,1,1995,998,13,2,0,
274076,1,3,1982,580,13,2,0,
274087,5,1,1991,820,13,2,0,65
274087,6,1,1989,700,13,2,0,
276005,1,1,1995,1550,13,2,0,90
276007,1,1,1976,600,13,2,0,
276007,1,3,1968,620,13,2,0,
276008,1,3,1995,660,13,2,0,
276017,1,1,1988,560,13,2,0,50
276017,1,3,1974,600,13,2,0,
276018,1,1,1975,780,13,2,0,50
276018,1,3,1994,950,13,2,0,
276020,1,1,1981,1550,13,2,0,80
276022,1,1,1968,1080,13,2,0,50
276022,1,3,1975,430,13,2,0,
276024,1,1,1992,950,13,2,0,20
276024,2,1,1986,620,13,2,0,
276028,1,1,1991,1600,13,2,0,90
276028,2,1,1994,620,13,2,0,
276032,1,1,1992,2380,13,2,0,80
276053,1,1,1991,1600,13,2,0,90
276055,1,5,1986,1468,13,2,0,75
276069,1,1,1981,1360,13,2,0,80
276074,1,1,1988,680,13,2,0,30
276074,2,1,1991,615,13,2,0,
276083,1,1,1991,1700,13,2,0,80
276086,1,3,1991,1080,13,2,0,
276090,1,1,1970,840,13,2,0,50
276090,1,3,1987,530,13,2,0,
277005,1,1,1972,580,13,2,0,
277005,1,3,1976,120,13,2,0,
277024,2,1,1987,626,13,2,0,
277026,3,9,1938,1100,13,2,0,
277074,1,1,1985,1050,13,2,0,35
277074,2,1,1986,620,13,2,0,35
278003,2,5,1984,1000,13,2,0,50
278004,3,4,1991,630,13,2,0,
278004,4,4,1984,630,13,2,0,
278004,5,4,1988,630,13,2,0,
278006,2,4,1985,230,13,2,0,
278006,2,14,1994,65,12,2,0,
278006,2,14,1990,850,12,2,0,
278023,1,4,1980,620,13,2,0,
278023,2,4,1992,320,13,2,0,
278038,1,1,1988,1250,13,2,0,85
278053,1,1,1986,480,13,2,0,
278053,1,3,1978,150,13,2,0,
278055,1,1,1995,2000,13,2,0,80
278068,1,1,1976,600,13,2,0,
278088,1,1,1991,630,13,2,0,50
278088,1,2,1990,84,12,2,0,
278088,3,3,1967,610,13,2,0,
279001,2,3,1974,700,13,2,0,
279008,1,1,1985,600,13,2,0,90
279008,2,1,1978,1200,13,2,0,70
279019,1,15,1995,2400,5,2,0,70
279019,5,11,1989,700,12,2,0,
279037,5,1,1988,700,13,2,0,
279071,1,1,1973,720,13,2,0,
279081,1,3,1968,600,13,2,0,
280011,1,1,1990,300,13,2,0,
280011,1,14,1995,600,12,1,3000,
280011,2,11,1981,600,13,2,0,
280015,1,3,1963,650,13,2,0,
280021,1,2,1994,800,13,2,0,
280025,1,2,1991,550,13,2,0,
280025,1,3,1980,650,13,2,0,
280030,1,1,1963,650,13,2,0,80
280030,1,3,1968,297,13,2,0,
280030,2,1,1981,1100,13,2,0,
280034,1,2,1982,1000,13,2,0,
280034,2,2,1980,600,13,2,0,
280035,2,3,1993,600,13,2,0,
280068,1,1,1979,900,13,1,50,60
280068,2,2,1973,630,13,1,580,
280077,1,1,1981,1700,13,2,0,80
280077,2,11,1994,550,13,2,0,
280084,1,5,1986,2000,13,2,0,60
281008,1,7,1990,820,13,2,0,
282022,1,2,1980,550,13,2,0,
282026,1,2,1975,960,13,2,0,
282026,2,2,1995,350,13,2,0,
282052,1,1,1970,610,13,2,0,70
282052,2,1,1986,1500,13,2,0,80
282054,2,1,1988,800,13,2,0,80
282074,2,1,1987,1300,13,2,0,80
282081,1,2,1990,346,13,2,0,
283008,1,1,1983,1200,13,2,0,
283008,2,1,1980,700,13,2,0,
283020,1,1,1994,2100,13,2,0,80
283020,2,1,1994,1600,13,2,0,80
283040,1,1,1995,3600,13,2,0,90
283046,1,15,1983,1500,13,2,0,90
283046,2,15,1991,1500,13,2,0,90
283053,1,1,1980,800,13,2,0,
283058,1,1,1985,1500,13,2,0,70
283058,2,1,1989,730,13,2,0,60
283080,3,1,1968,600,13,2,0,70
283080,3,3,1963,180,13,2,0,
284009,2,2,1976,600,13,2,0,
284019,1,1,1983,1900,13,2,0,80
284019,2,2,1981,650,13,2,0,
284026,1,5,1993,5000,13,2,0,90
284026,2,1,1993,600,13,2,0,90
284035,1,1,1988,1200,13,2,0,80
284035,1,2,1976,620,13,2,0,
284048,1,2,1977,650,13,2,0,
284048,2,1,1985,650,13,2,0,80
284055,1,3,1988,2122,13,2,0,
284072,1,2,1987,650,13,2,0,
284075,2,3,1973,1000,13,2,0,
284082,2,1,1968,700,13,2,0,80
284086,1,2,1992,330,13,2,0,
284087,1,1,1993,600,13,2,0,
284087,1,2,1986,200,13,2,0,
285003,1,1,1975,1220,13,2,0,40
285003,2,1,1982,650,13,2,0,
285004,1,1,1979,650,13,2,0,
285004,1,3,1992,100,13,2,0,
285008,1,1,1980,650,13,2,0,
285008,2,1,1987,600,13,2,0,
285009,1,1,1977,650,13,2,0,
285011,4,3,1980,650,13,2,0,
285015,1,14,1995,1000,13,2,0,
285015,1,1,1988,90,13,2,0,
285015,2,14,1993,1000,13,2,0,
285015,2,1,1988,90,13,2,0,
285017,1,9,1989,1000,13,2,0,
285032,1,1,1979,600,13,2,0,100
285032,1,3,1990,100,13,2,0,
285054,1,8,1991,1715,13,2,0,90
285058,1,4,1968,600,13,2,0,
285058,2,4,1979,600,12,2,0,
285058,3,2,1990,300,13,2,0,
285061,1,1,1984,850,13,2,0,
285061,2,1,1978,550,13,2,0,
285065,1,1,1973,600,13,2,0,
285065,2,1,1979,600,13,2,0,
285065,3,2,1970,600,13,2,0,
286008,2,1,1994,1500,13,2,0,100
286008,2,3,1990,600,13,2,0,
286013,1,2,1990,105,12,2,0,
286044,2,1,1992,600,13,2,0,
286044,2,3,1992,160,13,2,0,
286062,2,1,1978,1100,13,2,0,50
286062,3,4,1989,550,13,2,0,
286076,2,1,1988,650,13,2,0,
286076,2,3,1976,80,13,2,0,
286078,2,1,1978,600,13,2,0,
286078,3,1,1985,600,13,2,0,
286084,1,1,1976,1100,13,2,0,
286084,2,2,1969,550,13,2,0,
287019,1,1,1985,800,13,2,0,50
287019,1,3,1991,450,13,2,0,
287069,3,1,1978,680,13,2,0,
287069,3,3,1986,360,13,2,0,
288010,1,13,1962,330,12,2,0,
288010,1,8,1992,165,12,2,0,
288010,2,1,1980,308,13,2,0,
288024,1,1,1972,700,13,2,0,60
288024,1,3,1983,700,13,2,0,
288027,2,3,1980,1000,13,2,0,
288029,1,2,1960,680,13,2,0,
288029,2,1,1980,900,13,2,0,70
288031,1,2,1995,350,13,2,0,
288033,2,1,1990,800,13,2,0,80
288051,2,1,1978,600,13,2,0,70
288051,3,2,1990,300,12,2,0,
288058,1,1,1988,540,13,2,0,70
288058,2,1,1985,400,13,2,0,60
288062,1,3,1983,300,13,2,0,
288062,1,8,1988,600,13,2,0,
288069,1,3,1994,1000,13,2,0,
288069,1,1,1973,800,13,2,0,60
288070,2,1,1985,850,13,2,0,60
288070,3,1,1983,1000,13,2,0,60
288083,1,13,1987,800,12,2,0,
288083,2,13,1987,750,12,2,0,
288088,1,5,1992,2000,13,2,0,85
288090,1,1,1990,350,13,2,0,40
288090,2,1,1980,1500,13,2,0,70
289004,1,8,1992,1300,13,2,0,
289004,1,9,1963,270,13,2,0,
289004,2,9,1978,1300,13,2,0,
289005,1,1,1988,1100,13,2,0,
289007,1,1,1986,650,13,2,0,
289011,1,3,1982,650,13,2,0,
289011,2,11,1982,350,13,2,0,
289019,3,1,1988,750,13,2,0,
289028,1,8,1995,1500,3,2,0,80
289029,2,1,1992,600,13,2,0,70
289041,1,1,1983,850,13,2,0,
289057,2,3,1977,600,13,2,0,
289073,1,1,1994,520,13,2,0,
289085,2,11,1995,4000,13,2,0,
289089,1,3,1964,600,13,2,0,
290008,1,1,1988,1500,13,2,0,70
290008,2,1,1983,1100,13,2,0,
290017,1,1,1986,1250,13,2,0,70
290039,2,1,1967,750,13,2,0,
290039,3,1,1973,650,13,2,0,
290075,1,1,1983,1350,13,2,0,70
291008,2,5,1983,1300,13,2,0,45
292002,1,1,1992,700,12,2,0,100
292002,2,1,1991,700,12,2,0,100
292003,1,1,1985,700,12,2,0,70
292003,2,1,1985,600,12,2,0,70
292021,1,1,1995,1100,12,2,0,80
292030,1,4,1980,550,13,2,0,
292030,1,2,1995,325,5,1,15000,
292035,1,3,1983,800,13,2,0,
292041,1,3,1981,900,13,2,0,
292047,1,5,1974,1600,12,2,0,80
293010,1,1,1972,1500,13,2,0,50
293031,1,3,1972,1200,13,2,0,
293032,1,3,1970,1600,13,2,0,
293078,1,8,1979,2100,13,2,0,80
293090,1,3,1960,80,13,2,0,
293090,1,2,1972,600,13,2,0,
293093,1,3,1983,600,13,2,0,
293145,1,1,1985,600,13,2,0,30
293145,1,11,1992,300,13,2,0,
293146,1,1,1970,1800,13,2,0,70
293146,2,8,1988,1600,13,2,0,80
293155,1,1,1990,1300,13,2,0,
293162,2,1,1986,580,13,2,0,
293162,3,4,1974,580,13,2,0,
293178,1,1,1983,700,13,2,0,60
293178,1,2,1984,320,13,2,0,
293188,1,1,1981,650,13,2,0,70
293212,1,1,1991,600,13,2,0,50
293212,2,2,1986,350,13,2,0,
293214,1,1,,650,13,2,0,50
293214,1,3,,45,13,2,0,
293241,2,11,1985,335,13,2,0,
293247,1,2,1972,620,13,2,0,
293265,2,8,1990,2000,13,2,0,70
293318,1,9,1994,1000,13,2,0,
293335,1,1,1987,690,13,2,0,
293335,2,4,1992,340,13,2,0,
293337,2,1,1968,700,13,2,0,
293337,2,3,,100,13,2,0,
293340,1,2,1975,600,13,2,0,
293340,2,2,1986,600,13,2,0,
293364,1,2,1980,600,13,2,0,
293364,2,3,1990,600,13,2,0,
293387,1,1,1994,1700,13,2,0,
293389,1,8,1992,3700,13,2,0,75
293389,2,15,1983,1300,13,2,0,
293389,2,1,1981,300,13,2,0,20
293413,1,3,1992,600,13,2,0,
293425,1,3,1994,450,13,2,0,
293438,1,1,1973,1600,13,2,0,90
293438,2,1,1994,600,13,2,0,
293445,1,3,1991,1200,13,2,0,
293445,1,6,1991,130,12,2,0,
293459,2,3,1973,650,13,2,0,
293469,1,1,1983,671,13,2,0,90
293469,2,1,1974,963,13,2,0,
293539,1,5,1993,1388,13,2,0,35
293542,1,15,1982,2400,13,2,0,63
293549,1,3,1991,650,13,2,0,
293554,1,1,1970,550,13,2,0,70
293562,1,8,1994,1650,13,2,0,
293595,1,1,1987,650,13,2,0,
293595,2,4,1984,600,13,2,0,
293609,1,2,1952,4000,13,2,0,
293609,2,4,1986,650,13,2,0,
293609,3,1,1981,650,13,2,0,50
293650,1,5,1981,1800,13,2,0,70
293656,1,9,1992,1000,13,2,0,
293690,1,1,1980,1100,13,2,0,
293714,1,1,1982,1200,13,2,0,90
293715,1,15,1992,580,13,2,0,100
293715,3,3,1986,550,13,2,0,
293726,1,3,1991,51,12,2,0,
293726,1,1,1972,600,13,2,0,
294002,1,1,1988,650,13,2,0,
294002,2,1,1988,650,13,2,0,
294014,1,1,1975,130,13,2,0,
294014,1,3,1990,570,13,2,0,
294020,1,4,1985,600,13,2,0,
294023,1,3,1992,750,13,2,0,
294033,1,1,1991,1000,13,2,0,80
294038,1,8,1982,1300,13,2,0,60
294038,2,8,1988,1800,13,2,0,100
294039,2,1,1978,600,13,2,0,
294039,2,3,1989,100,13,2,0,
294047,2,11,1987,350,13,2,0,
294051,1,8,1981,2200,13,2,0,80
294051,1,3,1982,420,13,2,0,
294051,1,10,1982,132,13,2,0,
294053,1,1,1985,1500,13,2,0,80
294054,1,1,1980,740,13,2,0,60
294054,2,4,1968,600,13,2,0,
294054,2,3,1975,24,13,2,0,
294057,1,9,1981,1150,13,2,0,
294061,1,8,1986,2100,13,2,0,80
294073,1,1,1991,900,13,2,0,50
294079,1,1,1995,1300,3,2,0,90
294079,2,1,1991,800,13,2,0,70
294079,3,1,1975,550,13,2,0,70
294084,1,5,1983,1000,13,2,0,50
294084,1,3,1968,300,13,2,0,
294088,1,1,1970,700,13,2,0,60
294088,1,7,1975,1100,13,2,0,
295005,1,1,,500,13,2,0,
295005,1,3,,300,13,2,0,
295017,1,2,1995,230,12,2,0,
295017,1,1,1995,600,13,2,0,
295020,1,1,1988,1000,13,1,5000,80
295033,1,2,1975,350,13,2,0,
295033,1,1,1995,600,13,2,0,
295033,1,3,1995,200,12,2,0,
295034,1,1,1986,700,13,2,0,
295034,1,8,1986,700,13,2,0,
295034,2,1,1987,700,13,2,0,
295041,1,1,1973,1200,13,2,0,
295041,1,3,1983,300,13,2,0,
295046,2,1,1972,600,13,2,0,
295055,2,1,,550,13,2,0,
295055,2,3,1992,100,13,2,0,
295061,2,1,1986,300,13,2,0,
295061,2,2,1983,400,13,2,0,
295062,3,3,1987,700,13,2,0,
295082,1,3,1982,400,13,2,0,
295082,1,4,,350,13,2,0,
296042,1,1,1989,850,13,2,0,50
296042,2,1,1982,700,13,2,0,50
296043,1,1,1995,800,13,2,0,
296047,1,1,1979,1300,13,2,0,70
296047,2,1,1983,610,13,2,0,
296048,2,1,1994,900,3,2,0,40
296057,1,1,1993,1800,13,2,0,80
296057,1,15,1993,830,13,2,0,
296057,2,1,1995,700,13,2,0,
296062,2,1,1995,1700,3,2,0,
296062,4,4,1957,600,13,2,0,
296062,4,3,1975,150,13,2,0,
296067,1,1,1989,630,13,2,0,
296067,2,2,1980,630,13,2,0,
297007,2,1,1995,1700,13,1,6500,95
297048,1,1,1985,1468,13,2,0,85
298001,1,1,1976,1100,13,2,0,
298002,1,1,1995,1580,13,2,0,70
298002,2,8,1994,800,13,2,0,50
298004,2,1,1984,600,13,2,0,
298005,1,1,1976,610,13,2,0,
298005,1,3,1978,115,12,2,0,
298006,1,1,1978,1200,13,2,0,80
298006,2,1,1982,700,13,2,0,80
298007,1,1,1990,1480,13,2,0,75
298010,1,1,1992,1500,13,2,0,80
298011,2,3,1991,1200,13,2,0,
299005,1,1,1993,950,13,2,0,100
299010,1,2,1973,550,13,2,0,
299010,2,1,1986,750,13,2,0,55
299032,2,8,1991,1800,13,2,0,80
299059,2,1,1970,600,13,2,0,
299059,2,12,1971,1000,13,2,0,
299059,3,1,1978,600,13,2,0,
299059,3,9,1960,550,13,2,0,
300005,1,8,1983,1100,13,2,0,60
300007,1,5,1986,2000,13,2,0,
302001,2,2,1976,1100,13,2,0,
302001,3,1,,500,13,2,0,
302005,1,1,1986,800,13,2,0,
302022,2,2,1989,360,13,2,0,
302029,1,1,1993,1450,13,2,0,
302044,2,2,1986,500,13,2,0,
302054,1,1,1993,2000,13,2,0,70
303006,1,1,1977,1200,13,2,0,80
303017,1,3,1973,1000,13,2,0,
303029,1,1,1983,1050,13,2,0,70
303029,2,2,1969,550,13,2,0,
303036,1,3,1984,350,13,2,0,
303036,1,9,1984,1000,13,2,0,
303036,1,10,1984,160,12,2,0,
303046,1,1,1995,650,13,1,3000,
303057,1,11,1986,600,13,2,0,
303060,1,1,1995,1200,13,2,0,80
303060,2,1,1963,750,13,2,0,
303082,1,8,1991,2000,13,2,0,80
304017,1,1,1988,730,13,2,0,
304017,2,1,1992,650,13,2,0,
304017,5,7,1957,1100,13,2,0,
304027,5,4,1978,600,13,2,0,
304030,1,1,1985,1500,13,2,0,80
304030,3,2,1975,716,13,2,0,
304034,1,2,1983,1000,13,2,0,
304034,2,4,1994,330,13,2,0,
304048,1,1,1988,4500,13,2,0,80
304048,2,1,1982,1700,13,2,0,80
305015,1,1,1992,1300,13,1,18000,80
305015,2,1,1992,600,13,2,0,
305019,1,8,1982,2200,13,2,0,56
305041,1,12,1953,2200,12,2,0,
305041,2,1,1989,560,12,2,0,
305042,5,2,1975,350,13,2,0,
305042,5,1,1950,400,13,2,0,20
305046,1,11,1960,335,13,1,5000,
305052,1,1,1985,1200,13,2,0,70
305052,2,1,1990,930,13,2,0,70
305066,1,1,1993,2600,13,2,0,80
305066,2,1,1992,2200,13,2,0,75
306004,1,1,1986,1600,13,2,0,60
306004,1,11,1986,500,12,2,0,
306057,3,1,1985,2000,13,2,0,80
306057,3,3,1986,500,13,2,0,
307001,3,1,1972,600,13,2,0,80
307001,3,2,1993,600,13,2,0,
307004,1,15,1965,650,13,2,0,
307004,2,15,1957,640,13,2,0,
307010,1,1,1976,1300,13,2,0,70
307010,2,2,1979,350,13,2,0,
307020,1,1,1983,650,13,2,0,
307020,1,3,1990,800,13,2,0,
307023,1,1,1989,1350,13,2,0,70
307035,1,1,1973,1340,13,2,0,90
307035,2,4,1965,125,13,2,0,
307061,1,1,1978,650,13,2,0,
307061,1,3,1988,400,12,2,0,
308022,3,1,1982,600,13,2,0,
308049,1,1,1995,2000,7,2,0,70
308071,1,1,1979,1600,13,2,0,80
308071,2,1,1979,580,13,2,0,50
309003,1,7,1960,1250,13,2,0,
309017,1,3,1975,1200,13,2,0,
309023,1,3,1992,650,13,2,0,
309025,1,1,1994,1700,13,2,0,70
309026,1,1,1974,700,13,2,0,
309026,1,3,1976,800,13,2,0,
309080,1,7,1987,1650,13,2,0,
309084,1,3,1971,730,13,2,0,
310001,1,1,1983,1000,12,2,0,
310002,3,3,1960,700,12,2,0,
310007,1,1,1985,2400,12,2,0,95
310040,1,8,1994,1300,12,2,0,80
310047,1,1,1972,900,12,2,0,70
310047,2,1,1995,1100,4,2,0,85
310066,1,5,1966,500,12,2,0,
310070,1,5,1990,1500,12,2,0,80
311002,2,3,1994,600,13,2,0,
311003,1,4,1973,600,13,2,0,
311003,2,1,1990,700,13,2,0,50
311008,1,1,1972,1500,13,2,0,70
311008,2,4,1990,360,13,2,0,
311008,3,2,1972,366,13,2,0,
311012,1,1,1990,1400,13,2,0,80
311012,3,2,1978,600,13,2,0,
311019,2,3,1980,110,13,2,0,
311023,1,1,1995,1350,13,2,0,70
311023,2,1,1995,640,13,2,0,60
311040,1,1,1994,1200,13,2,0,40
311046,1,1,1991,1500,13,2,0,80
311072,1,1,1975,2000,13,2,0,70
311072,2,2,1992,350,13,2,0,
311089,1,1,1984,600,13,2,0,50
312004,1,15,1980,750,13,2,0,
312005,1,1,1970,600,13,2,0,60
312010,1,1,1966,600,13,2,0,60
312074,1,1,1976,900,13,2,0,60
312074,2,1,1972,600,13,2,0,60
313002,1,2,1980,400,12,2,0,
315090,1,5,1994,1500,13,2,0,80
316003,1,3,1975,600,13,2,0,
316004,1,5,1992,2000,13,2,0,80
316004,2,1,1987,1800,13,2,0,70
317002,1,1,1988,600,13,2,0,
317002,1,3,1983,500,13,2,0,
317011,1,1,1994,2500,13,2,0,80
317011,2,1,1992,600,13,2,0,
317013,1,2,1980,620,13,2,0,
317038,1,5,1974,1600,13,2,0,76
317066,1,2,1981,700,13,2,0,
317066,1,3,1992,400,13,2,0,
317072,2,1,1992,1200,13,2,0,
318017,1,1,1993,2000,13,2,0,80
318020,1,1,1994,900,13,2,0,
318020,5,1,1964,1000,13,2,0,
318021,1,1,1973,700,13,2,0,
318021,2,1,1976,550,13,2,0,
318024,1,1,1983,600,13,2,0,
318024,2,1,1981,400,13,2,0,
318026,1,1,1992,2000,13,2,0,84
318077,1,1,1967,700,13,2,0,
318077,1,3,1977,550,13,2,0,
318077,2,2,1955,365,13,2,0,
