NQUEST,NORD,YL2,YL1,YTP1,YTP2,YTA1,YTA2,YTA3,YCR1,YL,YTP,YTA,YT,YM1,YM2,YM,YCR2,YCR3,YCR,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
8331,4,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
8332,1,0,0,9074,0,0,0,0,0,0,9074,0,9074,0,0,0,0,0,0,95.695858791,0,0,0,95.695858791,95.695858791,9169.6958588
8481,1,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,360,360,195.10501796,0,0,0,195.10501796,555.10501796,10555.105018
8578,1,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,7200,7200,1732.4700793,1252.1063143,0,0,2984.5763936,10184.576394,33584.576394
8591,1,0,0,22100,0,0,0,0,0,0,22100,0,22100,0,0,0,0,0,0,2056.3616535,0,0,0,2056.3616535,2056.3616535,24156.361653
8591,2,0,0,8320,0,0,0,0,0,0,8320,0,8320,0,0,0,0,0,0,0,0,0,0,0,0,8320
8754,1,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
8868,1,15000,64000,0,0,0,0,0,0,79000,0,0,0,0,0,0,0,1200,1200,1797.9363751,0,0,0,1797.9363751,2997.9363751,81997.936375
8868,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
8915,1,0,0,44200,0,0,0,0,0,0,44200,0,44200,0,0,0,6000,13200,19200,1774.7137314,0,0,0,1774.7137314,20974.713731,65174.713731
8915,3,0,16800,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16800
8915,4,0,8400,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400
8952,1,0,0,9360,0,0,0,0,0,0,9360,0,9360,0,0,0,0,6000,6000,289.09022717,0,0,0,289.09022717,6289.0902272,15649.090227
8952,2,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
8954,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,6600,18000,24600,524.67274817,2863.4608018,2641.4589906,5200,829.59254061,25429.592541,55429.592541
8954,2,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
8955,1,0,0,67470,0,0,0,0,0,0,67470,0,67470,0,0,0,0,20400,20400,5916.2441177,0,0,0,5916.2441177,26316.244118,93786.244118
9248,1,0,58000,0,0,0,0,0,0,58000,0,0,0,0,0,0,0,11800,11800,1544.3809347,6625.8037822,0,0,8170.1847169,19970.184717,77970.184717
9249,1,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,11100,11100,413.33624047,0,0,0,413.33624047,11513.33624,26513.33624
9249,2,0,0,12000,0,0,0,0,0,0,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
9249,3,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
9249,4,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
9249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9402,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,9600,9600,249.56362728,0,0,0,249.56362728,9849.5636273,35849.563627
9402,3,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
9402,4,1000,30000,0,0,0,0,0,0,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000
9405,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,1200,1200,0,0,0,0,0,1200,10300
9411,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,0,0,397.87774052,2552.2579312,0,0,2950.1356718,2950.1356718,28950.135672
9526,1,0,0,0,0,0,0,0,0,0,0,0,0,90000,20000,70000,0,24000,24000,2088.4618275,12971.568177,4162.8179557,6500,12722.84796,36722.84796,106722.84796
9526,3,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000
11810,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,3600,3600,49.091997542,0,0,3250,-3200.908002,399.09199754,20399.091998
11810,2,0,1020,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020
11940,1,0,0,39000,0,0,0,0,0,0,39000,0,39000,0,0,0,0,15600,15600,440.99192461,2860.1603387,0,0,3301.1522633,18901.152263,57901.152263
11940,2,0,0,1200,0,0,0,0,0,0,1200,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1200
11940,3,0,10500,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500
11972,1,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,11200,0,8300,8300,587.72711804,0,0,0,587.72711804,8887.727118,20087.727118
11972,2,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,7000,0,0,0,0,0,0,0,0,0,7000
11972,3,0,0,0,0,0,0,0,0,0,0,0,0,9800,0,9800,0,0,0,0,0,0,0,0,0,9800
20010,1,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,8000,30001.984966,38001.984966,525.65018209,4506.0676462,1348.4664843,0,6380.1843125,44382.169278,57382.169278
20010,2,0,0,18200,0,0,0,0,0,0,18200,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,18200
20010,3,0,7800,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800
20010,4,0,0,9815,0,0,0,0,0,0,9815,0,9815,0,0,0,0,0,0,0,0,0,0,0,0,9815
20011,1,0,42000,0,0,0,0,6800,0,42000,0,6800,6800,0,0,0,14500,6000,20500,104.95968477,8624.5743489,1263.1441687,0,9992.6782024,30492.678202,79292.678202
20019,1,0,0,14170,0,0,0,0,0,0,14170,0,14170,0,0,0,0,7200,7200,112.04808032,2897.6921433,0,0,3009.7402236,10209.740224,24379.740224
20020,1,1300,30000,0,0,0,0,0,0,31300,0,0,0,0,0,0,0,13000,13000,713.88583127,1463.3580835,237.12689359,650,1764.3708083,14764.370808,46064.370808
20020,2,0,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
20028,1,0,0,27300,0,0,0,0,0,0,27300,0,27300,0,0,0,0,16600,16600,9280.28598,0,0,0,9280.28598,25880.28598,53180.28598
20033,1,0,0,19800,0,0,0,0,0,0,19800,0,19800,0,0,0,0,0,0,1458.2697858,0,0,0,1458.2697858,1458.2697858,21258.269786
20047,1,0,0,63700,0,0,0,0,0,0,63700,0,63700,52000,0,52000,6000,32000,38000,861.4689451,14455.055188,34793.828124,0,50110.352257,88110.352257,203810.35226
20047,3,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
20047,4,0,9500,0,0,0,0,0,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500
20111,1,0,0,22100,0,0,0,0,0,0,22100,0,22100,0,0,0,0,0,0,0,0,0,0,0,0,22100
20112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,0,0,0,0,0,5400,5400
20112,2,0,0,12350,0,0,0,0,0,0,12350,0,12350,0,0,0,0,0,0,0,0,0,0,0,0,12350
20154,1,0,45000,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,18000,18000,483.76681045,0,0,1040,-556.2331896,17443.76681,62443.76681
20154,2,1600,23000,0,0,0,0,0,0,24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24600
20154,3,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
20169,1,0,0,11180,0,0,0,0,0,0,11180,0,11180,0,0,0,0,0,0,0,0,0,0,0,0,11180
20170,1,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,0,0,293.18585626,675.17264159,102.55911698,0,1070.9176148,1070.9176148,21870.917615
20170,2,0,0,8060,0,0,0,0,0,0,8060,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,8060
20174,1,0,45000,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,10200,10200,219.5160764,9646.657707,0,0,9866.1737834,20066.173783,65066.173783
20178,1,2508.7784728,28000,0,0,0,0,0,0,30508.778473,0,0,0,0,0,0,0,0,0,4704.8928378,0,0,0,4704.8928378,4704.8928378,35213.671311
20178,2,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600
20179,1,1200,29000,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,8400,8400,530.06835359,864.22070722,2067.2729168,0,3461.5619776,11861.561978,42061.561978
20179,2,0,24500,0,0,0,0,0,0,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500
20223,1,0,0,0,0,0,0,0,0,0,0,0,0,22000,5000,17000,0,7200,7200,621.24134622,0,0,0,621.24134622,7821.2413462,24821.241346
20223,2,0,0,13650,0,0,0,0,0,0,13650,0,13650,0,0,0,0,0,0,0,0,0,0,0,0,13650
20231,1,0,0,0,0,0,0,0,0,0,0,0,0,45000,3000,42000,0,6600,6600,2328.8062751,0,0,0,2328.8062751,8928.8062751,50928.806275
20232,1,0,0,18850,2000,0,0,0,0,0,20850,0,20850,0,0,0,0,18700,18700,130.03693453,654.24592421,722.57591818,0,1506.8587769,20206.858777,41056.858777
20232,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
20241,1,0,0,17750,0,0,0,0,0,0,17750,0,17750,0,0,0,9000,14400,23400,102.11264544,389.89767316,0,0,492.01031861,23892.010319,41642.010319
20258,1,0,37000,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,295.09401872,0,0,0,295.09401872,295.09401872,37295.094019
20277,1,0,0,0,0,0,0,0,0,0,0,0,0,30000,1067.4409235,28932.559077,0,0,0,142.04018328,0,0,0,142.04018328,142.04018328,29074.59926
20277,2,0,17000,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
20284,1,0,0,0,0,0,0,0,0,0,0,0,0,30000,2000,28000,0,12000,12000,496.15028192,1406.0646079,0,5850,-3947.78511,8052.2148898,36052.21489
20284,2,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
20285,1,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,9620,9620,267.17052651,4035.3219353,1645.6466986,0,5948.1391604,15568.13916,38968.13916
20289,1,0,0,19695,0,0,0,0,0,0,19695,0,19695,0,0,0,0,4800,4800,231.41679775,4227.4797568,0,0,4458.8965545,9258.8965545,28953.896555
20297,1,0,18200,0,0,0,0,0,0,18200,0,0,0,0,0,0,0,0,0,794.56502855,0,0,0,794.56502855,794.56502855,18994.565029
20297,2,0,0,12000,0,0,0,0,0,0,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
20358,1,0,0,24700,0,0,0,0,0,0,24700,0,24700,0,0,0,0,7200,7200,625.97133375,0,0,0,625.97133375,7825.9713338,32525.971334
20365,1,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,6000,6000,311.97247393,424.80058362,0,0,736.77305755,6736.7730576,21036.773058
20365,2,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
20372,1,0,28600,0,0,0,0,0,0,28600,0,0,0,0,0,0,0,9600,9600,76.166869624,0,137.19054147,104,109.35741109,9709.3574111,38309.357411
20372,2,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,3000
20372,3,0,6500,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500
20373,1,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,6000,6000,0,0,201.62614176,0,201.62614176,6201.6261418,27001.626142
20373,2,0,0,7200,0,0,0,0,0,0,7200,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,7200
20375,1,0,0,31200,0,0,0,0,0,0,31200,0,31200,0,0,0,0,7200,7200,82.497530879,0,0,0,82.497530879,7282.4975309,38482.497531
20375,3,0,5000,0,0,0,0,0,0,5000,0,0,0,1400,0,1400,0,0,0,0,0,0,0,0,0,6400
20380,1,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
20386,1,0,0,9490,0,0,0,0,0,0,9490,0,9490,0,0,0,0,6000,6000,209.64455868,0,0,0,209.64455868,6209.6445587,15699.644559
20386,2,0,0,8060,0,0,0,0,0,0,8060,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,8060
20387,1,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,7200,7200,1679.0065679,0,0,0,1679.0065679,8879.0065679,27879.006568
20387,3,0,17000,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
20391,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
20391,2,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
20393,1,0,38000,0,0,0,0,0,0,38000,0,0,0,0,0,0,0,12500,12500,141.68107997,0,0,0,141.68107997,12641.68108,50641.68108
20499,1,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,9200,9200,846.93632881,4373.5147106,0,0,5220.4510394,14420.451039,35220.451039
20499,2,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
20503,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,36000,36000,244.13457532,0,0,3900,-3655.865425,32344.134575,57344.134575
20697,1,0,37000,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,173.11047055,0,0,0,173.11047055,173.11047055,37173.110471
20697,4,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
20704,1,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,8400,50400,988.81946952,0,0,0,988.81946952,51388.81947,51388.81947
20704,2,0,0,18936,0,0,0,0,0,0,18936,0,18936,0,0,0,0,0,0,0,0,0,0,0,0,18936
20704,3,0,0,0,0,0,10000,0,0,0,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000
20711,1,0,39000,0,0,0,0,0,0,39000,0,0,0,1000,3000,-2000,0,26573.024342,26573.024342,1356.4530854,0,0,195,1161.4530854,27734.477428,64734.477428
20711,3,0,20800,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20800
20711,4,0,19500,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500
20711,5,0,16250,0,0,0,0,0,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250
20721,1,0,36000,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,9600,9600,326.35669552,0,4475.9999753,0,4802.3566708,14402.356671,50402.356671
20729,1,0,34000,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,0,811.72348671,0,1153.4539976,0,1965.1774843,1965.1774843,35965.177484
20729,2,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
20766,1,150,29900,0,0,0,0,0,0,30050,0,0,0,0,0,0,0,9600,9600,240.93254525,5225.3480278,0,0,5466.280573,15066.280573,45116.280573
20767,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,24000,24000,1033.8177602,0,0,0,1033.8177602,25033.81776,40633.81776
20767,2,0,19500,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500
20770,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,7200,7200,394.31731801,0,0,2600,-2205.682682,4994.317318,24994.317318
20770,2,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
20782,1,0,0,39000,0,0,0,0,0,0,39000,0,39000,0,0,0,0,14400,14400,255.14758971,12054.527817,0,0,12309.675407,26709.675407,65709.675407
20782,2,0,0,16900,0,0,0,0,0,0,16900,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,16900
20784,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,0,9600,9600,265.67556133,0,0,0,265.67556133,9865.6755613,12865.675561
20784,2,0,9000,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
20798,1,0,0,9945,0,0,0,0,0,0,9945,0,9945,0,0,0,0,10306.699649,10306.699649,121.38225602,0,0,0,121.38225602,10428.081905,20373.081905
20837,1,0,0,29900,2000,0,0,0,0,0,31900,0,31900,0,0,0,11400,9600,21000,336.46335498,18557.093117,0,0,18893.556472,39893.556472,71793.556472
20837,2,0,0,6565,0,0,0,0,0,0,6565,0,6565,0,0,0,0,0,0,0,0,0,0,0,0,6565
20839,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,36447.940043,26020.781306,62468.721348,5769.3638795,0,6125.1334248,780,11114.497304,73583.218653,100583.21865
20845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20845,2,0,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
20846,1,0,26500,0,0,0,0,0,0,26500,0,0,0,0,0,0,0,0,0,596.75672857,862.24225084,0,0,1458.9989794,1458.9989794,27958.998979
20846,2,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
20849,1,0,40000,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,14400,14400,5409.7676321,0,0,9100,-3690.232368,10709.767632,50709.767632
20849,2,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
20862,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,0,7200,7200,189.82957037,0,0,0,189.82957037,7389.8295704,23639.82957
20862,2,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
20862,3,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
20881,1,0,0,13390,0,0,0,0,0,0,13390,0,13390,0,0,0,0,7200,7200,4.0534879286,0,0,0,4.0534879286,7204.0534879,20594.053488
20881,2,0,0,0,0,0,0,3200,0,0,0,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0,3200
20920,1,0,0,56420,0,0,0,0,0,0,56420,0,56420,0,0,0,0,54960,54960,543.69942422,4359.4528098,31917.090683,0,36820.242917,91780.242917,148200.24292
20936,1,2500,39000,0,0,0,0,0,0,41500,0,0,0,0,0,0,0,11965.713307,11965.713307,481.15712002,5014.9948301,3533.5467432,4763.3295103,4266.369183,16232.08249,57732.08249
20936,2,0,0,0,0,0,0,0,0,0,0,0,0,42000,0,42000,0,0,0,0,0,0,0,0,0,42000
20944,1,5000,32000,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,9200,9200,401.81152772,6458.1766825,0,1950,4909.9882102,14109.98821,51109.98821
20944,2,0,27400,0,0,0,0,0,0,27400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400
20981,1,1800,35000,0,0,0,0,0,0,36800,0,0,0,0,0,0,0,5400,5400,2969.3784503,2183.785709,0,0,5153.1641593,10553.164159,47353.164159
20981,2,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
20990,1,0,0,22100,0,0,0,0,0,0,22100,0,22100,0,0,0,0,7200,7200,683.72454802,1847.1041554,0,7150,-4619.171297,2580.8287034,24680.828703
21002,1,0,0,23296,0,0,0,0,0,0,23296,0,23296,0,0,0,0,7200,7200,409.55344204,0,0,0,409.55344204,7609.553442,30905.553442
21003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.89729389,2604.3937217,0,0,2822.2910156,2822.2910156,2822.2910156
21003,2,0,0,22100,0,0,0,0,0,0,22100,0,22100,0,0,0,0,0,0,0,0,0,0,0,0,22100
21003,3,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,24000,0,0,0,0,0,0,0,0,0,24000
21003,4,0,0,22620,0,0,0,0,0,0,22620,0,22620,0,0,0,0,0,0,0,0,0,0,0,0,22620
21128,1,0,0,0,0,0,0,4800,0,0,0,4800,4800,15000,0,15000,0,4800,4800,371.76398507,0,0,0,371.76398507,5171.7639851,24971.763985
21128,2,0,0,24700,0,0,0,0,0,0,24700,0,24700,0,0,0,0,0,0,0,0,0,0,0,0,24700
21368,1,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,11200,11200,877.15689238,732.74092932,0,0,1609.8978217,12809.897822,40809.897822
21368,2,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
21368,5,0,0,17940,0,0,0,0,0,0,17940,0,17940,0,0,0,0,0,0,0,0,0,0,0,0,17940
21384,1,0,0,0,0,0,0,0,0,0,0,0,0,29600,2000,27600,0,5400,5400,533.25253564,0,0,0,533.25253564,5933.2525356,33533.252536
21453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,5300,1318.9409355,7355.5834272,0,0,8674.5243627,13974.524363,13974.524363
21453,2,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000
21456,1,0,0,45500,0,0,0,0,0,0,45500,0,45500,0,0,0,3660,18000,21660,8399.8665231,6151.8874741,9021.5993059,0,23573.353303,45233.353303,90733.353303
21461,1,0,0,8840,0,0,0,0,0,0,8840,0,8840,0,0,0,0,3000,3000,47.252961121,0,0,0,47.252961121,3047.2529611,11887.252961
21461,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
21463,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,4800,4800,0,0,0,0,0,4800,12600
21463,2,0,0,7488,0,0,0,0,0,0,7488,0,7488,0,0,0,0,0,0,0,0,0,0,0,0,7488
21464,1,0,0,15080,0,0,0,0,0,0,15080,0,15080,0,0,0,0,3000,3000,6264.1937154,0,0,0,6264.1937154,9264.1937154,24344.193715
21464,2,0,0,8138,0,0,0,0,0,0,8138,0,8138,0,0,0,0,0,0,0,0,0,0,0,0,8138
21466,1,0,0,11310,0,0,0,0,0,0,11310,0,11310,0,0,0,0,3600,3600,1155.2265308,1381.3503322,0,0,2536.5768631,6136.5768631,17446.576863
21466,2,0,0,9880,0,0,0,0,0,0,9880,0,9880,0,0,0,0,0,0,0,0,0,0,0,0,9880
21470,1,0,0,58500,20000,0,0,0,0,0,78500,0,78500,5000,0,5000,0,9600,9600,18591.934638,7442.2501357,1320.773392,0,27354.958166,36954.958166,120454.95817
21470,2,0,0,6240,0,0,0,0,0,0,6240,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,6240
21470,4,0,1500,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
21472,1,0,0,3250,0,0,0,0,0,0,3250,0,3250,0,0,0,0,9600,9600,418.03898481,0,0,0,418.03898481,10018.038985,13268.038985
21472,3,0,17000,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
21474,1,1700,48000,0,0,0,0,0,0,49700,0,0,0,0,0,0,0,12000,12000,284.2206212,1227.7406303,0,0,1511.9612515,13511.961252,63211.961252
21481,1,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,13000,0,6000,6000,0,0,0,0,0,6000,19000
21481,2,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,0,0,0,13000
21482,1,0,0,9490,0,0,0,0,0,0,9490,0,9490,0,0,0,0,2400,2400,189.59940942,0,0,0,189.59940942,2589.5994094,12079.599409
21482,2,0,0,9230,0,0,0,0,0,0,9230,0,9230,0,0,0,0,0,0,0,0,0,0,0,0,9230
21510,1,0,0,17680,0,0,0,0,0,0,17680,0,17680,0,0,0,0,0,0,179.23003369,0,0,0,179.23003369,179.23003369,17859.230034
21510,2,0,0,1391,0,0,0,0,0,0,1391,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,1391
21543,1,0,0,18600,4000,0,0,0,0,0,22600,0,22600,0,0,0,0,9600,9600,2228.1910458,0,7186.0229082,0,9414.213954,19014.213954,41614.213954
21543,3,0,33000,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000
21546,1,0,0,18200,0,0,0,0,0,0,18200,0,18200,0,0,0,0,8400,8400,558.83025598,978.70692731,0,0,1537.5371833,9937.5371833,28137.537183
21626,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,3600,3600,253.35129571,0,0,0,253.35129571,3853.3512957,30853.351296
21627,1,0,19500,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,5812.7036738,5812.7036738,106.60651175,0,0,0,106.60651175,5919.3101855,25419.310186
21636,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,2400,2400,50.621040338,0,0,0,50.621040338,2450.6210403,11550.62104
21639,1,0,0,0,0,0,0,8000,0,0,0,8000,8000,8000,0,8000,0,15600,15600,729.25905053,0,0,5200,-4470.740949,11129.259051,27129.259051
21639,2,0,40000,0,0,0,0,5000,0,40000,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,45000
21693,1,0,0,0,0,0,0,0,0,0,0,0,0,17600,0,17600,0,6000,6000,348.38632794,0,0,0,348.38632794,6348.3863279,23948.386328
21693,2,0,0,0,0,0,0,0,0,0,0,0,0,6400,0,6400,0,0,0,0,0,0,0,0,0,6400
21699,1,0,7000,0,0,13000,0,0,0,7000,0,13000,13000,0,0,0,300,3600,3900,5.3917671393,0,0,0,5.3917671393,3905.3917671,23905.391767
21699,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
21699,3,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
21761,1,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,7200,7200,602.03395395,0,120.0998584,0,722.13381235,7922.1338123,31922.133812
21772,1,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,7200,7200,897.09400502,0,0,0,897.09400502,8097.094005,29097.094005
21859,1,0,0,18200,0,0,0,0,0,0,18200,0,18200,0,0,0,0,4950.2850148,4950.2850148,329.92873694,0,0,0,329.92873694,5280.2137517,23480.213752
21859,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
21859,3,0,23000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000
21872,1,0,0,14638,0,0,0,0,0,0,14638,0,14638,0,0,0,0,7800,7800,327.30407231,0,0,195,132.30407231,7932.3040723,22570.304072
21875,1,0,45000,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,233.89139589,916.88628105,0,0,1150.7776769,1150.7776769,46150.777677
21875,2,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
