NQUEST,NORD,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM
26424,1,1,1,2,9,6,42,1,2,21000,2,0
26424,2,1,2,1,12,1,25,1,1,10500,2,0
26499,2,1,1,1,12,1,70,2,,6000,2,0
26499,5,1,1,1,12,2,45,2,,9000,2,0
26573,1,1,1,1,12,7,40,2,,26000,2,0
26573,2,1,1,1,12,1,20,2,,7000,2,0
26574,1,1,1,1,12,7,38,1,2,18000,2,0
26574,2,1,1,1,12,7,36,1,0,18000,2,0
26585,2,1,1,1,12,,45,1,5,18000,2,0
26585,3,1,1,1,12,7,36,2,,18000,2,0
26620,1,1,1,2,6,2,30,1,2,47000,2,0
26620,2,1,1,1,12,7,24,2,,24900,2,0
26634,1,1,1,1,12,6,42,1,5,24000,2,0
26641,1,1,1,1,12,3,40,2,,19500,2,0
26641,4,1,1,1,12,2,45,1,5,16000,2,0
26641,5,1,1,1,12,2,50,1,10,20000,2,0
26683,1,1,1,1,12,5,40,2,,39000,2,0
26683,2,1,1,2,8,5,40,2,,32000,2,0
26683,2,1,1,2,4,6,40,2,,14000,2,0
26684,2,1,1,2,2,3,40,2,,2500,2,0
26687,1,1,1,1,12,7,36,2,,25100,1,1800
26690,3,1,1,2,6,4,40,1,14,15000,1,500
26692,1,1,1,1,12,2,40,2,,19500,2,0
26692,3,1,1,1,12,3,40,2,,15600,2,0
26692,4,1,1,1,12,3,40,2,,15600,2,0
26695,1,1,1,1,12,3,40,1,2,19500,2,0
26699,3,1,1,2,1,3,40,2,,1500,2,0
26699,3,1,1,2,11,2,40,2,,19200,2,0
26699,4,1,1,1,12,6,40,1,4,24700,1,200
26704,3,1,1,1,12,5,40,2,,25000,2,0
26704,4,1,1,2,8,2,40,2,,9600,2,0
26722,1,1,1,1,12,5,42,1,2,24000,2,0
26722,2,1,1,1,12,6,36,2,,24000,2,0
26875,3,1,1,1,12,7,24,2,,29000,2,0
26885,4,2,2,2,1,,,2,,600,2,0
26925,1,1,1,1,12,7,48,2,,22000,2,0
26925,2,1,1,1,12,7,24,2,,26500,2,0
26925,6,2,2,2,2,1,,2,,3800,2,0
26938,1,1,1,1,12,7,36,2,,30000,2,0
26939,1,1,1,1,12,7,36,2,,32000,2,0
26939,2,1,1,1,12,7,18,1,2,33000,2,0
27019,1,1,1,1,12,6,40,1,1,30000,2,0
27026,1,1,1,1,12,6,52,2,,57000,1,600
27026,3,1,1,2,3,2,36,2,,7500,2,0
27099,1,1,1,1,12,7,40,2,,30000,2,0
27099,2,1,1,1,12,6,40,1,2,32000,2,0
27108,4,1,1,2,10,2,48,2,,24000,2,0
27112,1,1,1,1,12,7,40,2,,24000,2,0
27116,1,1,1,1,12,2,48,2,,18600,2,0
27123,1,1,1,2,6,3,45,1,10,8000,2,0
27157,2,1,1,1,12,1,40,2,,28000,2,0
27197,1,1,1,1,12,7,36,2,,18200,2,0
27224,1,1,1,1,12,7,36,1,3,32000,1,250
27229,1,1,1,1,12,6,40,2,,25000,1,1000
27238,1,1,1,1,12,5,40,2,,19500,1,
27238,2,1,1,1,12,1,40,2,,17500,2,0
27299,1,1,1,2,3,3,40,2,,8000,2,0
27299,2,1,1,1,12,7,20,2,,30000,2,0
27300,1,1,1,1,12,4,40,2,,13000,2,0
27300,2,1,1,1,12,4,40,2,,15000,2,0
27453,1,1,1,1,12,7,45,1,9,30000,2,0
27467,4,1,2,1,12,1,20,2,,6000,2,0
27505,2,1,1,1,12,7,36,1,0,19500,2,0
27505,3,1,1,2,6,2,40,2,,8000,2,0
27506,3,1,1,1,12,2,40,1,0,19600,2,0
27506,4,1,1,1,12,2,40,1,0,18000,2,0
27516,1,1,1,1,12,6,45,2,,60000,2,0
27516,2,1,2,1,12,2,30,1,0,21000,2,0
27546,1,1,1,1,12,7,36,1,2,28000,2,0
27644,1,1,1,1,12,7,40,2,,40000,1,1100
27688,1,1,1,1,12,7,18,2,,28000,2,0
27688,2,1,1,1,12,7,40,2,,30000,2,0
27730,1,1,1,1,12,3,40,1,,27000,2,0
27734,1,1,1,2,6,3,40,2,,12000,2,0
27734,1,1,1,2,6,3,40,2,,12000,2,0
27735,1,1,1,1,12,7,46,1,10,49000,2,0
27735,2,1,1,1,12,2,40,1,0,28000,2,0
27773,1,1,1,1,12,2,40,2,,20800,2,0
27773,2,1,1,1,12,7,36,2,,23400,2,0
27787,2,1,1,1,12,2,40,1,4,20000,2,0
27795,3,1,1,1,12,4,40,1,2,16000,2,0
27912,1,1,1,1,12,7,36,1,0,25000,2,0
27912,2,1,1,1,12,5,36,1,2,20000,2,0
27923,1,1,1,1,12,4,40,1,2,30000,2,0
27930,2,1,1,1,12,7,40,2,,26000,2,0
27935,1,1,1,1,12,7,36,2,,22000,2,0
27945,1,1,1,1,12,7,36,2,,21000,2,0
27945,2,1,1,1,12,7,36,2,,21450,2,0
27947,3,1,1,1,12,1,40,2,,21000,2,0
28069,1,1,1,1,12,3,50,2,,52000,1,3000
28074,1,1,1,1,12,7,36,1,0,40000,2,0
28074,2,1,1,1,12,7,36,1,0,25000,2,0
28100,1,1,1,1,12,7,36,2,,30000,2,0
28105,1,1,1,1,12,7,36,2,,26000,2,0
28109,1,1,1,1,12,6,40,1,2,25380,2,0
28146,2,1,1,1,12,7,40,2,,22000,2,0
28146,3,1,1,1,12,7,30,2,,26000,2,0
28158,2,1,1,1,12,7,36,1,9,30000,2,0
28158,4,1,1,1,12,2,40,2,,15000,2,0
28228,1,1,1,2,1,2,9,2,,1000,2,0
28303,1,1,1,2,11,7,36,1,2,30000,1,700
28327,1,1,1,1,12,7,42,2,,22100,2,0
28332,1,1,1,1,12,7,36,2,,24980,2,0
28332,2,1,1,2,3,4,40,2,,4800,2,0
28334,1,1,2,1,12,1,30,2,,12000,2,0
28354,3,1,1,1,12,7,10,2,,15000,2,0
28364,1,1,1,2,3,1,40,2,,4500,2,0
28364,2,1,2,1,12,1,39,2,,17000,2,0
28428,2,1,1,1,12,4,40,2,,25000,2,0
28441,1,1,1,1,12,2,45,1,5,25000,2,0
28446,2,1,1,1,12,7,28,2,,24000,2,0
28446,3,1,1,1,12,2,40,2,,18000,2,0
28448,3,1,2,1,12,1,24,2,,7000,2,0
28460,1,1,1,1,12,7,30,2,,41600,2,0
28460,2,1,1,1,12,7,36,2,,28600,2,0
28766,1,1,1,1,12,6,40,1,2,23000,2,0
28766,2,1,1,1,12,7,40,2,,23000,2,0
28788,1,1,1,1,12,6,36,1,1,41000,1,1200
28802,1,1,1,1,12,2,40,1,4,24000,1,1500
28807,1,1,1,1,12,7,37,2,,21000,2,0
28877,3,1,2,1,12,7,4,2,,6300,2,0
28877,4,1,1,1,12,3,40,2,,25000,2,0
28878,2,1,1,1,12,6,40,2,,25000,2,0
28886,1,1,1,1,12,6,50,1,10,26000,1,
28886,5,1,1,2,4,2,12,2,,4000,1,
28897,1,1,1,1,12,1,40,2,,22200,2,0
28932,1,1,1,2,4,2,48,2,,7080,2,0
28945,3,1,1,1,12,7,35,2,,22000,2,0
28954,1,1,1,1,12,7,36,2,,25000,2,0
28999,3,1,1,1,12,3,40,2,,18000,2,0
29006,1,1,1,2,9,2,40,2,,40000,2,0
29048,1,1,1,2,9,5,40,1,7,14000,2,0
29062,1,1,1,1,12,3,38,2,,21500,2,0
29062,2,1,1,1,12,7,24,2,,24000,2,0
29107,1,1,1,1,12,7,36,1,3,26000,2,0
29109,2,1,1,1,12,2,40,2,,12000,2,0
29109,3,1,1,1,12,4,40,1,1,19500,2,0
29140,1,1,1,1,12,7,36,1,5,22000,2,0
29140,2,1,1,1,12,3,40,2,,25000,2,0
29147,1,1,1,1,12,6,47,2,,50000,2,0
29197,1,1,1,1,12,4,40,2,,22000,2,0
29280,1,1,1,1,12,7,36,1,6,30000,2,0
29280,2,1,1,1,12,7,24,2,,34000,2,0
29282,3,1,1,1,12,1,60,2,,10000,2,0
29283,1,1,1,1,12,7,36,1,4,35000,2,0
29283,2,1,1,1,12,7,28,2,,25000,2,0
29283,3,1,1,1,12,7,36,2,,25000,2,0
29292,1,1,1,1,12,7,40,2,,22000,2,0
29293,1,1,1,1,12,7,36,2,,25000,2,0
29335,3,1,1,1,12,1,48,2,,13000,2,0
29359,1,1,1,1,12,6,40,1,2,23000,2,0
29359,2,1,2,2,2,7,30,2,,1800,2,0
29439,1,1,1,1,12,6,40,2,,37000,2,0
29439,3,1,1,1,12,1,40,2,,12000,2,0
29440,1,1,1,1,12,6,46,2,,40000,1,5000
29447,1,1,1,1,12,5,50,2,,39000,2,0
29450,1,1,1,1,12,7,70,2,,48000,1,10000
29456,1,1,1,2,5,,,2,,14000,2,0
29457,1,1,1,1,12,7,42,1,6,31000,2,0
29459,1,1,1,1,12,7,70,2,,40000,2,0
29463,1,1,1,1,12,7,35,1,10,37000,2,0
29507,3,1,1,1,12,7,36,2,,26000,2,0
29507,4,1,1,1,12,3,40,2,,16900,2,0
29553,3,1,1,2,4,1,56,1,3,7200,2,0
29592,2,1,1,2,8,7,36,1,2,17000,2,0
29595,2,1,2,1,12,2,20,2,,14300,2,0
29601,1,1,1,2,7,3,50,2,,17500,2,0
29601,2,1,1,1,12,7,24,2,,24000,2,0
29678,1,1,1,1,12,7,36,2,,22000,2,0
29680,1,1,1,1,12,1,40,2,,19500,2,0
29684,1,1,1,1,12,7,24,2,,22000,2,0
29684,2,1,1,1,12,7,18,2,,24000,2,0
29703,2,2,1,2,2,6,36,1,3,3000,2,0
29704,1,1,1,1,12,3,60,2,,42000,1,
29704,2,1,1,1,12,7,35,2,,24700,2,0
29706,1,1,1,1,12,4,50,1,20,45000,2,0
29737,1,1,1,1,12,7,40,1,0,36000,2,0
29737,2,1,1,1,12,7,30,2,,24000,2,0
29742,2,1,1,1,12,7,36,2,,22100,2,0
29760,3,1,1,1,12,5,40,1,0,23000,1,
29773,1,1,1,1,12,7,36,1,8,28000,2,0
29798,3,1,1,1,12,7,36,2,,25200,2,0
29802,1,1,1,1,12,7,36,1,2,30000,2,0
31003,3,1,1,1,12,3,40,2,,21000,2,0
31008,2,1,1,1,12,7,25,2,,24000,2,0
31025,1,1,1,1,12,7,36,2,,20000,2,0
31031,1,1,1,1,12,3,45,2,,60000,2,0
31033,1,1,1,1,12,6,40,2,,26000,2,0
31033,2,1,1,1,12,7,36,2,,23000,2,0
31079,1,1,1,1,12,7,36,1,8,26000,2,0
31079,3,1,2,2,3,1,40,2,,3600,2,0
31080,1,1,1,1,12,7,36,2,,31000,2,0
31080,2,1,1,1,12,7,36,2,,33000,2,0
31090,2,1,1,1,12,6,40,2,,17000,2,0
31090,3,1,1,2,9,5,36,2,,13500,2,0
31092,1,1,1,1,12,3,48,2,,40000,1,
31092,2,1,1,2,3,6,,2,,2400,2,0
31094,3,1,1,1,12,7,40,2,,45000,2,0
31095,1,1,1,1,12,7,36,1,0,28000,1,2000
31095,2,1,2,1,12,4,30,1,0,26000,2,0
31097,1,1,1,1,12,7,42,1,8,36000,2,0
31097,2,1,1,1,12,7,30,2,,20000,2,0
31102,3,1,1,1,12,4,40,2,,16500,2,0
31119,1,1,1,1,12,7,36,1,0,25000,2,0
31119,2,1,1,1,12,5,40,1,4,18500,2,0
31119,3,1,1,1,12,5,40,1,0,19000,2,0
31119,4,1,1,1,12,5,40,1,0,20000,2,0
31120,3,1,1,1,12,2,50,2,,28000,2,0
31122,1,1,1,1,12,7,36,1,0,24000,2,0
31123,1,1,1,1,12,3,40,1,0,21000,2,0
31127,2,1,1,1,12,2,40,2,,27000,2,0
31137,1,1,1,1,12,5,40,1,2,28000,2,0
31137,2,1,1,1,12,7,24,2,,25000,2,0
31142,1,1,1,1,12,4,54,1,9,24900,1,1500
31142,2,1,1,2,6,2,40,2,,23000,1,1500
31144,2,1,1,1,12,4,40,1,1,19000,2,0
31145,1,1,1,1,12,6,38,1,0,25000,1,3000
31145,2,1,1,1,12,6,38,2,,19000,2,0
31146,2,1,1,2,6,7,20,1,0,7000,2,0
31146,3,1,1,1,12,2,40,1,12,16000,2,0
31149,1,1,1,1,12,5,40,1,6,27000,2,0
31160,1,1,1,1,12,1,24,2,,8500,2,0
31161,1,1,1,1,12,7,36,2,,24000,2,0
31161,2,1,1,1,12,1,38,2,,26000,2,0
31174,2,1,2,1,12,1,5,2,,2400,2,0
31183,1,1,1,1,12,7,36,1,2,24000,2,0
31183,2,1,1,1,12,7,18,2,,24000,2,0
31202,1,1,1,1,12,5,40,1,5,32500,2,0
31202,3,1,1,2,3,5,40,2,,4200,2,0
31205,1,1,1,1,12,7,60,2,,19500,2,0
31205,2,1,1,1,12,2,40,2,,25000,2,0
31205,3,1,1,1,12,7,30,2,,18200,2,0
31209,1,1,1,1,12,5,40,1,3,46000,1,2000
31209,2,1,1,1,12,5,38,1,0,28000,1,2000
31214,1,1,2,1,12,2,25,2,,14000,2,0
31219,3,1,1,1,12,2,40,2,,18000,2,0
31229,1,1,1,1,12,5,42,1,2,21000,2,0
31229,2,1,1,1,12,5,40,2,,19000,2,0
31229,3,1,1,1,12,4,40,2,,18000,2,0
31243,1,1,1,1,12,5,40,2,,20500,2,0
31243,2,1,1,1,12,5,40,2,,18000,2,0
31243,3,1,1,1,12,2,45,1,5,19000,2,0
31246,1,1,1,1,12,5,42,1,2,19800,2,0
31246,2,1,1,1,12,5,42,1,2,18500,2,0
31246,3,1,1,1,12,4,45,1,5,19000,2,0
31264,1,1,1,1,12,3,40,2,,18000,2,0
31264,2,1,1,1,12,1,40,2,,16500,2,0
31280,1,1,1,1,12,7,36,2,,30000,2,0
31280,2,1,1,1,12,7,36,1,0,21000,1,1600
31309,1,1,1,1,12,7,36,1,2,21350,2,0
31313,5,1,1,1,12,3,50,1,5,24000,2,0
31316,2,1,1,1,12,7,30,1,0,22000,2,0
31326,2,1,1,1,12,7,37,2,,28000,2,0
31341,2,1,1,1,12,7,30,2,,34000,2,0
31345,2,1,1,2,6,2,40,2,,6500,2,0
31370,2,1,2,1,12,2,20,2,,12000,2,0
31373,3,1,1,1,12,2,40,2,,15000,2,0
31380,1,1,1,1,12,5,40,2,,19000,2,0
31382,2,1,1,1,12,7,36,1,4,41415,2,0
31382,3,1,1,1,12,3,40,2,,31000,2,0
31383,3,1,1,1,12,5,40,2,,20800,2,0
31386,1,1,1,1,12,5,40,1,2,39000,2,0
31387,1,1,1,1,12,6,40,2,,31000,2,0
31403,3,1,1,1,12,2,40,2,,18200,2,0
31404,3,1,1,1,12,3,40,2,,15600,2,0
31409,1,1,2,1,12,2,30,2,,1800,2,0
31413,3,1,1,1,12,2,55,1,10,25000,2,0
31415,1,1,1,1,12,2,40,2,,25000,2,0
31415,2,1,2,1,12,6,24,1,4,15000,2,0
31416,1,1,1,1,12,7,38,2,,28000,2,0
31416,2,1,1,1,12,3,40,1,5,16000,2,0
31416,3,1,1,1,12,1,44,1,4,15000,2,0
31435,1,1,1,1,12,2,40,2,,20000,2,0
31435,2,1,2,1,12,6,25,2,,12000,2,0
31437,2,1,1,1,12,5,42,2,,22000,2,0
31439,1,1,1,1,12,2,40,2,,40000,2,0
31440,1,1,1,1,12,7,40,1,5,30000,2,0
31440,2,1,1,2,3,7,36,1,2,20000,2,0
31441,1,1,1,1,12,6,40,1,0,40000,2,0
31441,2,1,1,1,12,4,43,1,0,43000,2,0
31441,3,2,2,1,12,6,24,1,1,13000,2,0
31442,1,1,1,1,12,7,40,1,5,70000,2,0
31443,1,1,1,1,12,7,42,1,6,27900,2,0
31448,3,1,1,1,12,4,40,2,,26000,2,0
31448,4,1,1,2,5,1,40,2,,2000,2,0
31454,1,1,1,1,12,7,40,2,,120000,2,0
31454,2,1,1,1,12,7,18,2,,22000,2,0
31457,2,1,1,1,12,2,44,2,,24000,2,0
31460,1,1,1,1,12,1,40,1,,10000,2,0
31460,3,1,1,2,6,2,,2,,12000,2,0
31466,2,1,1,1,12,5,50,2,,25000,2,0
31466,3,1,1,1,12,2,36,2,,18000,2,0
31468,1,1,1,2,6,3,40,2,,20000,2,0
31468,2,1,1,1,12,2,38,2,,16000,2,0
31469,2,1,1,1,12,7,36,1,3,19000,1,10000
31473,4,1,1,1,12,1,40,2,,18000,2,0
31546,1,1,1,1,12,7,40,2,,40000,2,0
31560,1,1,1,1,12,7,38,2,,25200,2,0
31560,2,1,2,1,12,5,20,2,,9000,2,0
31560,3,1,1,1,12,6,40,2,,26400,2,0
31561,1,1,1,1,12,5,40,2,,20400,2,0
31561,3,1,1,1,12,7,36,2,,23400,2,0
31561,4,1,1,2,9,5,40,2,,11700,2,0
31577,1,1,1,2,5,3,40,1,1,14000,2,0
31577,2,1,1,1,12,3,42,1,2,19000,2,0
31603,1,1,1,1,12,5,40,2,,28000,2,0
31603,4,1,1,1,12,3,40,1,2,12000,2,0
31616,4,1,1,2,3,3,30,2,,4200,2,0
31618,1,1,1,1,12,7,24,2,,22000,2,0
31625,2,1,1,1,12,2,40,1,3,29900,1,2500
31636,1,1,1,1,12,5,40,1,2,28000,1,150
31636,2,1,1,1,12,5,40,2,,25000,1,150
31638,1,1,1,1,12,7,65,1,4,17000,2,0
31638,2,1,2,1,12,1,20,2,,9000,2,0
31641,1,1,1,1,12,5,40,1,5,31000,2,0
31641,3,1,1,2,11,2,35,2,,6000,2,0
31641,3,1,1,2,1,2,40,2,,900,2,0
31649,1,1,1,1,12,5,45,2,,44000,2,0
31651,1,1,1,1,12,7,40,2,,20000,2,0
31651,2,1,1,1,12,7,38,2,,25000,2,0
31652,3,1,1,1,12,2,40,2,,18600,2,0
31655,1,1,1,1,12,2,45,1,10,36000,2,0
31655,2,1,1,1,12,7,25,2,,19000,2,0
31658,1,1,1,1,12,7,18,2,,36000,2,0
31658,2,1,1,1,12,7,18,2,,36000,2,0
31663,1,1,1,1,12,7,36,2,,45000,2,0
31663,2,1,1,1,12,7,24,2,,28000,2,0
31665,1,1,1,2,2,2,40,2,,3000,2,0
31666,2,1,1,1,12,7,36,2,,19500,1,200
31671,1,1,1,1,12,7,30,1,0,65000,2,0
31676,1,1,1,1,12,6,40,2,,27000,2,0
31676,2,1,1,1,12,6,40,1,,21000,1,
31677,1,1,1,1,12,6,40,1,1,42000,1,
31680,2,1,1,1,12,5,40,1,4,19000,2,0
31682,2,1,1,1,12,2,40,1,2,30000,1,1500
31684,3,1,1,2,11,2,40,2,,20000,2,0
31685,1,1,1,1,12,5,60,1,20,42000,2,0
31685,2,1,1,1,12,5,40,2,,20800,2,0
31686,2,1,1,2,6,2,40,2,,30000,2,0
31687,3,1,1,2,6,5,40,1,1,5500,1,280
31692,1,1,1,1,12,2,50,2,,60000,1,1500
31692,3,1,1,2,1,,,2,,2000,2,0
31693,1,1,1,1,12,6,40,2,,32000,2,0
31695,1,1,1,1,12,3,49,1,9,32000,2,0
31704,1,1,1,1,12,2,40,1,5,33400,2,0
31708,1,1,1,1,12,7,36,2,,25500,2,0
31708,2,1,1,1,12,7,18,2,,36000,2,0
31715,1,1,1,1,12,7,38,2,,26000,2,0
31716,3,1,1,1,12,1,40,2,,16900,2,0
31716,4,1,1,2,11,2,40,1,3,18000,2,0
31724,1,1,1,1,12,6,40,1,1,28000,2,0
31724,2,1,1,1,12,7,25,2,,12000,2,0
31725,1,1,1,1,12,6,45,1,8,58000,2,0
31726,2,1,1,1,12,6,40,1,1,23000,2,0
31728,1,1,1,1,12,3,40,2,,25000,2,0
31728,2,1,1,1,12,3,40,2,,20000,2,0
31733,1,1,1,1,12,5,40,1,3,18000,2,0
31733,2,1,1,1,12,5,40,1,2,16500,2,0
31738,1,1,1,1,12,6,43,2,,24000,1,1500
31738,2,1,1,1,12,7,18,2,,22000,2,0
31741,1,1,1,1,12,2,40,2,,19000,2,0
31741,2,1,1,1,12,4,44,2,,16500,2,0
31745,1,1,1,1,12,2,40,2,,28000,2,0
31750,1,1,1,1,12,7,35,2,,27300,2,0
31751,1,1,1,1,12,4,40,1,4,38500,2,0
31768,1,1,1,1,12,3,38,1,0,26600,2,0
31768,2,1,1,1,12,7,38,2,,23400,2,0
31781,1,1,1,1,12,7,27,2,,32500,2,0
31783,1,1,1,1,12,7,36,1,0,28000,2,0
31783,2,1,1,1,12,7,0,1,0,10000,2,0
31785,1,1,1,1,12,,40,2,,35000,1,1000
31785,2,1,1,1,12,7,40,2,,23000,2,0
31785,3,1,2,2,1,,,2,,700,2,0
31790,2,1,1,2,1,,,2,,7000,2,0
31797,1,1,1,1,12,5,45,2,,24000,2,0
31798,4,1,1,1,12,3,42,1,8,18000,2,0
31798,5,1,1,1,12,2,46,2,,16000,2,0
31799,2,1,1,1,12,7,36,1,2,18000,2,0
31801,1,1,1,1,12,2,42,1,10,18000,2,0
31801,3,1,1,1,12,2,40,1,4,15000,2,0
31816,1,1,1,2,6,1,42,2,,5400,2,0
31816,4,1,1,2,6,1,40,2,,4200,2,0
31859,1,1,1,2,9,7,24,2,,40000,2,0
31860,1,1,1,1,12,7,36,2,,25000,2,0
31860,2,1,1,1,12,7,24,2,,24000,2,0
31866,1,1,1,1,12,7,36,2,,25000,2,0
31868,1,1,1,1,12,3,40,2,,21000,2,0
31871,1,1,1,2,1,1,48,2,,1600,2,0
31877,3,1,1,1,12,7,36,2,,25000,2,0
31877,4,1,1,1,12,2,40,2,,18000,2,0
31891,1,1,1,1,12,6,50,2,,60000,2,0
31899,1,1,1,1,12,7,36,2,,16000,2,0
31903,3,1,1,1,12,4,40,2,,24700,2,0
31904,2,1,2,2,4,7,15,2,,2400,2,0
31904,3,1,1,1,12,2,35,2,,7200,2,0
31911,2,1,1,1,12,5,50,1,10,40000,2,0
31912,3,1,1,1,12,,40,2,,22000,2,0
31914,1,1,1,1,12,5,40,1,5,25000,2,0
31925,1,1,1,1,12,1,40,2,,16000,2,0
32012,2,1,1,2,8,7,40,1,0,13600,2,0
32019,1,1,1,1,12,3,40,2,,28000,2,0
32028,1,1,1,1,12,7,18,2,,29500,2,0
32028,2,1,1,1,12,7,18,2,,29500,2,0
32031,2,1,1,1,12,1,40,2,,21000,2,0
32033,1,1,1,1,12,3,24,2,,14200,2,0
32033,2,1,1,1,12,7,24,2,,24000,2,0
32034,1,1,1,1,12,6,40,1,4,26500,2,0
32051,1,1,1,1,12,6,48,2,,28000,2,0
32052,2,1,1,1,12,7,36,2,,16000,2,0
32052,3,1,1,1,12,3,40,2,,23000,2,0
32054,1,1,1,1,12,6,40,2,,35000,2,0
32089,1,1,1,1,12,2,50,2,,33000,2,0
32089,2,1,1,1,12,7,20,1,1,25000,2,0
32092,1,1,1,1,12,7,36,1,4,28000,2,0
32135,2,1,1,1,12,6,40,1,6,26000,2,0
32135,3,1,1,2,3,7,24,2,,4500,2,0
32136,1,1,1,1,12,2,40,2,,20800,2,0
32136,2,1,1,1,12,,40,2,,22100,2,0
32138,2,1,1,1,12,1,30,2,,27000,2,0
32139,1,1,1,1,12,4,40,2,,30000,2,0
32139,2,1,2,1,12,1,20,2,,12000,2,0
32140,1,1,1,1,12,7,18,2,,24500,2,0
32140,2,1,1,1,12,7,36,1,3,24500,2,0
32144,1,1,1,1,12,1,40,1,4,26000,2,0
32145,1,1,1,1,12,6,40,2,,24000,2,0
32159,1,1,1,1,12,6,40,1,5,30000,2,0
32161,1,1,1,1,12,5,40,2,,23000,2,0
32161,2,1,1,1,12,7,40,2,,13000,2,0
32180,1,1,1,1,12,7,36,2,,20800,2,0
32180,2,1,2,1,12,7,20,2,,9800,2,0
32190,1,1,1,1,12,7,24,2,,30000,2,0
32191,1,1,1,1,12,,48,1,2,30000,2,0
32197,1,1,1,2,4,2,60,2,,6000,2,0
32198,1,1,1,1,12,7,18,2,,32000,2,0
32198,2,1,1,1,12,6,40,2,,36500,1,2200
32206,1,1,1,1,12,3,40,1,0,24000,2,0
32207,2,1,1,1,12,1,50,2,,22000,2,0
32207,6,1,2,2,3,2,46,2,,5000,2,0
32209,4,1,1,2,,2,40,2,,7000,2,0
32234,1,1,1,1,12,5,40,1,1,20500,2,0
32235,1,1,1,1,12,1,40,2,,21000,1,200
32240,1,1,1,1,12,7,40,2,,70000,2,0
32252,1,1,1,1,12,6,38,2,,27000,2,0
32252,3,1,1,2,7,2,40,2,,5000,2,0
32257,1,1,1,1,12,4,50,2,,43000,1,6000
32257,2,1,1,2,6,7,36,2,,6800,2,0
32260,1,1,1,1,12,2,37,1,5,48000,2,0
32260,2,1,1,1,12,7,30,2,,23000,2,0
32262,2,1,1,2,2,5,50,1,10,3800,2,0
32272,1,1,1,1,12,4,45,1,5,27000,2,0
32272,2,1,1,1,12,3,40,1,0,22000,2,0
32272,3,1,1,1,12,2,40,1,0,19000,2,0
32275,4,1,1,1,12,3,40,2,,29000,2,0
32279,2,1,2,1,12,2,20,2,,12000,2,0
32280,1,1,1,1,12,3,39,2,,21000,1,
32280,2,1,1,1,12,3,40,2,,17000,2,0
32285,1,1,1,1,12,7,36,2,,26000,2,0
32288,1,1,1,1,12,2,40,1,8,26000,1,4000
32288,2,1,1,2,5,2,42,2,,11000,2,0
32292,1,1,1,1,12,3,38,2,,18000,2,0
32303,4,1,1,1,12,1,40,2,,10000,2,0
32303,5,1,1,2,4,,40,2,,5500,2,0
32303,6,1,2,1,12,6,24,1,5,15000,2,0
32304,1,1,1,1,12,7,40,2,,18000,2,0
32319,1,1,1,1,12,7,36,2,,31200,1,3300
32320,1,1,1,1,12,4,40,1,4,36000,2,0
32320,2,1,1,1,12,7,30,2,,22750,2,0
32339,4,1,1,1,12,7,36,2,,19000,2,0
32340,1,1,1,1,12,7,36,1,0,28000,2,0
32349,1,1,1,1,12,5,40,1,,25000,2,0
32363,2,1,1,1,12,7,18,2,,23400,2,0
32428,1,1,1,2,7,6,40,2,,27000,2,0
32432,1,1,1,1,12,7,40,1,7,40000,2,0
32432,2,1,1,1,12,7,24,2,,24000,2,0
32439,1,1,1,1,12,,37,2,,26000,2,0
32439,3,1,1,1,12,6,37,2,,17000,2,0
32442,2,1,1,1,12,6,40,2,,20000,2,0
32464,3,1,1,1,12,2,60,2,,15000,2,0
32470,2,1,1,2,3,1,50,2,,3600,2,0
32471,2,1,1,2,10,1,60,2,,10000,2,0
32472,2,1,1,1,12,7,24,2,,32000,2,0
32479,1,1,1,1,12,7,36,2,,25000,2,0
32481,1,1,1,1,12,7,50,2,,50000,2,0
32481,2,1,1,1,12,7,24,2,,30000,2,0
32482,1,1,1,1,12,7,24,2,,26000,2,0
32484,1,1,1,1,12,7,36,2,,38000,2,0
32486,1,1,1,1,12,7,18,2,,32000,2,0
32486,2,1,1,1,12,7,18,2,,32000,2,0
32496,3,1,1,2,9,2,50,2,,10000,2,0
32522,1,1,1,1,12,6,36,1,0,36000,2,0
32524,2,1,1,1,12,6,22,2,,27500,2,0
32556,1,2,2,2,6,3,20,2,,11000,2,0
32556,1,1,2,2,6,2,20,1,2,12000,2,0
32558,3,1,1,1,12,5,50,1,10,25000,2,0
32558,4,1,1,1,12,4,45,1,5,25000,2,0
32573,1,1,1,1,12,2,40,1,1,19000,2,0
32573,2,1,2,1,12,2,20,2,,13000,2,0
32575,2,1,1,1,12,3,40,1,0,15700,2,0
32579,1,1,1,1,12,3,45,1,5,32000,2,0
32579,2,1,1,1,12,5,30,2,,22000,2,0
32579,3,1,1,1,12,1,45,2,,8000,2,0
32579,4,1,1,1,12,2,40,2,,13000,2,0
32588,1,1,1,1,12,7,42,2,,36000,2,0
32588,2,1,1,1,12,7,36,2,,33000,2,0
32590,1,1,1,1,12,,40,1,1,35000,1,1200
32590,2,1,1,1,12,7,25,1,1,25000,2,0
32602,1,1,1,1,12,1,48,2,,14400,2,0
32628,2,1,1,2,6,7,10,2,,10000,2,0
32630,1,1,1,1,12,7,36,1,3,18200,2,0
