NQUEST,DEPBANC,DEPBANR,DEPPOSC,DEPPOSR,NDEPBANC,NDEPBANR,NDEPPOSC,NDEPPOSR,IDEPBANC,IDEPBANR,IDEPPOSC,IDEPPOSR,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,TAXCC,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,ASSBANE1,ASSBANE2,ASSBANE3,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BANCOMAT,NBANCOMA,NPREL1,PRELMED1,BANCOME1,BANCOME2,BANCOME3,PAGAM4U,PAGAM4,POSE1,POSE2,POSE3,CARTA,CARTE,PCARTE,NPAGCART,CARTEE1,CARTEE2,CARTEE3,MINCON,NPREL2,PRELMED2,PRELE1,PRELE2,PRELE3,VERSAM,NVERS,VERSMED,VERSE1,VERSE2,VERSE3,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,SCORTA,SPESECON
55649,1,1,2,1,1,1,,1,2,1,,1,1,1,1,1,,,,,,,,,,,3,1,10000,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,2,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,500,1500
55650,2,1,2,2,,1,,,,2,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,500,1500
55654,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,1500
55660,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,800,1500
55690,2,1,2,2,,2,,,,2,,,2,2,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,500,,,,2,0,,,,,1,2,1,2,2,90,0,10,0,0,300,500
55692,1,1,2,2,2,2,,,2,2,,,1,1,3,1,,,,,,,,,,6,,1,30000,1,3,,,,1,2,1,1,,,,,,,,,,2,0,,,,1,1,2,1000,,,,2,0,,,,1,1,1,2,,,,1000,0.6666666667,3000,,,,1,6,2000,,,,1,2,1,2,2,50,0,50,0,0,1000,3000
55694,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,30,500
55695,1,2,2,2,1,,,,2,,,,1,1,2,,,1,1,,,,,,,,6,2,0,1,2,,,,2,2,2,2,0,1,0,0,0,0,1,0,0,2,0,,,,1,1,0.5,500,,,,2,0,,,,1,1,1,0.1666666667,,,,200,0,,,1,,1,6,2000,,,,1,1,2,2,2,40,60,0,0,0,1000,2000
55726,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,700
55740,2,1,2,2,,1,,,,1,,,1,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.3333333333,500,,,,1,10,500,,,,1,2,1,2,2,50,0,50,0,0,800,1300
55743,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,2000,2800
55745,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,500
55749,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,700,1200
55751,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,,
55756,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,2,1,10000,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,4,500,,,,2,0,,,,,1,2,1,2,2,60,0,40,0,0,500,1000
55757,1,2,2,2,1,,,,1,,,,1,1,3,1,,,,,,,,,,,3,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0.1666666667,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,300,500
55773,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,4,500,,,,2,0,,,,2,0,0,,,,,50,3,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2000
55774,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,750,1500
55777,1,2,2,1,1,,,1,1,,,2,1,1,3,,,,,,,1,,,,,6,1,5000,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,1,1,1,0.3333333333,,,,100,2,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1400
55783,2,1,2,2,,1,,,,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.25,300,,,,1,12,500,,,,1,2,2,2,2,100,0,0,0,0,800,1100
55788,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,0,0,0,100,0,300,600
55799,1,2,2,2,3,,,,2,,,,2,3,4,,,,,,,,1,,,7,,1,60000,1,4,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,2,1000,,,,1,10,2000,,,,1,1,1,2,2,10,50,40,0,0,500,2500
55825,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,800
55826,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,600
55828,2,1,2,2,,1,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
55829,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,1,,,,,,2,2,0,1,0.5,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,1,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1600,1600
55830,1,2,2,1,1,,,1,1,,,2,1,1,2,1,,,,,,,,,,,2,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,0.25,300,,,,2,0,,,,2,0,0,,,,,100,1,1100,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,550,1100
55831,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,1000
55832,2,1,2,2,,2,,,,1,,,2,2,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,1,3,500,,,,2,2,2,1,2,0,0,0,100,0,900,1600
55833,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,240,480
55836,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,750,750
55837,1,2,2,2,1,,,,1,,,,1,1,1,1,,,,,,,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,1,1,2,2,2,50,50,0,0,0,1500,1500
55838,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,2700,1500
55839,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,
55840,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,20,0,80,0,0,2500,2500
55842,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,700
55843,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,40,0,60,0,0,1500,1500
55844,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,450,900
55845,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,600
55846,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1350
55848,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,700,1350
55849,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,310,620
55875,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1260,1260
55876,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,4,500,,,,2,0,,,,2,0,0,,,,,200,0.0833333333,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1300,1200
55877,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,700,1400
55878,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,800,800
55884,1,2,2,2,2,,,,2,,,,1,1,4,,,,,,,1,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,2,0,,,,,2,0,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,2000,2000
55885,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1600,1500
55887,1,2,2,2,1,,,,1,,,,1,1,4,,1,,,,,1,,,,6.8,,1,5000,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,1,1,1,,,,,500,2,1000,,,,2,0,,,,,1,1,2,2,2,20,80,0,0,0,2500,2500
55888,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,0,100
55889,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,,,,2,3,,2,0,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,0.5,300,,,,2,0,,,,2,0,0,,,,,100,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,1000
55891,2,1,2,2,,1,,,,2,,,1,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.25,1000,,,,1,6,500,,,,1,2,1,2,2,25,0,75,0,0,2500,2500
55892,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,900,900
55917,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,4,,1,3000,1,3,,,,2,2,1,2,0,1,0,0,0,0,0,0,0,1,2,,,,1,1,3,500,,,,1,0.4166666667,,,,1,1,1,0.4166666667,,,,1000,1,1000,,,,1,10,1000,,,,1,2,1,2,2,70,0,30,0,0,1000,2500
55920,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,1,50,,,,1,2,2,2,2,100,0,0,0,0,100,400
55958,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,2,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1000
55989,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,1800
56016,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
56038,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
56039,1,1,2,2,2,1,,,2,2,,,1,1,4,1,,,,,,,,,,6.75,,1,,1,1,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,2,1600,,,,2,0,,,,,2,1,1,2,2,0,70,30,0,0,2000,3200
56041,2,1,2,2,,1,,,,2,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,300,,,,1,1,3500,,,,1,2,1,2,2,60,0,40,0,0,200,1000
56066,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1000
56070,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,6,2,0,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,10,0,,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,1600,2000
56074,1,1,2,2,1,1,,,1,1,,,1,1,2,1,,,,,,,,,,6,,1,10000,1,4,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1500,,,,1,30,500,,,,2,1,2,2,2,0,100,0,0,0,1000,1500
56080,1,1,2,2,1,1,,,1,1,,,1,1,4,1,,,,,,,,,,3.5,,2,0,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,10,0,,,,,1,4,2000,,,,2,1,1,2,2,0,50,50,0,0,3000,2700
56093,1,2,2,2,2,,,,3,,,,2,2,4,1,,,,,,,,,,7,,1,12000,1,5,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,1,4,,,,1,1,0.4166666667,500,,,,1,0.25,,,,1,2,1,2,,,,100,10,600,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,600,4000
56097,1,2,2,1,1,,,2,1,,,2,1,1,3,1,,,,,,,,,,,3,1,3000,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,0,0,1,2,0,,,,1,1,1,500,,,,1,1,,,,2,0,0,,,,,50,0.4166666667,500,,,,1,1,5000,,,,1,1,2,2,2,10,90,0,0,0,500,1500
56098,1,1,2,2,1,1,,,2,1,,,1,1,2,1,,,,,,,,,,,6,2,0,1,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,4,500,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,400,1300
56161,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,,1,,,,,2,3,,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,,,,1,1,2,300,,,,1,0.25,,,,2,0,0,,,,,100,0.4166666667,500,,,,1,12,1000,,,,1,2,1,2,2,60,0,40,0,0,600,1000
56165,1,2,1,2,2,,1,,2,,1,,2,2,4,,1,,1,,,,,,,7,,3,,1,3,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,2,300,,,,2,0,,,,1,1,1,0,,,,0,0,,,,,1,10,2000,,,,2,2,1,2,2,0,0,100,0,0,2000,5000
56174,1,2,2,1,1,,,2,2,,,1,1,1,4,1,,,,,,1,,,,,3,1,10000,1,0.1666666667,,,,2,2,2,2,0,0,0,1,0,0,0,1,0,2,0,,,,1,1,4,300,,,,1,0.1666666667,,,,2,0,0,,,,,400,1,1000,,,,2,0,,,,,1,2,1,2,2,10,0,90,0,0,500,2800
56175,1,2,2,2,2,,,,2,,,,1,1,1,,,,,1,,,,,,,6,2,0,1,2,,,,2,2,2,2,0,1,0,1,0,0,1,0,0,2,0,,,,1,1,3,300,,,,1,1,,,,2,0,0,,,,,0,0,,,,,1,1,1600,,,,1,1,2,1,2,50,45,0,5,0,200,2000
56177,2,1,2,2,,2,,,,2,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.3333333333,500,,,,1,4,1000,,,,1,2,1,2,2,50,0,50,0,0,4000,3000
56183,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,2,1,2000,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,2,300,,,,2,0,,,,1,1,1,1,,,,0,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,2500,2500
56202,1,2,2,2,2,,,,2,,,,1,1,4,,,,,,1,,,,,,1,2,0,1,1,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,4,500,,,,2,0,,,,2,0,0,,,,,200,0.25,300,,,,1,4,1000,,,,2,1,2,2,2,0,100,0,0,0,600,2000
56204,1,1,2,2,2,1,,,2,2,,,1,1,4,,,,,,,1,,,,5.1,,1,5000,1,0.1666666667,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,100,2,2000,,,,2,0,,,,,2,1,1,2,2,0,99,1,0,0,500,4000
56209,1,2,2,1,1,,,1,1,,,2,1,1,2,1,,,,,,,,,,,3,3,,1,2,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,5,400,,,,2,0,,,,2,0,0,,,,,100,0,,,,,2,0,,,,,2,1,1,2,2,0,50,50,0,0,500,4000
56215,1,1,2,2,1,1,,,1,2,,,1,1,3,1,,,,,,,,,,,1,1,5000,1,3,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,3000,,,,1,15,800,,,,1,2,1,1,2,19,0,80,1,0,100,1000
56251,2,1,2,2,,1,,,,2,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,1,2,2,60,0,40,0,0,1000,1500
56261,1,2,2,2,1,,,,2,,,,1,1,3,1,,1,,,,,,,,,3,1,10000,1,8,,,,1,2,1,1,,,,,,,,,,1,10,,,,1,1,3,500,,,,2,0,,,,1,1,1,3,,,,100,2,700,,,,2,0,,,,,2,1,1,2,2,0,75,25,0,0,500,2500
56262,2,1,2,2,,1,,,,1,,,1,1,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,2300
56264,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,3,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,1,1,1,0,,,,1000,1,500,,,,1,3,,,,,1,2,1,2,2,30,0,70,0,0,1000,2000
56270,1,2,2,2,1,,,,2,,,,1,1,5,,,,,,,,,,1,,3,2,0,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,1800
56276,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,500,1100
56283,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,5,1000,,,,1,2,2,2,2,100,0,0,0,0,1500,2800
56284,1,2,2,2,2,,,,3,,,,2,2,3,,,,,,,1,,,,6.75,,1,5000,1,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,2,5,400,,,,2,0,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,1,1,2,2,2,30,70,0,0,0,1000,2500
56292,1,2,2,2,2,,,,2,,,,2,2,4,,1,,,,,,,,,6.5,,1,300000,1,1,,,,1,2,2,2,,,,,,,,,,1,1,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,500,0.0833333333,500,,,,1,12,1000,,,,1,1,1,2,2,45,45,10,0,0,1500,3000
56301,1,2,2,2,2,,,,2,,,,2,2,2,1,,,,,,,,,,,2,3,,1,1,,,,1,1,2,2,,,,,,,,,,2,0,,,,1,1,4,400,,,,2,0,,,,2,0,0,,,,,100,0.1666666667,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1300
56305,1,2,2,2,1,,,,2,,,,1,1,2,1,,,,,,,,,,,3,2,0,2,0,,,,1,1,1,1,,,,,,,,,,2,0,,,,1,1,4,250,,,,2,0,,,,2,0,0,,,,,100,1,200,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,250,1200
56309,1,1,2,2,1,2,,,2,2,,,1,1,2,,1,,,1,,,,,,6,,2,0,1,2,,,,1,2,2,2,,,,,,,,,,1,3,,,,1,1,3,500,,,,2,0,,,,2,0,0,,,,,200,1,600,,,,2,0,,,,,2,1,1,1,2,0,80,10,10,0,700,2000
56319,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,150,0.25,500,,,,2,0,,,,,1,1,2,2,2,33,67,0,0,0,1000,1500
56320,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,630
56327,2,1,2,2,,1,,,,2,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,1400,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,2400
56329,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,5.8,,3,,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,200,1,2000,,,,2,0,,,,,2,1,1,2,2,0,35,65,0,0,2500,2000
56330,1,2,2,2,2,,,,2,,,,2,2,3,,,,,,,1,,,,7,,1,5000,1,2,,,,1,2,1,2,,,,,,,,,,2,0,,,,1,2,5,500,,,,1,2,,,,1,1,1,4,,,,500,1,2000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,2000,3000
56332,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,750,1300
56333,1,1,2,2,1,1,,,2,2,,,1,1,4,1,,,,,,,,,,3,,2,0,2,0,,,,2,2,2,2,1,0,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0.1666666667,400,,,,1,3,500,,,,2,2,1,2,2,0,0,100,0,0,1500,2500
